country_code,industry_code,nace_r2_code,year,entity,year_int,ln_hours,ln_robots,ln_robots_lag1,ln_va,ln_cap,ln_gdp,unemployment,adjcov,coord,adjcov_c,high_coord,coord_pre,has_coord,coord_pre_c,adjcov_pre,has_adjcov,adjcov_pre_c,ud_pre,has_ud,ud_pre_c,wstat_pre,has_wstat,wstat_pre_c,wc_pre,has_wc,wc_pre_binary,spa_signed_pre,has_spa_signed,spa_signed_pre_binary,high_coord_pre,bucket,bucket_name,robot_wrkr_stock_95,LAB_QI,VA_PYP,CAP_QI
AT,10-12,C10-C12,2015,AT_10-12,2015,4.605170185988092,0.436214759974816,0.3087014396758563,8.679499098226291,4.605170185988092,12.64459463757153,6.1,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.5468409586056646,100.0,5881.1,100.0
AT,10-12,C10-C12,2016,AT_10-12,2016,4.609750060143059,0.5802541301977536,0.436214759974816,8.735509108433568,4.632092560001928,12.66554570999459,6.5,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.7864923747276689,100.459037780762,6219.9,102.728805541992
AT,10-12,C10-C12,2017,AT_10-12,2017,4.6094464605870895,0.6394430015880842,0.5802541301977536,8.810041893819378,4.6463084390870835,12.688013800640611,5.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.8954248366013071,100.42854309082,6701.2,104.199615478516
AT,10-12,C10-C12,2018,AT_10-12,2018,4.616226167591167,0.6677735082143103,0.6394430015880842,8.760923376338836,4.6832857073015175,12.712552540279416,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.9498910675381265,101.11173248291,6380.0,108.124755859375
AT,10-12,C10-C12,2019,AT_10-12,2019,4.626488492412108,0.753387260937302,0.6677735082143103,8.837884417474964,4.707354971906158,12.72994992468088,4.8,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,2.1241830065359477,102.154716491699,6890.4,110.758811950684
AT,13-15,C13-C15,2006,AT_13-15,2006,4.993750068419459,-3.940416079929367,-3.940416079929367,7.166343191229542,4.74037843842229,12.55861506232888,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0194401244167962,147.488479614258,1295.1,114.477516174316
AT,13-15,C13-C15,2007,AT_13-15,2007,4.92602371196319,-3.940416079929367,-3.940416079929367,7.107507370838976,4.7147875129545005,12.595672225784796,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0194401244167962,137.830368041992,1221.1,111.585098266602
AT,13-15,C13-C15,2008,AT_13-15,2008,4.856267865113275,-3.940416079929367,-3.940416079929367,7.036060539135061,4.692631456165709,12.610100387789473,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0194401244167962,128.543563842773,1136.9,109.139999389648
AT,13-15,C13-C15,2009,AT_13-15,2009,4.7410779033059,-3.940416079929367,-3.940416079929367,6.891320972518712,4.65835538161794,12.573579017190712,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0194401244167962,114.5576171875,983.7,105.462493896484
AT,13-15,C13-C15,2010,AT_13-15,2010,4.703177876690977,-3.247268899369419,-3.940416079929367,7.0597894348376355,4.632429379899587,12.591507140355327,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0388802488335925,110.29712677002,1164.2,102.763412475586
AT,13-15,C13-C15,2011,AT_13-15,2011,4.692851002600158,-3.247268899369419,-3.247268899369419,6.993932975223189,4.616852399595965,12.620361377388116,4.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0388802488335925,109.163963317871,1090.0,101.175071716309
AT,13-15,C13-C15,2012,AT_13-15,2012,4.683279991841463,-2.330978167495264,-3.247268899369419,6.9266751638346475,4.6232181595929625,12.626624376083477,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0972006220839813,108.124137878418,1019.1,101.821182250977
AT,13-15,C13-C15,2013,AT_13-15,2013,4.658789124035922,-1.9945059308740511,-2.330978167495264,6.900629954039548,4.6163802350090215,12.624114006675333,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1360808709175738,105.508247375488,992.9,101.127311706543
AT,13-15,C13-C15,2014,AT_13-15,2014,4.647493591888482,-1.9945059308740511,-1.9945059308740511,6.953875214595691,4.604804213266525,12.631643602931938,6.0,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1360808709175738,104.323181152344,1047.2,99.9634094238281
AT,13-15,C13-C15,2015,AT_13-15,2015,4.605170185988092,-1.860974538249528,-1.9945059308740511,6.9804479643755775,4.605170185988092,12.64459463757153,6.1,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1555209953343701,100.0,1075.4,100.0
AT,13-15,C13-C15,2016,AT_13-15,2016,4.5468313199727834,-1.860974538249528,-1.860974538249528,6.934299834204249,4.602232602195221,12.66554570999459,6.5,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1555209953343701,94.3330230712891,1026.9,99.706672668457
AT,13-15,C13-C15,2017,AT_13-15,2017,4.513282046540739,-1.9945059308740511,-1.860974538249528,6.858249859078298,4.626638896090188,12.688013800640611,5.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1360808709175738,91.2207183837891,951.7,102.170082092285
AT,13-15,C13-C15,2018,AT_13-15,2018,4.498932159372175,-1.9945059308740511,-1.9945059308740511,6.934105054304919,4.636595705770047,12.712552540279416,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1360808709175738,89.9210586547852,1026.7,103.192451477051
AT,13-15,C13-C15,2019,AT_13-15,2019,4.452220427120836,-1.860974538249528,-1.9945059308740511,6.878429449600309,4.631621742820869,12.72994992468088,4.8,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1555209953343701,85.8172836303711,971.1,102.680450439453
AT,16,C16-C18,2005,AT_16,2005,4.814958100811513,-0.6040557196169876,-1.009520827725152,8.493535543065562,4.727329212442346,12.526444535804613,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.5465903175429464,123.341644287109,4883.1,112.993377685547
AT,16,C16-C18,2006,AT_16,2006,4.807940989021943,-0.3904816193189286,-0.6040557196169876,8.575971403785049,4.724155095133743,12.55861506232888,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.6767308693388859,122.47917175293,5302.7,112.635292053223
AT,16,C16-C18,2007,AT_16,2007,4.825025071403571,-0.3163736471652066,-0.3904816193189286,8.603792816981215,4.719084868671705,12.595672225784796,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.7287870900572618,124.58959197998,5452.3,112.065650939941
AT,16,C16-C18,2008,AT_16,2008,4.78782540954156,-0.3163736471652066,-0.3163736471652066,8.536054199057157,4.699640571791289,12.610100387789473,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.7287870900572618,120.040046691895,5095.2,109.907661437988
AT,16,C16-C18,2009,AT_16,2009,4.703427761337623,-0.2473807756782553,-0.3163736471652066,8.419712658097685,4.679045892400681,12.573579017190712,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.7808433107756376,110.324691772461,4535.6,107.667297363281
AT,16,C16-C18,2010,AT_16,2010,4.670373935908056,-0.1222176327242492,-0.2473807756782553,8.54739256514708,4.655810908488131,12.591507140355327,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.8849557522123893,106.737648010254,5153.3,105.194488525391
AT,16,C16-C18,2011,AT_16,2011,4.6791712373607695,-0.0109919976140248,-0.1222176327242492,8.591502571857378,4.642829469562794,12.620361377388116,4.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.989068193649141,107.680793762207,5385.7,103.837738037109
AT,16,C16-C18,2012,AT_16,2012,4.6692466644033495,0.0890914609429577,-0.0109919976140248,8.502099857968583,4.643647270268089,12.626624376083477,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.0931806350858928,106.617393493652,4925.1,103.922691345215
AT,16,C16-C18,2013,AT_16,2013,4.633770262031023,0.1800632391486843,0.0890914609429577,8.517713056263089,4.634647654094969,12.624114006675333,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.1972930765226444,102.901298522949,5002.6,102.991622924805
AT,16,C16-C18,2014,AT_16,2014,4.6223461264077885,0.283247475383915,0.1800632391486843,8.519330904877785,4.605739176914078,12.631643602931938,6.0,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.327433628318584,101.732429504395,5010.7,100.056915283203
AT,16,C16-C18,2015,AT_16,2015,4.605170185988092,0.3217137562117111,0.283247475383915,8.529516941105069,4.605170185988092,12.64459463757153,6.1,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.3794898490369598,100.0,5062.0,100.0
AT,16,C16-C18,2016,AT_16,2016,4.60711638052193,0.1800632391486843,0.3217137562117111,8.581575450345506,4.594353226058291,12.66554570999459,6.5,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.1972930765226444,100.194808959961,5332.5,98.9241333007812
AT,16,C16-C18,2017,AT_16,2017,4.587097857126451,0.2226228535674805,0.1800632391486843,8.62500669603513,4.5992179054317255,12.688013800640611,5.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.2493492972410205,98.2089996337891,5569.2,99.4065399169922
AT,16,C16-C18,2018,AT_16,2018,4.578358326893152,0.3767735333947386,0.2226228535674805,8.651828973977631,4.605858883107949,12.712552540279416,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.4575741801145237,97.3544387817383,5720.6,100.068893432617
AT,16,C16-C18,2019,AT_16,2019,4.584429461650915,0.5999170847089482,0.3767735333947386,8.663334740755435,4.6145727878457405,12.72994992468088,4.8,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,1.8219677251431543,97.9472885131836,5786.8,100.944694519043
AT,17-18,C16-C18,2005,AT_17-18,2005,4.814958100811513,-4.349761674086607,-4.349761674086607,8.493535543065562,4.727329212442346,12.526444535804613,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0129098889749548,123.341644287109,4883.1,112.993377685547
AT,17-18,C16-C18,2006,AT_17-18,2006,4.807940989021943,-4.349761674086607,-4.349761674086607,8.575971403785049,4.724155095133743,12.55861506232888,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0129098889749548,122.47917175293,5302.7,112.635292053223
AT,17-18,C16-C18,2007,AT_17-18,2007,4.825025071403571,-2.9634673129667166,-4.349761674086607,8.603792816981215,4.719084868671705,12.595672225784796,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.0516395558998192,124.58959197998,5452.3,112.065650939941
AT,17-18,C16-C18,2008,AT_17-18,2008,4.78782540954156,-2.740323761652507,-2.9634673129667166,8.536054199057157,4.699640571791289,12.610100387789473,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.064549444874774,120.040046691895,5095.2,109.907661437988
AT,17-18,C16-C18,2009,AT_17-18,2009,4.703427761337623,-2.2703201324067703,-2.740323761652507,8.419712658097685,4.679045892400681,12.573579017190712,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1032791117996385,110.324691772461,4535.6,107.667297363281
AT,17-18,C16-C18,2010,AT_17-18,2010,4.670373935908056,-2.2703201324067703,-2.2703201324067703,8.54739256514708,4.655810908488131,12.591507140355327,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1032791117996385,106.737648010254,5153.3,105.194488525391
AT,17-18,C16-C18,2011,AT_17-18,2011,4.6791712373607695,-1.6417114729843962,-2.2703201324067703,8.591502571857378,4.642829469562794,12.620361377388116,4.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1936483346243222,107.680793762207,5385.7,103.837738037109
AT,17-18,C16-C18,2012,AT_17-18,2012,4.6692466644033495,-1.6417114729843962,-1.6417114729843962,8.502099857968583,4.643647270268089,12.626624376083477,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.1936483346243222,106.617393493652,4925.1,103.922691345215
AT,17-18,C16-C18,2013,AT_17-18,2013,4.633770262031023,-1.4053226949201656,-1.6417114729843962,8.517713056263089,4.634647654094969,12.624114006675333,5.7,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.2452878905241415,102.901298522949,5002.6,102.991622924805
AT,17-18,C16-C18,2014,AT_17-18,2014,4.6223461264077885,-1.2587192207282902,-1.4053226949201656,8.519330904877785,4.605739176914078,12.631643602931938,6.0,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.284017557449006,101.732429504395,5010.7,100.056915283203
AT,17-18,C16-C18,2015,AT_17-18,2015,4.605170185988092,-0.9157744696014598,-1.2587192207282902,8.529516941105069,4.605170185988092,12.64459463757153,6.1,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.4002065582235993,100.0,5062.0,100.0
AT,17-18,C16-C18,2016,AT_17-18,2016,4.60711638052193,-0.6862000279569596,-0.9157744696014598,8.581575450345506,4.594353226058291,12.66554570999459,6.5,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.5034856700232379,100.194808959961,5332.5,98.9241333007812
AT,17-18,C16-C18,2017,AT_17-18,2017,4.587097857126451,-0.4179360413622802,-0.6862000279569596,8.62500669603513,4.5992179054317255,12.688013800640611,5.9,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.6584043377226957,98.2089996337891,5569.2,99.4065399169922
AT,17-18,C16-C18,2018,AT_17-18,2018,4.578358326893152,-0.3607776275223317,-0.4179360413622802,8.651828973977631,4.605858883107949,12.712552540279416,5.2,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.69713400464756,97.3544387817383,5720.6,100.068893432617
AT,17-18,C16-C18,2019,AT_17-18,2019,4.584429461650915,-0.2722242301808866,-0.3607776275223317,8.663334740755435,4.6145727878457405,12.72994992468088,4.8,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,5.0,Low-tech / traditional,0.7616834495223341,97.9472885131836,5786.8,100.944694519043
AT,19,C19,2006,AT_19,2006,4.835613627274864,-1.1662709371419246,-2.6703483339181995,6.599189995613932,4.599635258436815,12.55861506232888,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,4.0,Process & materials,0.3115264797507788,125.915824890137,734.5,99.4480361938477
AT,19,C19,2007,AT_19,2007,4.828850946495224,-0.9656002416797732,-1.1662709371419246,6.390408438225881,4.723272587959331,12.595672225784796,,98.0,4.0,11.002698746101458,1.0,4.0,True,0.9119340426511906,98.0,True,11.002698746101458,43.75,True,2.736517943743948,,False,,2.0,True,1.0,0.1666666666666666,True,1.0,1.0,4.0,Process & materials,0.380754586362063,125.067169189453,596.1,112.535934448242
