"DB010","DB020","DB030","DB040","DB062","DB090"
"2008","SE",3751,"SE11","NA","486.5772"
"2008","SE",3774,"SE11","NA","371.341"
"2008","SE",3779,"SE11","NA","695.5082"
"2008","SE",3787,"SE11","NA","470.2299"
"2008","SE",3791,"SE11","NA","186.431"
"2008","SE",3794,"SE11","NA","447.2363"
"2008","SE",3797,"SE11","NA","1050.675"
"2008","SE",3800,"SE11","NA","457.4775"
"2008","SE",3804,"SE11","NA","712.57"
"2008","SE",3830,"SE11","NA","1039.413"
"2008","SE",3836,"SE11","NA","306.8735"
"2008","SE",3837,"SE11","NA","457.4775"
"2008","SE",3840,"SE11","NA","976.6314"
"2008","SE",3874,"SE11","NA","447.2363"
"2008","SE",3896,"SE11","NA","1001.156"
"2008","SE",3898,"SE11","NA","466.0774"
"2008","SE",3907,"SE11","NA","1045.605"
"2008","SE",3923,"SE11","NA","1118.626"
"2008","SE",3953,"SE11","NA","448.888"
"2008","SE",3956,"SE11","NA","1308.082"
"2008","SE",3970,"SE11","NA","593.6609"
"2008","SE",3979,"SE11","NA","523.8263"
"2008","SE",3981,"SE11","NA","1187.818"
"2008","SE",3987,"SE11","NA","457.4775"
"2008","SE",3992,"SE11","NA","1459.732"
"2008","SE",3995,"SE11","NA","480.8154"
"2008","SE",4007,"SE11","NA","712.57"
"2008","SE",4019,"SE11","NA","1187.818"
"2008","SE",4022,"SE11","NA","1459.732"
"2008","SE",4031,"SE11","NA","1300.069"
"2008","SE",4032,"SE11","NA","356.285"
"2008","SE",4038,"SE11","NA","921.3204"
"2008","SE",4049,"SE11","NA","1459.732"
"2008","SE",4108,"SE11","NA","1047.653"
"2008","SE",4113,"SE11","NA","559.3131"
"2008","SE",4119,"SE11","NA","1098.522"
"2008","SE",4127,"SE11","NA","1764.827"
"2008","SE",4131,"SE11","NA","1085.326"
"2008","SE",4144,"SE11","NA","593.909"
"2008","SE",4146,"SE11","NA","576.3304"
"2008","SE",4174,"SE11","NA","373.9655"
"2008","SE",4179,"SE11","NA","576.3304"
"2008","SE",4183,"SE11","NA","1187.322"
"2008","SE",4188,"SE11","NA","510.8034"
"2008","SE",4223,"SE11","NA","1146.602"
"2008","SE",4224,"SE11","NA","341.5697"
"2008","SE",4228,"SE11","NA","1187.322"
"2008","SE",4249,"SE11","NA","900.5662"
"2008","SE",4264,"SE11","NA","291.9032"
"2008","SE",4290,"SE11","NA","1700.588"
"2008","SE",4297,"SE11","NA","349.2175"
"2008","SE",4300,"SE11","NA","529.8593"
"2008","SE",4312,"SE11","NA","480.8154"
"2008","SE",4340,"SE11","NA","310.7183"
"2008","SE",4364,"SE11","NA","1271.816"
"2008","SE",4366,"SE11","NA","573.3012"
"2008","SE",4373,"SE11","NA","457.4775"
"2008","SE",4376,"SE11","NA","429.856"
"2008","SE",4381,"SE11","NA","1021.607"
"2008","SE",4450,"SE11","NA","475.2508"
"2008","SE",4469,"SE11","NA","364.9329"
"2008","SE",4492,"SE11","NA","1059.719"
"2008","SE",4498,"SE11","NA","258.5534"
"2008","SE",4516,"SE11","NA","447.2363"
"2008","SE",4522,"SE11","NA","559.3131"
"2008","SE",4553,"SE11","NA","976.6314"
"2008","SE",4564,"SE11","NA","1085.326"
"2008","SE",4575,"SE11","NA","460.6602"
"2008","SE",4592,"SE11","NA","259.8532"
"2008","SE",4595,"SE11","NA","570.4844"
"2008","SE",4621,"SE11","NA","519.7065"
"2008","SE",4622,"SE11","NA","775.6851"
"2008","SE",4652,"SE11","NA","742.682"
"2008","SE",4653,"SE11","NA","950.5015"
"2008","SE",4655,"SE11","NA","447.2363"
"2008","SE",4658,"SE11","NA","470.2299"
"2008","SE",4671,"SE11","NA","488.3157"
"2008","SE",4687,"SE11","NA","216.2934"
"2008","SE",4721,"SE11","NA","559.3131"
"2008","SE",4723,"SE11","NA","859.7121"
"2008","SE",4726,"SE11","NA","567.7565"
"2008","SE",4742,"SE11","NA","488.3157"
"2008","SE",4745,"SE11","NA","1187.818"
"2008","SE",4748,"SE11","NA","742.682"
"2008","SE",4752,"SE11","NA","1291.453"
"2008","SE",4755,"SE11","NA","450.2831"
"2008","SE",4756,"SE11","NA","920.6205"
"2008","SE",4758,"SE11","NA","440.2297"
"2008","SE",4765,"SE11","NA","523.8263"
"2008","SE",4770,"SE11","NA","1019.022"
"2008","SE",4772,"SE11","NA","429.856"
"2008","SE",4795,"SE11","NA","517.1069"
"2008","SE",4818,"SE11","NA","286.0644"
"2008","SE",4839,"SE11","NA","858.1933"
"2008","SE",4846,"SE11","NA","510.8034"
"2008","SE",4909,"SE11","NA","1241.646"
"2008","SE",4912,"SE11","NA","440.2297"
"2008","SE",4926,"SE11","NA","859.7121"
"2008","SE",4936,"SE11","NA","356.285"
"2008","SE",4945,"SE11","NA","1001.627"
"2008","SE",4965,"SE11","NA","500.5781"
"2008","SE",4995,"SE11","NA","366.8563"
"2008","SE",5012,"SE11","NA","858.1933"
"2008","SE",5022,"SE11","NA","1085.326"
"2008","SE",5026,"SE11","NA","525.3376"
"2008","SE",5044,"SE11","NA","341.5697"
"2008","SE",5066,"SE11","NA","295.8102"
"2008","SE",5105,"SE11","NA","429.0966"
"2008","SE",5115,"SE11","NA","364.9329"
"2008","SE",5116,"SE11","NA","1187.322"
"2008","SE",5132,"SE11","NA","525.3376"
"2008","SE",5143,"SE11","NA","593.909"
"2008","SE",5157,"SE11","NA","1014.129"
"2008","SE",5161,"SE11","NA","940.4599"
"2008","SE",5176,"SE11","NA","230.0701"
"2008","SE",5199,"SE11","NA","482.8491"
"2008","SE",5227,"SE11","NA","742.682"
"2008","SE",5256,"SE11","NA","460.6602"
"2008","SE",5280,"SE11","NA","448.888"
"2008","SE",5281,"SE11","NA","793.2755"
"2008","SE",5284,"SE11","NA","306.7601"
"2008","SE",5285,"SE11","NA","507.0646"
"2008","SE",5314,"SE11","NA","985.9122"
"2008","SE",5339,"SE11","NA","956.9118"
"2008","SE",5340,"SE11","NA","519.0916"
"2008","SE",5346,"SE11","NA","344.7379"
"2008","SE",5349,"SE11","NA","921.3204"
"2008","SE",5369,"SE11","NA","387.8425"
"2008","SE",5375,"SE11","NA","1045.605"
"2008","SE",5399,"SE11","NA","347.7541"
"2008","SE",5407,"SE11","NA","306.8735"
"2008","SE",5415,"SE11","NA","347.7541"
"2008","SE",5422,"SE11","NA","480.8154"
"2008","SE",5430,"SE11","NA","1183.241"
"2008","SE",5442,"SE11","NA","920.2803"
"2008","SE",5448,"SE11","NA","429.856"
"2008","SE",5461,"SE11","NA","921.3204"
"2008","SE",5477,"SE11","NA","576.3304"
"2008","SE",5490,"SE11","NA","742.682"
"2008","SE",5495,"SE11","NA","1085.326"
"2008","SE",5511,"SE11","NA","529.8593"
"2008","SE",5513,"SE11","NA","635.9082"
"2008","SE",5522,"SE11","NA","1700.588"
"2008","SE",5534,"SE11","NA","1039.413"
"2008","SE",5548,"SE11","NA","1291.453"
"2008","SE",5551,"SE11","NA","482.8491"
"2008","SE",5560,"SE11","NA","1173.51"
"2008","SE",5571,"SE11","NA","540.206"
"2008","SE",5602,"SE11","NA","488.3157"
"2008","SE",5628,"SE11","NA","396.6378"
"2008","SE",5660,"SE11","NA","538.5034"
"2008","SE",5672,"SE11","NA","865.1737"
"2008","SE",5685,"SE11","NA","352.4006"
"2008","SE",5697,"SE11","NA","538.5034"
"2008","SE",5701,"SE11","NA","1764.827"
"2008","SE",5718,"SE11","NA","500.5781"
"2008","SE",5754,"SE11","NA","500.8137"
"2008","SE",5755,"SE11","NA","519.7065"
"2008","SE",5759,"SE11","NA","635.9082"
"2008","SE",5766,"SE11","NA","216.2934"
"2008","SE",5780,"SE11","NA","470.2299"
"2008","SE",5781,"SE11","NA","519.0916"
"2008","SE",5798,"SE11","NA","567.7565"
"2008","SE",5813,"SE11","NA","347.7541"
"2008","SE",5814,"SE11","NA","1001.627"
"2008","SE",5818,"SE11","NA","865.1737"
"2008","SE",5820,"SE11","NA","300.1887"
"2008","SE",5840,"SE11","NA","920.2803"
"2008","SE",5896,"SE11","NA","500.5781"
"2008","SE",5903,"SE11","NA","387.8425"
"2008","SE",5904,"SE11","NA","280.4741"
"2008","SE",5921,"SE11","NA","538.5034"
"2008","SE",5928,"SE11","NA","470.2299"
"2008","SE",5930,"SE11","NA","460.6602"
"2008","SE",5935,"SE11","NA","1001.156"
"2008","SE",5942,"SE11","NA","775.6851"
"2008","SE",5944,"SE11","NA","510.8034"
"2008","SE",5953,"SE11","NA","1080.412"
"2008","SE",5971,"SE11","NA","448.888"
"2008","SE",5976,"SE11","NA","1059.719"
"2008","SE",5990,"SE11","NA","353.2396"
"2008","SE",6015,"SE11","NA","542.6628"
"2008","SE",6016,"SE11","NA","965.6981"
"2008","SE",6017,"SE11","NA","331.2038"
"2008","SE",6022,"SE11","NA","961.6308"
"2008","SE",6042,"SE11","NA","254.3633"
"2008","SE",6050,"SE11","NA","567.7565"
"2008","SE",6069,"SE11","NA","1039.413"
"2008","SE",6080,"SE11","NA","510.8034"
"2008","SE",6083,"SE11","NA","1187.322"
"2008","SE",6110,"SE11","NA","921.3204"
"2008","SE",6115,"SE11","NA","882.4133"
"2008","SE",6134,"SE11","NA","645.7263"
"2008","SE",6135,"SE11","NA","775.6851"
"2008","SE",6161,"SE11","NA","573.3012"
"2008","SE",6168,"SE11","NA","450.2831"
"2008","SE",6181,"SE11","NA","429.0966"
"2008","SE",6183,"SE11","NA","447.2363"
"2008","SE",6197,"SE11","NA","1300.069"
"2008","SE",6205,"SE11","NA","742.682"
"2008","SE",6211,"SE11","NA","593.6609"
"2008","SE",6226,"SE11","NA","510.8034"
"2008","SE",6234,"SE11","NA","1152.661"
"2008","SE",6236,"SE11","NA","1173.51"
"2008","SE",6237,"SE11","NA","945.66"
"2008","SE",6251,"SE11","NA","875.7096"
"2008","SE",6286,"SE11","NA","488.3157"
"2008","SE",6307,"SE11","NA","356.285"
"2008","SE",6336,"SE11","NA","538.5034"
"2008","SE",6351,"SE11","NA","528.6009"
"2008","SE",6363,"SE11","NA","470.2299"
"2008","SE",6375,"SE11","NA","460.1401"
"2008","SE",6399,"SE11","NA","347.7541"
"2008","SE",6404,"SE11","NA","230.1551"
"2008","SE",6410,"SE11","NA","475.2508"
"2008","SE",6419,"SE11","NA","921.3204"
"2008","SE",6429,"SE11","NA","472.83"
"2008","SE",6445,"SE11","NA","921.3204"
"2008","SE",6448,"SE11","NA","429.856"
"2008","SE",6482,"SE11","NA","1019.022"
"2008","SE",6483,"SE11","NA","1047.653"
"2008","SE",6484,"SE11","NA","432.5868"
"2008","SE",6490,"SE11","NA","932.1548"
"2008","SE",6492,"SE11","NA","573.3012"
"2008","SE",6494,"SE11","NA","1019.022"
"2008","SE",6495,"SE11","NA","486.5772"
"2008","SE",6496,"SE11","NA","523.8263"
"2008","SE",6510,"SE11","NA","430.4842"
"2008","SE",6511,"SE11","NA","371.341"
"2008","SE",6546,"SE11","NA","567.7565"
"2008","SE",6548,"SE11","NA","472.83"
"2008","SE",6553,"SE11","NA","517.1069"
"2008","SE",6554,"SE11","NA","880.4593"
"2008","SE",6558,"SE11","NA","965.6981"
"2008","SE",6576,"SE11","NA","296.9545"
"2008","SE",6587,"SE11","NA","1019.022"
"2008","SE",6599,"SE11","NA","470.2299"
"2008","SE",6616,"SE11","NA","457.4775"
"2008","SE",6625,"SE11","NA","695.5082"
"2008","SE",6674,"SE11","NA","517.1069"
"2008","SE",6695,"SE11","NA","429.0966"
"2008","SE",6723,"SE11","NA","1085.326"
"2008","SE",6742,"SE11","NA","940.4599"
"2008","SE",6786,"SE11","NA","775.6851"
"2008","SE",6810,"SE11","NA","430.4842"
"2008","SE",6814,"SE11","NA","775.6851"
"2008","SE",6824,"SE11","NA","470.2299"
"2008","SE",6852,"SE11","NA","1045.605"
"2008","SE",6864,"SE11","NA","450.2831"
"2008","SE",6889,"SE11","NA","1059.719"
"2008","SE",6897,"SE11","NA","457.4775"
"2008","SE",6930,"SE11","NA","432.5868"
"2008","SE",6931,"SE11","NA","366.8563"
"2008","SE",6933,"SE11","NA","352.4006"
"2008","SE",6938,"SE11","NA","517.1069"
"2008","SE",6944,"SE11","NA","500.5781"
"2008","SE",6945,"SE11","NA","1241.646"
"2008","SE",6946,"SE11","NA","961.6308"
"2008","SE",6959,"SE11","NA","523.8263"
"2008","SE",6979,"SE11","NA","894.4726"
"2008","SE",6989,"SE11","NA","356.285"
"2008","SE",6996,"SE11","NA","510.8034"
"2008","SE",7001,"SE11","NA","509.5109"
"2008","SE",7036,"SE11","NA","976.6314"
"2008","SE",7056,"SE11","NA","523.8263"
"2008","SE",7076,"SE11","NA","447.2363"
"2008","SE",7116,"SE11","NA","775.6851"
