"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2009","SE",2881,615.338078291815,"3",1987,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",288,21,"0","0.819047619","0","0",21
"2009","SE",2901,615.338078291815,"3",1972,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",290,36,"0","0.4781972659","0","0",37
"2009","SE",3091,615.338078291815,"1",1946,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",309,62,"0","1","0","0",63
"2009","SE",3411,615.338078291815,"1",1928,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",341,80,"2","0.7285714286","0","0",80
"2009","SE",3531,615.338078291815,"2",1944,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",353,64,"2","1","0","100",64
"2009","SE",3551,615.338078291815,"2",1945,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",355,63,"0","0.7285714286","0","0",64
"2009","SE",3571,615.338078291815,"2",1955,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",357,53,"0","0.6446170512","0","0",54
"2009","SE",3581,615.338078291815,"2",1980,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",358,28,"2","0.1333333333","0","0",29
"2009","SE",3621,615.338078291815,"1",1940,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",362,68,"0","99","0","0",68
"2009","SE",3911,615.338078291815,"2",1965,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",391,43,"0","1","0","0",43
"2009","SE",3931,615.338078291815,"1",1951,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",393,57,"0","1","0","0",58
"2009","SE",3951,615.338078291815,"3",1977,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",395,31,"0","0.7285714286","0","0",32
"2009","SE",4111,615.338078291815,"3",1977,"2","1","3","3","13","3","NA","30","NA","NA","NA","NA",411,31,"2","1","0","0",32
"2009","SE",4461,615.338078291815,"1",1928,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",446,80,"0","0.7285714286","0","0",80
"2009","SE",4761,615.338078291815,"4",1946,"1","1","4","2","13","3","NA","NA","0","NA","0","NA",476,62,"2","99","0","0",63
"2009","SE",4871,615.338078291815,"3",1978,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",487,30,"0","0.7285714286","0","0",31
"2009","SE",4971,615.338078291815,"3",1988,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",497,20,"0","0.4785714286","0","100",20
"2009","SE",5071,615.338078291815,"4",1972,"1","1","NA","3","13","3","NA","NA","NA","NA","NA","NA",507,36,"0","99","0","100",37
"2009","SE",5081,615.338078291815,"2",1986,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",508,22,"2","99","0","0",23
"2009","SE",5381,615.338078291815,"4",1957,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",538,51,"0","0.5968253968","0","0",52
"2009","SE",5541,615.338078291815,"1",1985,"1","1","NA","2","13","3","NA","30","NA","NA","NA","NA",554,23,"0","99","0","0",24
"2009","SE",5561,615.338078291815,"4",1962,"1","1","2","2","13","3","NA","30","NA","NA","NA","NA",556,46,"0","0.6857142857","0","0",46
"2009","SE",5631,615.338078291815,"1",1945,"1","1","1","2","13","3","NA","NA","0","NA","NA","NA",563,63,"0","99","0","0",64
"2009","SE",5681,615.338078291815,"2",1941,"1","1","4","2","13","3","NA","30","NA","0","NA","NA",568,67,"2","0.6452380952","0","10",68
"2009","SE",5851,615.338078291815,"1",1946,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",585,62,"2","0.5416666667","0","0",63
"2009","SE",5951,615.338078291815,"4",1982,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",595,26,"0","99","0","100",27
"2009","SE",6021,615.338078291815,"4",1978,"1","1","1","2","13","NA","NA","NA","NA","NA","0","NA",602,30,"2","0.7285714286","0","100",30
"2009","SE",6131,615.338078291815,"2",1937,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",613,71,"2","99","0","0",72
"2009","SE",6461,615.338078291815,"3",1982,"2","1","2","3","13","3","NA","NA","NA","NA","NA","NA",646,26,"2","1","0","0",27
"2009","SE",6541,615.338078291815,"1",1961,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",654,47,"0","0.7916666667","0","0",47
"2009","SE",6561,615.338078291815,"1",1937,"1","1","1","3","13","3","NA","30","NA","NA","NA","NA",656,71,"0","99","0","0",72
"2009","SE",6581,615.338078291815,"2",1956,"2","1","1","2","13","3","NA","30","18","NA","NA","NA",658,52,"0","0.4571428571","0","0",53
"2009","SE",6591,615.338078291815,"4",1938,"1","1","1","3","NA","3","NA","NA","0","NA","NA","NA",659,70,"2","1","0","0",71
"2009","SE",6661,615.338078291815,"3",1929,"2","1","2","2","13","3","NA","NA","NA","NA","NA","NA",666,79,"0","99","0","111",80
"2009","SE",6691,615.338078291815,"2",1939,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",669,69,"2","0.6666666667","0","0",69
"2009","SE",6981,615.338078291815,"1",1936,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",698,72,"0","0.6","0","0",72
"2009","SE",7011,615.338078291815,"3",1956,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",701,52,"0","1","0","1",53
"2009","SE",7051,615.338078291815,"4",1987,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",705,21,"1","0.75","0","0",22
"2009","SE",7071,615.338078291815,"1",1942,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",707,66,"0","0.1636036996","0","0",67
"2009","SE",7281,615.338078291815,"3",1931,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",728,77,"2","0.6833333333","0","100",78
"2009","SE",7321,615.338078291815,"3",1948,"1","1","1","2","13","3","15","NA","NA","35","NA","NA",732,60,"0","0.519047619","0","0",61
"2009","SE",8171,615.338078291815,"4",1980,"1","1","NA","2","13","3","NA","30","NA","NA","NA","NA",817,28,"0","1","0","0",29
"2009","SE",8361,615.338078291815,"2",1979,"1","1","3","2","NA","NA","NA","30","NA","NA","NA","NA",836,29,"0","1","0","0",29
"2009","SE",8411,615.338078291815,"2",1982,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",841,26,"0","0.5","0","0",27
"2009","SE",8481,615.338078291815,"4",1980,"1","1","3","3","NA","1","NA","NA","NA","NA","NA","0",848,28,"0","1","0","100",29
"2009","SE",8511,615.338078291815,"2",1987,"1","1","3","2","NA","3","NA","NA","NA","15","NA","NA",851,21,"2","1","0","0",21
"2009","SE",8661,615.338078291815,"4",1929,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",866,79,"0","0.7285714286","0","0",80
"2009","SE",8701,615.338078291815,"3",1982,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",870,26,"0","1","0","100",26
"2009","SE",9101,615.338078291815,"4",1966,"1","1","1","3","13","5","NA","NA","NA","NA","NA","NA",910,42,"2","99","0","0",43
"2009","SE",9331,615.338078291815,"4",1933,"2","1","3","3","13","3","NA","NA","NA","0","NA","NA",933,75,"0","0","0","100",75
"2009","SE",9511,615.338078291815,"2",1980,"1","1","3","2","13","3","NA","NA","NA","0","0","NA",951,28,"0","0.6912010254","0","0",28
"2009","SE",9551,615.338078291815,"1",1979,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",955,29,"0","0.7285714286","0","0",29
"2009","SE",9601,615.338078291815,"1",1947,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",960,61,"2","99","0","0",61
"2009","SE",9661,615.338078291815,"3",1976,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",966,32,"0","1","0","0",33
"2009","SE",9991,615.338078291815,"2",1978,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",999,30,"1","1","0","0",30
"2009","SE",10261,615.338078291815,"4",1956,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1026,52,"2","99","0","0",52
"2009","SE",10631,615.338078291815,"2",1934,"1","1","1","2","13","3","NA","30","NA","NA","NA","0",1063,74,"0","0.7285714286","0","0",75
"2009","SE",10681,615.338078291815,"2",1939,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",1068,69,"0","1","0","0",70
"2009","SE",10741,615.338078291815,"3",1981,"1","1","4","4","NA","3","NA","NA","NA","NA","0","NA",1074,27,"0","1","0","0",28
"2009","SE",10891,615.338078291815,"4",1941,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",1089,67,"0","1","0","0",68
"2009","SE",11271,615.338078291815,"3",1954,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1127,54,"0","1","0","0",55
"2009","SE",11511,615.338078291815,"1",1938,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",1151,70,"0","1","0","0",71
"2009","SE",11521,615.338078291815,"3",1928,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",1152,80,"0","0.25","0","0",80
"2009","SE",11991,615.338078291815,"1",1974,"2","1","1","3","13","NA","NA","NA","NA","NA","0","NA",1199,34,"0","99","0","0",35
"2009","SE",12061,615.338078291815,"2",1945,"1","1","3","4","13","3","NA","NA","NA","0","NA","NA",1206,63,"0","1","0","0",64
"2009","SE",12111,615.338078291815,"1",1957,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",1211,51,"0","1","0","0",52
"2009","SE",12421,615.338078291815,"2",1987,"2","1","2","2","13","3","NA","NA","NA","NA","NA","NA",1242,21,"2","1","0","0",22
"2009","SE",12761,615.338078291815,"4",1979,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1276,29,"2","0.9321428571","0","0",30
"2009","SE",13111,615.338078291815,"4",1945,"1","1","3","2","13","5","NA","NA","NA","NA","NA","NA",1311,63,"0","1","0","0",64
"2009","SE",13221,615.338078291815,"3",1968,"1","1","4","2","13","3","NA","NA","7","30","NA","NA",1322,40,"0","1","0","0",41
"2009","SE",13241,615.338078291815,"2",1934,"2","1","1","2","13","5","15","30","NA","NA","NA","NA",1324,74,"0","99","0","0",75
"2009","SE",13251,615.338078291815,"2",1934,"2","1","3","4","13","3","NA","NA","0","NA","NA","NA",1325,74,"0","1","0","101",74
"2009","SE",13321,615.338078291815,"1",1928,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1332,80,"2","99","0","0",80
"2009","SE",13401,615.338078291815,"1",1962,"1","1","2","4","13","NA","NA","NA","NA","NA","NA","NA",1340,46,"2","99","0","0",47
"2009","SE",13731,615.338078291815,"1",1955,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1373,53,"0","99","0","0",54
"2009","SE",13791,615.338078291815,"2",1966,"2","1","1","3","13","NA","NA","NA","15","NA","NA","NA",1379,42,"0","99","0","100",43
"2009","SE",13821,615.338078291815,"4",1987,"2","1","1","3","13","5","NA","NA","10","NA","NA","0",1382,21,"2","0.8041666667","0","100",21
"2009","SE",13831,615.338078291815,"1",1945,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1383,63,"0","99","0","0",63
"2009","SE",13861,615.338078291815,"4",1962,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",1386,46,"0","0.7063945318","0","0",47
"2009","SE",13881,615.338078291815,"3",1986,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1388,22,"2","1","0","0",23
"2009","SE",13921,615.338078291815,"2",1982,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1392,26,"0","1","0","1",26
"2009","SE",14421,615.338078291815,"2",1947,"1","1","2","2","13","3","NA","NA","NA","NA","NA","NA",1442,61,"1","0.5","0","0",62
"2009","SE",14491,615.338078291815,"4",1944,"2","1","3","2","NA","3","NA","30","NA","NA","NA","NA",1449,64,"0","0.6666666667","0","0",65
"2009","SE",14501,615.338078291815,"2",1928,"2","1","3","2","13","3","NA","NA","0","NA","NA","NA",1450,80,"0","99","0","0",80
"2009","SE",14511,615.338078291815,"1",1979,"2","1","3","3","NA","3","15","NA","NA","NA","NA","NA",1451,29,"0","99","0","100",30
"2009","SE",14711,615.338078291815,"4",1974,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1471,34,"2","0.7285714286","0","100",35
"2009","SE",14761,615.338078291815,"1",1977,"2","1","4","2","NA","3","NA","NA","0","0","0","NA",1476,31,"0","0.6666666667","0","0",32
"2009","SE",14791,615.338078291815,"3",1928,"2","1","4","2","NA","3","NA","NA","NA","0","NA","NA",1479,80,"0","99","0","0",80
"2009","SE",14931,615.338078291815,"1",1961,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1493,47,"0","99","0","0",48
"2009","SE",14971,615.338078291815,"3",1957,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",1497,51,"2","99","0","0",52
"2009","SE",15001,615.338078291815,"4",1928,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1500,80,"0","0.3469899978","0","0",80
"2009","SE",15121,615.338078291815,"2",1974,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1512,34,"2","0.5222384633","0","0",35
"2009","SE",15181,615.338078291815,"4",1948,"2","1","NA","2","13","3","NA","NA","NA","NA","NA","NA",1518,60,"0","1","0","0",61
"2009","SE",15211,615.338078291815,"2",1962,"1","1","3","2","13","NA","NA","30","NA","NA","NA","0",1521,46,"0","0.4571428571","0","0",47
"2009","SE",15231,615.338078291815,"2",1979,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",1523,29,"0","1","0","0",30
"2009","SE",15561,615.338078291815,"3",1948,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",1556,60,"0","1","0","0",60
"2009","SE",15711,615.338078291815,"2",1931,"2","1","4","3","13","3","NA","NA","20","NA","NA","NA",1571,77,"0","1","0","0",78
"2009","SE",15781,615.338078291815,"1",1947,"1","1","2","4","13","3","NA","NA","NA","NA","NA","NA",1578,61,"2","1","0","0",62
"2009","SE",15831,615.338078291815,"3",1976,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",1583,32,"0","99","0","0",33
"2009","SE",15881,615.338078291815,"1",1944,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1588,64,"0","99","0","0",65
"2009","SE",15891,615.338078291815,"1",1945,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",1589,63,"0","0.9444444444","0","0",64
"2009","SE",15941,615.338078291815,"1",1945,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",1594,63,"0","1","0","0",63
"2009","SE",16251,615.338078291815,"2",1972,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",1625,36,"0","0.7285714286","0","0",37
"2009","SE",16501,615.338078291815,"4",1986,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",1650,22,"0","1","0","0",23
"2009","SE",16581,615.338078291815,"2",1976,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","0",1658,32,"0","99","0","0",33
"2009","SE",16691,615.338078291815,"4",1974,"2","1","2","2","13","NA","NA","NA","NA","NA","0","NA",1669,34,"0","0.7383671908","0","0",35
"2009","SE",16741,615.338078291815,"2",1951,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1674,57,"0","0.5","0","0",58
"2009","SE",17171,615.338078291815,"4",1982,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1717,26,"0","99","0","0",26
"2009","SE",17281,615.338078291815,"2",1930,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1728,78,"0","1","0","0",79
"2009","SE",17421,615.338078291815,"2",1928,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",1742,80,"2","1","0","100",80
"2009","SE",17441,615.338078291815,"1",1945,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1744,63,"0","99","0","1",64
"2009","SE",17871,615.338078291815,"3",1979,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1787,29,"0","1","0","0",30
"2009","SE",17881,615.338078291815,"4",1945,"1","1","1","2","NA","NA","NA","30","NA","NA","NA","0",1788,63,"0","0","0","101",64
"2009","SE",17991,615.338078291815,"4",1974,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1799,34,"2","0.5","0","0",34
"2009","SE",18401,615.338078291815,"2",1928,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",1840,80,"0","1","0","0",80
"2009","SE",18571,615.338078291815,"2",1984,"2","1","4","3","13","3","NA","NA","15","0","NA","NA",1857,24,"0","1","1","0",25
"2009","SE",18621,615.338078291815,"3",1944,"2","1","1","4","13","5","NA","NA","NA","NA","NA","NA",1862,64,"0","0.7285714286","0","0",64
"2009","SE",18711,615.338078291815,"1",1974,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1871,34,"0","1","0","0",35
"2009","SE",18831,615.338078291815,"1",1945,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1883,63,"2","0.7285714286","0","101",63
"2009","SE",19481,615.338078291815,"2",1977,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1948,31,"0","0.7285714286","0","100",32
"2009","SE",19671,615.338078291815,"3",1984,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1967,24,"0","0.7075675916","0","0",25
"2009","SE",19771,615.338078291815,"3",1983,"2","1","4","4","13","NA","NA","NA","NA","NA","0","NA",1977,25,"0","1","0","0",26
"2009","SE",19991,615.338078291815,"3",1980,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1999,28,"0","1","0","0",29
"2009","SE",20061,615.338078291815,"3",1928,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2006,80,"2","1","0","0",80
"2009","SE",20171,615.338078291815,"2",1974,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",2017,34,"2","0.7857142857","0","0",35
"2009","SE",20311,615.338078291815,"3",1948,"1","1","4","3","13","NA","NA","NA","NA","NA","0","NA",2031,60,"0","0","0","0",60
"2009","SE",20321,615.338078291815,"2",1966,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",2032,42,"0","1","0","0",42
"2009","SE",20331,615.338078291815,"1",1945,"1","1","1","4","NA","NA","NA","NA","10","NA","0","NA",2033,63,"0","99","0","0",64
"2009","SE",20391,615.338078291815,"2",1987,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2039,21,"0","0","0","0",22
"2009","SE",20491,615.338078291815,"1",1939,"2","1","1","2","13","3","NA","NA","18","NA","NA","NA",2049,69,"0","99","0","0",70
"2009","SE",20571,615.338078291815,"3",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",2057,39,"2","0.7222222222","0","0",40
"2009","SE",20631,615.338078291815,"1",1981,"1","1","1","2","13","3","NA","NA","0","NA","0","NA",2063,27,"2","0.5","0","0",28
"2009","SE",20781,615.338078291815,"2",1984,"2","1","4","2","13","NA","NA","30","NA","NA","NA","NA",2078,24,"2","0.5","0","100",25
"2009","SE",20831,615.338078291815,"3",1955,"1","1","1","4","13","3","NA","NA","NA","0","NA","NA",2083,53,"0","99","0","0",53
"2009","SE",21001,615.338078291815,"1",1983,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",2100,25,"0","0.7285714286","0","0",26
"2009","SE",21031,615.338078291815,"1",1981,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",2103,27,"0","0.5","0","0",28
"2009","SE",21161,615.338078291815,"3",1984,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",2116,24,"0","1","0","0",25
"2009","SE",21201,615.338078291815,"4",1931,"2","1","1","2","13","3","NA","NA","NA","25","NA","NA",2120,77,"0","99","0","0",78
"2009","SE",21431,615.338078291815,"1",1969,"1","1","NA","3","13","3","NA","NA","NA","NA","0","0",2143,39,"0","1","0","100",40
"2009","SE",21561,615.338078291815,"1",1948,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2156,60,"2","1","0","101",61
"2009","SE",21761,615.338078291815,"3",1943,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2176,65,"2","1","0","0",66
"2009","SE",21821,615.338078291815,"1",1941,"1","1","1","2","13","3","NA","NA","0","15","NA","NA",2182,67,"0","1","0","0",68
"2009","SE",21901,615.338078291815,"3",1978,"1","1","3","2","13","NA","NA","NA","0","NA","NA","0",2190,30,"0","99","0","0",30
"2009","SE",22041,615.338078291815,"2",1945,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2204,63,"0","0.2285714286","0","101",64
"2009","SE",22221,615.338078291815,"1",1934,"2","1","2","2","13","3","NA","NA","0","NA","0","0",2222,74,"2","1","0","0",74
"2009","SE",22421,615.338078291815,"2",1928,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",2242,80,"0","99","0","0",80
"2009","SE",22611,615.338078291815,"3",1946,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2261,62,"2","99","0","100",63
"2009","SE",22781,615.338078291815,"4",1945,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2278,63,"2","1","0","0",63
"2009","SE",22981,615.338078291815,"1",1967,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2298,41,"2","0.7777777778","0","0",42
"2009","SE",23071,615.338078291815,"1",1939,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2307,69,"2","99","0","0",70
"2009","SE",23161,615.338078291815,"4",1978,"1","1","4","3","NA","3","NA","NA","NA","0","0","NA",2316,30,"0","0.7285714286","0","0",31
"2009","SE",23261,615.338078291815,"1",1980,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2326,28,"0","0.7285714286","0","0",28
"2009","SE",23271,615.338078291815,"3",1987,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",2327,21,"0","0.5833333333","0","0",22
"2009","SE",23361,615.338078291815,"2",1932,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2336,76,"2","0.5","0","0",76
"2009","SE",23381,615.338078291815,"1",1946,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",2338,62,"2","99","0","100",63
"2009","SE",23461,615.338078291815,"1",1928,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",2346,80,"0","1","0","0",80
"2009","SE",23591,615.338078291815,"1",1969,"2","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",2359,39,"0","99","0","0",39
"2009","SE",23701,615.338078291815,"1",1928,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2370,80,"0","1","0","0",80
"2009","SE",23791,615.338078291815,"2",1990,"1","1","2","2","13","3","NA","NA","NA","NA","NA","NA",2379,18,"0","0.7383671908","0","0",18
"2009","SE",23801,615.338078291815,"1",1948,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2380,60,"2","99","0","100",60
"2009","SE",24221,615.338078291815,"3",1984,"1","1","4","3","13","3","15","NA","0","0","NA","NA",2422,24,"2","0.75","0","0",25
"2009","SE",24311,615.338078291815,"2",1960,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2431,48,"0","0.6944444444","0","0",49
"2009","SE",24371,615.338078291815,"2",1987,"2","1","4","2","13","3","NA","NA","NA","0","0","NA",2437,21,"2","0.4571428571","0","0",21
"2009","SE",24561,615.338078291815,"2",1978,"1","1","4","4","13","NA","NA","NA","NA","0","NA","0",2456,30,"0","99","0","0",31
"2009","SE",24641,615.338078291815,"1",1969,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2464,39,"2","1","0","0",39
"2009","SE",24661,615.338078291815,"3",1982,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","0",2466,26,"0","1","0","0",27
"2009","SE",24731,615.338078291815,"2",1987,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2473,21,"2","0.4571428571","0","0",22
"2009","SE",24831,615.338078291815,"3",1985,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2483,23,"2","99","0","0",23
"2009","SE",24891,615.338078291815,"3",1928,"2","1","1","2","NA","3","NA","NA","NA","NA","0","NA",2489,80,"2","0.4738095238","0","0",80
"2009","SE",24941,615.338078291815,"1",1941,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2494,67,"0","1","0","0",68
