"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2011","SE",3631,679.114906832298,"1",1947,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",64,63,363,"0.4838399003","0","0","0"
"2011","SE",3661,679.114906832298,"1",1944,"2","1","3","2","13","3","NA","NA","NA","15","NA","NA",67,66,366,"1","0","0","0"
"2011","SE",3961,679.114906832298,"4",1981,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",30,29,396,"0.625","0","0","0"
"2011","SE",3981,679.114906832298,"4",1930,"2","1","3","2","13","3","15","NA","NA","NA","NA","NA",80,80,398,"99","2","0","0"
"2011","SE",4001,679.114906832298,"3",1983,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",28,27,400,"0.7285714286","1","0","0"
"2011","SE",4161,679.114906832298,"2",1934,"2","1","4","3","NA","NA","NA","NA","0","NA","NA","NA",77,76,416,"99","0","0","100"
"2011","SE",4511,679.114906832298,"2",1930,"2","1","4","3","NA","5","NA","NA","NA","NA","0","NA",80,80,451,"99","2","0","0"
"2011","SE",4811,679.114906832298,"3",1939,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",72,71,481,"0.875","0","0","0"
"2011","SE",4931,679.114906832298,"2",1942,"2","1","1","2","13","3","NA","30","10","NA","NA","NA",69,68,493,"99","0","1","0"
"2011","SE",5031,679.114906832298,"2",1934,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",77,76,503,"0.75","2","0","0"
"2011","SE",5131,679.114906832298,"4",1930,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",80,80,513,"0.625","0","0","0"
"2011","SE",5141,679.114906832298,"1",1973,"2","1","4","2","13","3","NA","30","0","0","NA","0",37,37,514,"1","0","0","0"
"2011","SE",5621,679.114906832298,"2",1961,"1","1","4","2","13","3","NA","NA","NA","NA","NA","0",50,49,562,"0.561786136","0","0","0"
"2011","SE",5701,679.114906832298,"1",1930,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,570,"0.4166666667","2","0","0"
"2011","SE",5751,679.114906832298,"3",1987,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","0",24,23,575,"1","0","0","0"
"2011","SE",5921,679.114906832298,"3",1985,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",25,25,592,"0.8428571429","1","0","1"
"2011","SE",6021,679.114906832298,"3",1930,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",80,80,602,"1","0","0","0"
"2011","SE",6091,679.114906832298,"2",1973,"2","1","1","4","13","NA","NA","NA","16","NA","0","NA",38,37,609,"1","0","0","0"
"2011","SE",6211,679.114906832298,"1",1957,"1","1","1","3","13","3","NA","NA","10","NA","NA","NA",53,53,621,"1","0","0","0"
"2011","SE",6541,679.114906832298,"2",1959,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",51,51,654,"99","0","0","0"
"2011","SE",6641,679.114906832298,"3",1972,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",38,38,664,"0.9166666667","0","0","0"
"2011","SE",6661,679.114906832298,"3",1973,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",38,37,666,"0.7011904762","0","0","0"
"2011","SE",6671,679.114906832298,"3",1930,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,667,"0.4498855909","2","0","0"
"2011","SE",6741,679.114906832298,"3",1961,"2","1","3","3","NA","3","NA","NA","NA","0","NA","NA",49,49,674,"0.5","0","0","0"
"2011","SE",6771,679.114906832298,"3",1984,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",27,26,677,"99","2","0","0"
"2011","SE",7161,679.114906832298,"2",1950,"1","1","1","4","13","3","NA","NA","NA","0","0","NA",60,60,716,"0.4166666667","0","0","0"
"2011","SE",7371,679.114906832298,"3",1949,"2","1","4","2","NA","3","NA","30","NA","NA","NA","0",61,61,737,"1","0","0","0"
"2011","SE",8271,679.114906832298,"1",1983,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",28,27,827,"1","2","0","0"
"2011","SE",8461,679.114906832298,"2",1964,"1","1","1","2","13","3","NA","NA","0","NA","0","NA",46,46,846,"99","0","0","0"
"2011","SE",8511,679.114906832298,"1",1957,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",54,53,851,"0.7285714286","2","0","0"
"2011","SE",8581,679.114906832298,"1",1939,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",72,71,858,"1","0","0","100"
"2011","SE",8621,679.114906832298,"3",1935,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",76,75,862,"0.0416666667","0","0","0"
"2011","SE",8761,679.114906832298,"4",1930,"2","1","1","4","13","3","15","NA","NA","NA","NA","NA",80,80,876,"0.6666666667","0","0","0"
"2011","SE",8801,679.114906832298,"1",1979,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",32,31,880,"99","0","0","0"
"2011","SE",9211,679.114906832298,"4",1930,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","0",80,80,921,"99","0","0","0"
"2011","SE",9441,679.114906832298,"3",1978,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",32,32,944,"99","2","0","100"
"2011","SE",9621,679.114906832298,"3",1963,"1","1","1","3","13","NA","NA","30","NA","NA","NA","NA",48,47,962,"1","0","0","0"
"2011","SE",9661,679.114906832298,"2",1954,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",57,56,966,"0.6333333333","0","0","0"
"2011","SE",9671,679.114906832298,"3",1934,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",77,76,967,"99","0","0","0"
"2011","SE",9711,679.114906832298,"3",1952,"1","1","1","3","NA","NA","NA","NA","NA","0","NA","0",59,58,971,"0.5690560528","0","0","100"
"2011","SE",10111,679.114906832298,"1",1930,"2","1","3","2","13","3","15","30","NA","NA","NA","NA",80,80,1011,"1","0","0","0"
"2011","SE",10381,679.114906832298,"4",1957,"1","1","1","3","13","NA","NA","30","NA","NA","0","NA",53,53,1038,"0.2285714286","2","0","0"
"2011","SE",10391,679.114906832298,"4",1930,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",80,80,1039,"0.7285714286","0","0","1"
"2011","SE",10761,679.114906832298,"2",1935,"1","1","3","2","NA","NA","NA","NA","NA","NA","0","NA",76,75,1076,"0.4571428571","2","0","0"
"2011","SE",10821,679.114906832298,"2",1934,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",77,76,1082,"0.7285714286","0","0","0"
"2011","SE",10871,679.114906832298,"4",1944,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",67,66,1087,"99","1","0","101"
"2011","SE",11021,679.114906832298,"1",1941,"2","1","4","2","13","3","NA","NA","0","NA","NA","NA",70,69,1102,"1","0","0","0"
"2011","SE",11411,679.114906832298,"3",1934,"2","1","4","4","13","3","NA","NA","0","NA","NA","NA",77,76,1141,"0.7996745686","2","0","0"
"2011","SE",11661,679.114906832298,"3",1986,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25,24,1166,"99","0","0","100"
"2011","SE",12141,679.114906832298,"4",1978,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",33,32,1214,"0.762980829","2","0","0"
"2011","SE",12211,679.114906832298,"1",1987,"1","1","1","2","13","3","NA","NA","NA","NA","0","0",24,23,1221,"1","2","0","0"
"2011","SE",12261,679.114906832298,"1",1956,"2","1","1","3","13","3","NA","NA","NA","0","0","NA",54,54,1226,"1","0","0","0"
"2011","SE",12571,679.114906832298,"2",1938,"1","1","4","2","13","3","NA","NA","NA","NA","NA","0",73,72,1257,"0.9396825397","0","0","0"
"2011","SE",12931,679.114906832298,"3",1958,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",52,52,1293,"0.75","0","0","0"
"2011","SE",13261,679.114906832298,"1",1937,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",73,73,1326,"99","0","0","0"
"2011","SE",13381,679.114906832298,"4",1988,"2","1","3","3","13","3","NA","NA","NA","NA","NA","0",22,22,1338,"0.625","0","0","0"
"2011","SE",13401,679.114906832298,"1",1946,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",65,64,1340,"1","2","0","0"
"2011","SE",13411,679.114906832298,"1",1933,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",78,77,1341,"0.5648854926","2","0","0"
"2011","SE",13481,679.114906832298,"1",1964,"2","1","3","3","13","3","NA","NA","NA","40","NA","0",46,46,1348,"1","0","0","0"
"2011","SE",13571,679.114906832298,"1",1988,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",22,22,1357,"99","0","0","0"
"2011","SE",13891,679.114906832298,"2",1942,"1","1","3","4","13","3","NA","NA","NA","NA","NA","0",68,68,1389,"0.7285714286","0","0","0"
"2011","SE",13951,679.114906832298,"2",1934,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",77,76,1395,"0.5875549381","0","0","100"
"2011","SE",14001,679.114906832298,"3",1966,"1","1","1","2","NA","3","NA","NA","NA","0","NA","8",44,44,1400,"99","0","0","100"
"2011","SE",14031,679.114906832298,"1",1944,"2","1","1","2","13","NA","NA","30","NA","0","0","NA",66,66,1403,"1","2","0","10"
"2011","SE",14681,679.114906832298,"4",1986,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",24,24,1468,"0.2285714286","0","0","0"
"2011","SE",14691,679.114906832298,"4",1930,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",80,80,1469,"0.1623834825","0","0","0"
"2011","SE",14891,679.114906832298,"2",1981,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",29,29,1489,"1","2","0","0"
"2011","SE",14941,679.114906832298,"2",1948,"1","1","4","4","13","3","NA","NA","18","NA","NA","NA",62,62,1494,"1","0","0","100"
"2011","SE",14971,679.114906832298,"1",1931,"2","1","4","4","13","3","NA","30","NA","NA","NA","NA",80,79,1497,"99","0","0","0"
"2011","SE",15151,679.114906832298,"2",1930,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",80,80,1515,"99","2","0","0"
"2011","SE",15191,679.114906832298,"2",1973,"1","1","4","3","13","3","NA","NA","0","0","NA","NA",38,37,1519,"0.7285714286","0","0","101"
"2011","SE",15311,679.114906832298,"4",1973,"2","1","4","3","13","3","NA","NA","NA","0","NA","NA",37,37,1531,"99","0","0","0"
"2011","SE",15361,679.114906832298,"3",1951,"2","1","3","2","13","NA","NA","NA","NA","NA","0","0",60,59,1536,"99","2","0","0"
"2011","SE",15391,679.114906832298,"2",1947,"2","1","4","2","13","3","NA","30","NA","NA","NA","NA",63,63,1539,"0.7285714286","0","0","0"
"2011","SE",15411,679.114906832298,"1",1975,"2","1","3","2","13","NA","NA","NA","0","0","0","NA",35,35,1541,"1","2","0","100"
"2011","SE",15751,679.114906832298,"1",1932,"2","1","4","2","13","3","NA","NA","NA","32","NA","NA",79,78,1575,"0.7285714286","2","0","0"
"2011","SE",15971,679.114906832298,"4",1930,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",80,80,1597,"0.4571428571","2","0","0"
"2011","SE",16031,679.114906832298,"1",1941,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",69,69,1603,"99","0","0","0"
"2011","SE",16071,679.114906832298,"3",1930,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",80,80,1607,"0.6523809524","0","0","0"
"2011","SE",16081,679.114906832298,"3",1984,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26,26,1608,"1","2","0","0"
"2011","SE",16131,679.114906832298,"1",1930,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",80,80,1613,"0","0","0","0"
"2011","SE",16441,679.114906832298,"1",1930,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,1644,"0.4666666667","0","0","0"
"2011","SE",16701,679.114906832298,"3",1958,"2","1","2","2","13","NA","NA","30","NA","NA","NA","0",53,52,1670,"99","0","0","0"
"2011","SE",16791,679.114906832298,"4",1968,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",43,42,1679,"99","2","0","0"
"2011","SE",16891,679.114906832298,"3",1941,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",69,69,1689,"1","0","0","0"
"2011","SE",16941,679.114906832298,"2",1982,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",28,28,1694,"1","0","0","0"
"2011","SE",17381,679.114906832298,"1",1960,"1","1","1","2","13","3","NA","NA","0","NA","0","NA",51,50,1738,"1","0","0","0"
"2011","SE",17491,679.114906832298,"3",1930,"2","1","4","3","13","3","NA","NA","NA","0","NA","NA",80,80,1749,"1","0","0","111"
"2011","SE",17641,679.114906832298,"1",1931,"1","1","4","4","NA","5","NA","NA","NA","NA","0","NA",80,79,1764,"0.4571428571","2","0","0"
"2011","SE",17651,679.114906832298,"4",1951,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",59,59,1765,"0.875","2","0","0"
"2011","SE",18091,679.114906832298,"1",1952,"1","1","3","4","13","NA","NA","NA","0","NA","NA","NA",59,58,1809,"0.4166666667","0","0","0"
"2011","SE",18101,679.114906832298,"1",1938,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",73,72,1810,"99","1","0","0"
"2011","SE",18211,679.114906832298,"3",1936,"2","1","1","4","13","3","NA","30","NA","NA","NA","NA",74,74,1821,"0.4095238095","0","0","0"
"2011","SE",18631,679.114906832298,"1",1934,"2","1","3","2","NA","3","NA","NA","NA","0","NA","NA",77,76,1863,"1","0","0","0"
"2011","SE",18801,679.114906832298,"4",1982,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",28,28,1880,"1","0","0","0"
"2011","SE",18861,679.114906832298,"2",1958,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",53,52,1886,"0.5","0","0","100"
"2011","SE",18931,679.114906832298,"3",1986,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","0",24,24,1893,"99","0","0","0"
"2011","SE",19061,679.114906832298,"3",1930,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",80,80,1906,"0","0","0","0"
"2011","SE",19731,679.114906832298,"4",1957,"2","1","3","2","NA","3","NA","30","NA","NA","NA","NA",54,53,1973,"0.7285714286","0","0","100"
"2011","SE",19901,679.114906832298,"2",1950,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",61,60,1990,"1","0","0","101"
"2011","SE",20011,679.114906832298,"2",1956,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",54,54,2001,"0.5","2","0","0"
"2011","SE",20241,679.114906832298,"2",1968,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",43,42,2024,"0.4571428571","0","0","0"
"2011","SE",20311,679.114906832298,"4",1938,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",73,72,2031,"1","0","0","0"
"2011","SE",20431,679.114906832298,"1",1989,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",21,21,2043,"99","0","0","0"
"2011","SE",20561,679.114906832298,"1",1950,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",61,60,2056,"0.569047619","0","1","100"
"2011","SE",20571,679.114906832298,"4",1958,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",52,52,2057,"1","0","0","0"
"2011","SE",20641,679.114906832298,"3",1960,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",51,50,2064,"99","2","0","0"
"2011","SE",20831,679.114906832298,"2",1987,"1","1","3","4","NA","NA","NA","NA","NA","NA","NA","NA",23,23,2083,"0.5607142857","2","0","0"
"2011","SE",21031,679.114906832298,"2",1943,"2","1","4","2","NA","3","NA","NA","NA","24","0","NA",68,67,2103,"0.0833333333","0","0","0"
"2011","SE",21091,679.114906832298,"1",1947,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",63,63,2109,"0.5","0","0","0"
"2011","SE",21251,679.114906832298,"2",1972,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",38,38,2125,"0.6666666667","0","0","0"
"2011","SE",21421,679.114906832298,"3",1958,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",53,52,2142,"1","0","0","0"
"2011","SE",21471,679.114906832298,"1",1958,"2","1","1","2","13","3","NA","NA","NA","NA","0","0",53,52,2147,"1","0","0","0"
"2011","SE",21701,679.114906832298,"4",1965,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",46,45,2170,"1","2","0","0"
"2011","SE",21831,679.114906832298,"4",1983,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",27,27,2183,"0.9583333333","2","0","0"
"2011","SE",22031,679.114906832298,"1",1930,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2203,"0.6666666667","0","0","0"
"2011","SE",22081,679.114906832298,"4",1968,"1","1","1","2","NA","3","NA","30","NA","NA","NA","NA",42,42,2208,"0.5476190476","2","0","0"
"2011","SE",22161,679.114906832298,"1",1944,"2","1","4","2","NA","3","NA","NA","NA","0","NA","NA",67,66,2216,"99","0","0","0"
"2011","SE",22181,679.114906832298,"4",1989,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",21,21,2218,"0.4571428571","1","0","0"
"2011","SE",22301,679.114906832298,"3",1954,"1","1","2","4","13","3","NA","NA","0","NA","NA","NA",57,56,2230,"1","0","0","101"
"2011","SE",22491,679.114906832298,"3",1958,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",52,52,2249,"0.7285714286","2","0","0"
"2011","SE",22701,679.114906832298,"1",1930,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2270,"0.4571428571","0","0","100"
"2011","SE",22881,679.114906832298,"3",1975,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",35,35,2288,"1","0","1","0"
"2011","SE",23051,679.114906832298,"2",1986,"1","1","1","2","13","3","NA","NA","NA","0","0","0",25,24,2305,"1","0","0","0"
"2011","SE",23251,679.114906832298,"2",1930,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,2325,"1","0","0","0"
"2011","SE",23361,679.114906832298,"4",1951,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",60,59,2336,"1","0","0","0"
"2011","SE",23431,679.114906832298,"3",1933,"2","1","4","4","13","5","NA","NA","NA","15","NA","NA",77,77,2343,"99","0","0","0"
"2011","SE",23551,679.114906832298,"1",1975,"2","1","1","2","13","3","NA","NA","NA","0","0","NA",36,35,2355,"0.895644159","2","0","0"
"2011","SE",23661,679.114906832298,"3",1933,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",78,77,2366,"0.9166666667","0","0","0"
"2011","SE",23741,679.114906832298,"3",1930,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",80,80,2374,"1","0","0","100"
"2011","SE",23991,679.114906832298,"1",1930,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",80,80,2399,"0.7285714286","0","0","0"
"2011","SE",24071,679.114906832298,"4",1961,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",50,49,2407,"0.1904761905","0","0","0"
"2011","SE",24091,679.114906832298,"1",1962,"1","1","1","3","NA","3","NA","30","NA","NA","NA","0",49,48,2409,"0.7285714286","0","0","0"
"2011","SE",24101,679.114906832298,"3",1972,"2","1","4","2","NA","3","NA","NA","40","NA","NA","NA",38,38,2410,"1","0","0","0"
"2011","SE",24511,679.114906832298,"3",1934,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",77,76,2451,"99","0","0","0"
"2011","SE",24601,679.114906832298,"1",1985,"2","1","4","3","NA","3","NA","NA","10","NA","NA","NA",26,25,2460,"1","0","0","0"
"2011","SE",24681,679.114906832298,"3",1947,"2","1","3","2","13","5","NA","NA","NA","NA","NA","0",63,63,2468,"1","0","0","100"
"2011","SE",24851,679.114906832298,"3",1942,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",68,68,2485,"99","2","0","0"
"2011","SE",24951,679.114906832298,"1",1968,"1","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",43,42,2495,"1","0","0","10"
"2011","SE",24961,679.114906832298,"4",1930,"1","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",80,80,2496,"1","0","0","0"
"2011","SE",25041,679.114906832298,"1",1936,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",75,74,2504,"0.8333333333","0","0","0"
"2011","SE",25141,679.114906832298,"2",1943,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",68,67,2514,"99","0","0","0"
"2011","SE",25241,679.114906832298,"4",1955,"2","1","1","2","13","3","NA","30","NA","NA","0","NA",55,55,2524,"0.7285714286","0","0","0"
"2011","SE",25341,679.114906832298,"2",1930,"2","1","1","2","13","NA","15","NA","NA","NA","NA","NA",80,80,2534,"0.4571428571","0","0","0"
"2011","SE",25481,679.114906832298,"2",1963,"1","1","1","2","NA","3","NA","NA","NA","30","NA","NA",48,47,2548,"0.5714285714","0","0","0"
"2011","SE",25531,679.114906832298,"4",1969,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",42,41,2553,"0.875","2","0","0"
"2011","SE",25721,679.114906832298,"2",1987,"1","1","1","4","13","3","NA","NA","NA","NA","NA","0",23,23,2572,"99","0","0","0"
"2011","SE",25911,679.114906832298,"2",1954,"1","1","1","4","13","3","NA","30","NA","NA","NA","NA",57,56,2591,"0.5","0","0","0"
"2011","SE",26121,679.114906832298,"2",1930,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",80,80,2612,"0.4571428571","0","0","100"
"2011","SE",26241,679.114906832298,"2",1944,"2","1","4","3","13","3","NA","NA","NA","40","NA","NA",67,66,2624,"1","0","0","100"
"2011","SE",26601,679.114906832298,"3",1982,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",29,28,2660,"99","1","0","0"
"2011","SE",27291,679.114906832298,"3",1970,"1","1","1","4","13","3","NA","NA","NA","32","NA","NA",40,40,2729,"99","0","0","0"
"2011","SE",27471,679.114906832298,"3",1956,"2","1","3","4","13","3","NA","NA","NA","0","NA","0",55,54,2747,"99","0","0","100"
"2011","SE",27641,679.114906832298,"2",1948,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","0",63,62,2764,"0.762980829","2","0","0"
"2011","SE",27721,679.114906832298,"1",1959,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",51,51,2772,"0.5603584079","0","0","0"
"2011","SE",27731,679.114906832298,"1",1962,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",49,48,2773,"0.762980829","0","0","0"
"2011","SE",27791,679.114906832298,"4",1987,"1","1","1","4","13","3","NA","NA","NA","NA","NA","0",24,23,2779,"99","0","0","0"
"2011","SE",27971,679.114906832298,"4",1988,"2","1","3","2","NA","NA","NA","30","NA","NA","NA","NA",22,22,2797,"1","1","0","0"
"2011","SE",28021,679.114906832298,"4",1988,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",22,22,2802,"99","0","0","0"
"2011","SE",28131,679.114906832298,"1",1953,"1","1","1","2","13","3","15","NA","NA","NA","NA","0",57,57,2813,"1","2","0","0"
"2011","SE",28351,679.114906832298,"2",1982,"2","1","NA","2","NA","3","NA","NA","NA","NA","NA","0",29,28,2835,"1","0","0","0"
"2011","SE",28511,679.114906832298,"1",1979,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",31,31,2851,"0.5","0","0","1"
"2011","SE",28521,679.114906832298,"3",1933,"2","1","2","2","13","3","15","NA","NA","NA","0","NA",78,77,2852,"1","0","0","0"
"2011","SE",28551,679.114906832298,"2",1942,"1","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA",68,68,2855,"99","0","0","0"
