"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010"
"2005","SE",526,"3","2005","50",34702,32603,0,0,,,,,,0,0,0,0,0,337,,0,216,0,1883,"2","2","NA","2","1","1","1","1","1","1","1","5","767.18","1","NA","2","2","2","2","2","1","6","2","1","NA","NA","1145.4","1","1","1",1,,,,,,
"2005","SE",527,"2","2005","60",18071,7040,0,0,,,,,,0,0,0,0,0,444,,0,0,0,11031,"2","2","NA","1","1","1","1","1","3","3","1","6","547.99","3","NA","2","1","2","2","1","1","3","2","2","537.47","NA","437.29","1","1","1",1,,,,,,
"2005","SE",576,"2","2005","50",6018,2100,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3918,"2","2","NA","1","2","1","1","1","1","2","1","4","1205.57","3","NA","2","2","NA","1","1","1","5","2","1","NA","NA","761.81","1","1","1",1,,,,,,
"2005","SE",585,"2","2005","40",20951,20352,0,0,,,,,,0,0,0,0,0,155,,0,103,0,497,"2","2","2","1","1","1","1","1","1","3","1","2","1863.16","2","2","2","2","2","2","4","1","4","2","1","NA","NA","937.72","1","1","1",1,,,,,,
"2005","SE",589,"2","2005","60",20614,14978,0,0,,,,,,0,0,0,0,0,237,,0,724,0,4912,"2","2","2","2","1","2","1","1","1","2","2","3","3287.92","2","NA","2","2","2","2","2","2","4","2","1","740","NA","526.18","1","1","1",1,,,,,,
"2005","SE",607,"4","2005","60",15695,10460,0,0,,,,,,0,0,0,0,0,8,,0,5235,0,0,"2","2","2","1","1","1","1","1","1","3","1","6","1041.18","3","NA","2","2","1","2","4","2","2","2","1","230.15","NA","333.51","1","1","1",1,,,,,,
"2005","SE",617,"4","2005","90",83960,81875,0,0,,,,,,0,0,0,0,0,52,,0,0,0,2085,"NA","2","2","1","1","1","1","1","3","1","2","3","2520.74","3","3","2","2","2","1","3","2","5","2","1","NA","NA","594.46","1","1","1",1,,,,,,
"2005","SE",624,"3","2005","52",15113,4671,0,0,,,,,,0,0,0,10749,0,0,,0,0,0,10441,"2","2","NA","1","1","2","1","1","1","1","1","3","1643.96","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","622.95","1","1","1",1,,,,,,
"2005","SE",636,"2","2005","40",23364,21701,0,0,,,,,,0,0,0,0,0,37,,0,0,0,1662,"2","2","NA","2","1","1","1","1","1","1","1","4","1095.97","3","1","2","2","2","2","1","1","4","2","1","NA","NA","605.09","1","1","1",1,,,,,,
"2005","SE",671,"4","2005","90",74336,56655,0,0,,,,,,0,0,0,0,0,1694,,0,1798,2620,13263,"2","2","NA","1","2","1","1","1","1","1","1","6","1643.96","3","NA","2","2","2","2","4","2","5","2","1","745.26","NA","401.57","1","1","1",1,,,,,,
"2005","SE",680,"3","2005","85",15204,4527,0,0,,,,,,0,0,0,0,0,109,,0,1644,0,9034,"NA","2","2","2","1","2","1","1","1","1","1","4","NA","2","NA","2","1","2","2","1","2","2","1","1","NA","NA","521.9","1","1","1",1,,,,,,
"2005","SE",681,"3","2005","75",95284,87656,0,0,,,,,,0,0,0,0,0,0,,0,0,0,7627,"2","2","2","1","1","NA","1","1","3","1","1","6","NA","3","NA","2","1","2","2","3","2","6","2","1","953.5","NA","976.29","1","1","1",1,,,,,,
"2005","SE",684,"4","2005","85",28330,20673,0,0,,,,,,0,0,0,0,0,141,,0,0,0,7656,"2","2","NA","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","956.13","1","1","1",1,,,,,,
"2005","SE",691,"2","2005","70",30797,26642,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4155,"2","NA","2","1","1","1","1","1","1","1","1","4","1753.56","3","NA","2","2","2","2","4","2","2","2","NA","306.87","NA","498.45","1","1","1",1,,,,,,
"2005","SE",694,"2","2005","50",14086,8294,0,0,,,,,,0,0,0,0,0,80,,0,0,0,5792,"2","2","NA","1","1","1","1","1","1","1","1","6","1643.96","1","NA","2","2","2","2","1","2","4","2","1","801.16","NA","351.59","1","1","1",1,,,,,,
"2005","SE",734,"2","2005","60",23123,17099,0,0,,,,,,0,0,0,0,0,0,,0,467,0,5557,"2","2","2","1","1","2","1","1","1","1","1","6","1643.96","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","737.7","1","1","1",1,,,,,,
"2005","SE",755,"4","2005","60",45886,38684,0,0,,,,,,0,0,0,4007,0,0,,0,0,0,7202,"2","NA","NA","1","1","1","1","1","2","1","1","4","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","401.57","1","1","1",1,,,,,,
"2005","SE",847,"2","2005","90",23736,13947,0,0,,,,,,0,0,0,1476,0,62,,0,0,0,9789,"2","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","1","2","2","2","4","1","6","2","1","739.34","NA","440.03","1","1","1",1,,,,,,
"2005","SE",866,"4","2005","60",25470,25220,0,0,,,,,,0,0,0,29,0,3,,0,29,0,221,"2","2","2","1","1","1","1","1","1","3","1","6","NA","3","NA","2","2","2","2","1","2","3","2","1","267.42","NA","605.96","2","1","1",1,,,,,,
"2005","SE",873,"4","2005","75",14588,12506,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2081,"2","2","2","1","1","1","1","1","1","3","1","3","2739.94","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","768.06","1","1","1",1,,,,,,
"2005","SE",879,"3","2005","60",36814,21573,0,0,,,,,,0,0,0,0,0,0,,0,0,0,15241,"2","2","NA","1","1","1","1","1","1","1","2","3","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","418.55","1","1","1",1,,,,,,
"2005","SE",884,"1","2005","55",5345,-2241,0,0,,,,,,0,0,0,693,0,70,,0,489,1780,5316,"2","2","NA","1","1","1","1","1","3","2","1","4","2211.24","3","3","2","2","2","2","1","1","3","1","1","NA","NA","721.37","1","1","1",1,,,,,,
"2005","SE",897,"4","2005","60",38346,27656,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10690,"2","2","NA","2","1","1","1","1","1","1","1","4","2191.95","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","461.84","1","1","1",1,,,,,,
"2005","SE",902,"2","2005","60",24254,17760,0,0,,,,,,0,0,0,0,0,815,,0,0,0,6494,"2","2","NA","1","1","1","1","1","1","1","1","3","3835.91","NA","NA","2","2","2","2","1","1","4","2","1","NA","NA","962.92","1","1","1",1,,,,,,
"2005","SE",944,"1","2005","60",48755,20623,0,0,,,,,,0,0,0,0,0,17,,0,0,0,28132,"2","2","2","1","1","1","1","3","1","1","1","5","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","NA","788.77","1","1","1",1,,,,,,
"2005","SE",966,"1","2005","45",16911,12735,0,0,,,,,,0,0,0,0,0,15,,0,0,0,4176,"2","2","NA","1","1","1","1","1","1","1","2","2","767.18","1","NA","2","2","2","2","1","2","6","2","1","NA","NA","902.43","1","1","1",1,,,,,,
"2005","SE",986,"2","2005","60",13501,12243,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1258,"2","NA","NA","2","1","1","1","1","1","1","2","1","2520.74","2","3","2","2","1","2","4","1","3","2","1","854.86","NA","652.21","1","1","1",1,,,,,,
"2005","SE",990,"4","2005","90",81008,73179,0,0,,,,,,0,0,0,0,0,25,,0,0,0,7829,"2","1","2","2","1","1","1","1","3","1","1","2","1643.96","1","2","2","2","2","2","1","1","4","2","1","NA","NA","562.23","1","1","1",1,,,,,,
"2005","SE",991,"3","2005","55",32903,25430,0,0,,,,,,0,0,0,0,0,359,,0,0,0,7472,"2","2","2","2","1","1","1","1","1","2","3","2","4383.9","3","3","2","2","2","2","3","1","4","2","1","NA","NA","791.73","1","1","1",1,,,,,,
"2005","SE",995,"1","2005","50",39656,38725,0,0,,,,,,0,0,0,1452,0,0,,0,0,0,932,"2","2","2","2","1","1","1","1","1","1","1","5","1972.75","3","3","2","2","2","2","4","1","3","2","1","NA","NA","476.64","1","1","1",1,,,,,,
"2005","SE",1036,"2","2005","70",47540,37955,0,0,,,,,,0,0,0,4747,0,0,,0,0,0,9585,"2","NA","2","1","1","1","1","1","1","1","1","2","1643.96","2","NA","2","2","2","2","1","1","3","2","1","NA","NA","1061.78","1","1","1",1,,,,,,
"2005","SE",1064,"4","2005","50",8915,8602,0,0,,,,,,0,0,0,0,0,5,,0,0,0,314,"NA","2","NA","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","2","2","1","2","1","2","1","328.79","NA","414.06","1","1","1",1,,,,,,
"2005","SE",1065,"3","2005","45",14992,9583,0,0,,,,,,0,0,0,0,0,215,,0,0,0,5409,"2","2","NA","1","1","2","1","1","1","1","1","6","2739.94","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","418.55","1","1","1",1,,,,,,
"2005","SE",1102,"3","2005","50",26224,13113,0,0,,,,,,0,0,0,0,0,0,,0,0,0,13111,"2","2","2","2","1","1","1","1","1","1","3","6","2191.95","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","737.7","1","1","1",1,,,,,,
"2005","SE",1108,"3","2005","NA",21069,12933,0,0,,,,,,0,0,0,0,0,978,,0,0,0,8136,"2","2","2","1","1","1","1","1","1","1","1","3","876.78","2","1","2","2","2","1","4","2","3","2","1","NA","NA","137","1","1","1",1,,,,,,
"2005","SE",1114,"4","2005","60",10915,3255,0,0,,,,,,0,0,0,0,0,565,,0,0,0,7660,"2","2","2","1","1","1","1","1","1","1","2","6","2739.94","3","NA","2","2","2","2","3","1","3","2","1","NA","NA","470.39","1","1","1",1,,,,,,
"2005","SE",1130,"3","2005","51",97985,81716,0,0,,,,,,0,0,0,0,0,60,,0,0,0,16268,"NA","2","2","1","1","1","1","1","1","1","1","2","2301.55","3","2","2","2","2","2","2","1","6","2","1","NA","NA","597.42","1","1","1",1,,,,,,
"2005","SE",1168,"1","2005","70",26114,15117,0,0,,,,,,0,0,0,0,0,0,,0,5423,0,5575,"2","2","NA","1","1","1","1","1","1","3","1","6","NA","3","NA","2","2","2","2","4","1","6","2","1","1012.35","NA","308.41","1","1","1",1,,,,,,
"2005","SE",1195,"3","2005","60",32574,24447,0,0,,,,,,0,0,0,0,0,618,,0,0,0,8127,"2","2","2","1","1","1","1","1","3","1","1","4","1643.96","NA","NA","2","2","NA","2","1","1","4","2","1","953.5","NA","611.88","1","1","1",1,,,,,,
"2005","SE",1244,"1","2005","NA",2017,1073,0,0,,,,,,0,0,0,0,0,0,,0,943,0,0,"2","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","619.34","1","1","1",1,,,,,,
"2005","SE",1250,"2","2005","60",44744,37956,0,0,,,,,,0,0,0,0,0,145,,0,298,0,6490,"2","1","2","1","1","1","1","3","1","1","1","NA","1315.17","3","3","2","2","2","2","1","2","5","1","1","798.2","NA","479.71","1","1","1",1,,,,,,
"2005","SE",1255,"3","2005","40",24462,23468,0,0,,,,,,0,0,0,1133,0,514,,0,0,0,994,"NA","2","NA","2","1","1","1","1","1","1","1","6","2191.95","2","NA","2","2","2","1","4","2","3","2","1","NA","NA","439.27","1","1","1",1,,,,,,
"2005","SE",1287,"2","2005","80",7457,3449,0,0,,,,,,0,0,0,0,0,74,,0,1850,0,2158,"2","2","2","2","1","1","1","1","2","1","1","4","2520.74","2","2","2","2","2","2","1","1","6","2","1","NA","NA","449.57","1","1","1",1,,,,,,
"2005","SE",1358,"2","2005","60",26429,17670,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8759,"2","2","2","2","1","1","1","1","1","3","1","4","NA","1","NA","2","2","2","2","4","1","5","1","2","657.58","NA","860.45","1","1","1",1,,,,,,
"2005","SE",1371,"4","2005","80",13182,-6418,0,0,,,,,,0,0,0,0,0,0,,0,0,0,19601,"NA","2","2","1","1","1","1","1","1","1","1","3","2191.95","2","NA","2","1","2","2","1","2","4","2","1","679.5","NA","526.94","1","1","1",1,,,,,,
"2005","SE",1373,"4","2005","80",8094,-4724,0,0,,,,,,0,0,0,0,0,123,,0,0,0,12818,"2","2","NA","2","1","2","1","1","3","1","1","4","1315.17","2","NA","2","2","2","2","4","2","2","2","1","362.11","NA","688.05","1","1","1",1,,,,,,
"2005","SE",1374,"2","2005","30",12738,-9362,0,0,,,,,,0,0,0,0,0,0,,0,0,0,22100,"2","2","2","2","1","1","1","1","1","3","1","4","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","489.68","1","1","1",1,,,,,,
"2005","SE",1382,"2","2005","NA",16286,11999,0,0,,,,,,0,0,0,0,0,973,,0,0,0,4288,"2","2","2","2","1","2","1","1","1","1","1","6","NA","1","NA","2","2","2","2","4","2","5","2","1","913.28","NA","863.96","1","1","1",1,,,,,,
"2005","SE",1392,"3","2005","60",46786,24883,0,0,,,,,,0,0,0,0,0,0,,0,0,0,21903,"2","2","NA","1","1","2","1","3","1","1","1","5","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","492.64","1","1","1",1,,,,,,
"2005","SE",1422,"1","2005","62",23653,19052,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4600,"2","NA","NA","1","1","1","1","1","1","1","1","3","1643.96","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","789.98","1","1","1",1,,,,,,
"2005","SE",1428,"2","2005","60",31960,22804,0,0,,,,,,0,0,0,0,0,172,,0,2097,0,7058,"2","2","2","2","1","1","1","1","1","1","3","3","1534.36","2","3","2","2","2","2","1","2","4","2","1","267.86","NA","316.52","1","1","1",1,,,,,,
"2005","SE",1434,"4","2005","70",24404,17658,0,0,,,,,,0,0,0,0,0,0,,0,693,0,6052,"2","2","NA","1","1","1","1","1","1","1","1","3","NA","1","NA","2","2","2","2","4","1","6","2","1","NA","NA","1089.51","1","1","1",1,,,,,,
"2005","SE",1437,"1","2005","90",119142,115783,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3359,"2","2","NA","1","1","1","1","1","1","NA","3","5","1643.96","3","1","2","2","2","2","4","2","5","2","1","NA","NA","679.28","1","1","1",1,,,,,,
"2005","SE",1504,"4","2005","65",18090,15964,0,0,,,,,,0,0,0,0,0,1368,,0,0,0,2127,"2","2","NA","2","1","1","1","1","2","1","1","2","1643.96","2","NA","2","2","2","2","4","1","4","2","1","668.54","NA","1288.54","1","1","1",1,,,,,,
"2005","SE",1526,"3","2005","60",23128,2033,0,0,,,,,,0,0,0,0,0,43,,0,0,0,21094,"2","2","1","2","1","1","1","1","1","1","1","6","1753.56","2","3","1","2","2","2","1","1","3","1","1","NA","NA","760.39","1","1","1",1,,,,,,
"2005","SE",1531,"1","2005","60",24510,9811,0,0,,,,,,0,0,0,0,0,13,,0,0,0,14699,"2","2","NA","2","1","1","1","1","3","3","1","4","1424.77","3","NA","2","2","2","2","2","1","5","2","1","NA","NA","412.31","1","1","1",1,,,,,,
"2005","SE",1533,"4","2005","45",51127,-19627,611,611,,,,,,611,0,0,0,0,0,,0,32655,0,38099,"NA","2","NA","1","1","1","1","1","1","1","3","4","876.78","3","3","2","2","1","2","4","1","3","2","1","NA","NA","489.02","1","1","1",1,,,,,,
"2005","SE",1553,"3","2005","70",15461,11382,0,0,,,,,,0,0,0,2736,0,0,,0,0,0,4078,"2","2","NA","1","1","1","1","1","1","1","1","6","438.39","3","2","2","1","2","1","4","1","6","2","1","679.5","NA","424.36","1","1","1",1,,,,,,
"2005","SE",1557,"4","2005","60",17494,15041,0,0,,,,,,0,0,0,0,0,18,,0,309,0,2144,"2","NA","NA","2","1","1","1","1","1","1","1","3","2191.95","1","NA","2","2","2","2","4","1","5","2","1","NA","NA","608.27","1","1","1",1,,,,,,
"2005","SE",1570,"3","2005","NA",76532,76295,0,0,,,,,,0,12887,0,0,0,30,,0,0,0,237,"2","2","NA","1","1","1","1","1","3","1","1","4","2191.95","3","NA","2","2","2","2","1","1","3","NA","1","602.79","NA","351.59","1","1","1",1,,,,,,
"2005","SE",1572,"4","2005","60",13451,12336,0,0,,,,,,0,0,0,0,0,0,,0,5,0,1111,"2","2","NA","1","1","1","1","1","3","1","1","6","3287.92","3","1","2","2","2","2","1","1","5","2","1","394.55","NA","338.44","1","1","1",1,,,,,,
"2005","SE",1578,"4","2005","55",32729,24676,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8054,"2","NA","NA","1","1","1","1","1","1","1","2","3","2191.95","1","NA","2","2","2","2","1","1","4","2","1","NA","NA","492.64","1","1","1",1,,,,,,
"2005","SE",1579,"4","2005","75",27015,22550,0,0,,,,,,0,0,0,0,0,272,,0,0,0,4465,"2","2","2","1","1","1","1","1","1","1","1","5","2191.95","3","3","2","2","2","2","3","2","4","2","1","NA","NA","577.25","1","1","1",1,,,,,,
"2005","SE",1613,"2","2005","60",7925,6847,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1077,"2","2","2","NA","1","2","1","1","1","3","1","3","821.98","3","NA","2","1","2","2","1","2","2","2","1","NA","NA","837.65","1","1","1",1,,,,,,
"2005","SE",1635,"3","2005","50",3535,-75,0,0,,,,,,0,0,0,1249,0,0,,0,0,0,3610,"2","2","2","2","1","1","1","1","1","1","1","1","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","476.64","1","1","1",1,,,,,,
"2005","SE",1643,"3","2005","60",29486,13954,0,0,,,,,,0,0,0,0,0,0,,0,0,0,15532,"NA","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","1","1","1","6","1","1","1589.16","NA","1619.63","1","1","1",1,,,,,,
"2005","SE",1645,"2","2005","30",16338,10237,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6101,"2","2","NA","1","1","1","1","1","1","1","1","3","1753.56","2","NA","2","2","2","2","3","1","2","2","1","449.35","NA","368.47","1","1","1",1,,,,,,
"2005","SE",1646,"1","2005","90",20819,8540,0,0,,,,,,0,0,0,0,0,220,,0,0,0,12279,"2","2","2","1","1","1","1","1","1","1","2","5","2739.94","2","NA","2","1","2","2","1","1","6","2","1","NA","NA","788.44","1","1","1",1,,,,,,
