"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2005","SE",2991,746.788990825688,"3",1929,"2","1","1","3","13","1","NA","NA","NA","NA","0","NA",299,75,76
"2005","SE",3211,746.788990825688,"2",1945,"1","1","2","2","NA","1","NA","NA","NA","NA","NA","NA",321,59,60
"2005","SE",3541,746.788990825688,"3",1924,"2","1","4","3","NA","1","NA","NA","NA","NA","NA","NA",354,80,80
"2005","SE",3671,746.788990825688,"3",1931,"2","1","1","2","13","3","NA","NA","0","NA","NA","0",367,73,74
"2005","SE",3691,746.788990825688,"3",1932,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",369,72,73
"2005","SE",3721,746.788990825688,"3",1924,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",372,80,80
"2005","SE",3751,746.788990825688,"4",1984,"2","1","1","4","13","1","NA","NA","NA","NA","NA","0",375,20,21
"2005","SE",4061,746.788990825688,"3",1968,"2","1","1","2","13","5","NA","NA","NA","NA","0","NA",406,36,37
"2005","SE",4081,746.788990825688,"3",1924,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",408,80,80
"2005","SE",4101,746.788990825688,"2",1924,"2","1","1","2","13","1","NA","NA","NA","NA","NA","0",410,80,80
"2005","SE",4621,746.788990825688,"2",1924,"2","1","1","4","NA","NA","NA","30","NA","NA","NA","NA",462,80,80
"2005","SE",4931,746.788990825688,"3",1936,"2","1","3","4","13","1","NA","30","10","NA","NA","NA",493,68,69
"2005","SE",5051,746.788990825688,"4",1947,"1","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA",505,57,58
"2005","SE",5161,746.788990825688,"3",1935,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",516,69,69
"2005","SE",5261,746.788990825688,"4",1970,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",526,34,35
"2005","SE",5271,746.788990825688,"4",1980,"1","1","1","3","13","NA","0","NA","0","NA","NA","NA",527,24,25
"2005","SE",5761,746.788990825688,"3",1973,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",576,31,32
"2005","SE",5851,746.788990825688,"1",1948,"1","1","3","2","13","NA","NA","NA","0","NA","NA","NA",585,56,56
"2005","SE",5891,746.788990825688,"2",1956,"2","1","4","2","13","3","NA","NA","5","NA","NA","NA",589,48,49
"2005","SE",6071,746.788990825688,"1",1924,"2","1","4","4","NA","1","NA","NA","NA","NA","0","0",607,80,80
"2005","SE",6171,746.788990825688,"2",1948,"1","1","4","2","13","1","NA","NA","NA","NA","NA","NA",617,56,57
"2005","SE",6241,746.788990825688,"3",1938,"2","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA",624,66,66
"2005","SE",6361,746.788990825688,"1",1976,"2","1","1","4","13","1","NA","NA","NA","NA","NA","0",636,28,29
"2005","SE",6711,746.788990825688,"1",1942,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",671,62,63
"2005","SE",6801,746.788990825688,"3",1924,"2","1","4","3","NA","NA","NA","NA","NA","NA","NA","NA",680,80,80
"2005","SE",6811,746.788990825688,"4",1937,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",681,67,68
"2005","SE",6841,746.788990825688,"1",1973,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",684,31,32
"2005","SE",6911,746.788990825688,"3",1924,"1","1","4","2","13","NA","NA","NA","NA","NA","0","0",691,80,80
"2005","SE",6941,746.788990825688,"4",1924,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",694,80,80
"2005","SE",7341,746.788990825688,"3",1939,"2","1","1","2","13","1","NA","NA","NA","NA","NA","0",734,65,66
"2005","SE",7551,746.788990825688,"4",1955,"2","1","3","3","13","NA","NA","NA","9","NA","NA","NA",755,49,50
"2005","SE",8471,746.788990825688,"2",1929,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",847,75,75
"2005","SE",8661,746.788990825688,"1",1970,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",866,34,35
"2005","SE",8731,746.788990825688,"2",1978,"1","1","4","3","13","1","NA","NA","NA","NA","NA","NA",873,26,26
"2005","SE",8791,746.788990825688,"1",1956,"1","1","NA","3","NA","5","NA","NA","NA","0","NA","NA",879,48,49
"2005","SE",8841,746.788990825688,"4",1977,"2","1","1","3","13","3","NA","NA","0","NA","0","NA",884,27,28
"2005","SE",8971,746.788990825688,"4",1973,"2","1","3","4","13","NA","NA","NA","NA","0","NA","0",897,31,32
"2005","SE",9021,746.788990825688,"2",1943,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",902,61,61
"2005","SE",9441,746.788990825688,"2",1963,"2","1","3","3","13","1","NA","30","NA","0","NA","NA",944,41,42
"2005","SE",9661,746.788990825688,"4",1933,"1","1","3","3","13","5","NA","NA","NA","NA","NA","NA",966,71,72
"2005","SE",9861,746.788990825688,"2",1955,"1","1","3","2","13","3","NA","NA","NA","NA","NA","0",986,49,50
"2005","SE",9901,746.788990825688,"2",1954,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",990,50,50
"2005","SE",9911,746.788990825688,"2",1960,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",991,44,45
"2005","SE",9951,746.788990825688,"2",1972,"2","1","1","4","13","1","NA","NA","NA","NA","NA","NA",995,32,32
"2005","SE",10361,746.788990825688,"2",1955,"1","1","4","3","13","1","NA","NA","NA","NA","NA","NA",1036,49,50
"2005","SE",10641,746.788990825688,"2",1983,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",1064,21,22
"2005","SE",10651,746.788990825688,"1",1926,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1065,78,78
"2005","SE",11021,746.788990825688,"2",1977,"2","1","1","4","NA","5","NA","NA","NA","NA","NA","NA",1102,27,27
"2005","SE",11081,746.788990825688,"2",1970,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1108,34,35
"2005","SE",11141,746.788990825688,"1",1970,"1","1","3","2","13","1","NA","NA","15","NA","NA","NA",1114,34,35
"2005","SE",11301,746.788990825688,"3",1947,"1","1","2","3","13","NA","NA","NA","NA","NA","NA","NA",1130,57,58
"2005","SE",11681,746.788990825688,"3",1947,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1168,57,57
"2005","SE",11951,746.788990825688,"3",1962,"2","1","1","3","NA","1","NA","NA","NA","NA","NA","0",1195,42,43
"2005","SE",12441,746.788990825688,"1",1977,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1244,27,28
"2005","SE",12501,746.788990825688,"1",1973,"2","1","2","3","13","1","NA","NA","NA","NA","0","NA",1250,31,32
"2005","SE",12551,746.788990825688,"3",1938,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1255,66,67
"2005","SE",12871,746.788990825688,"1",1933,"1","1","1","3","13","1","NA","NA","NA","NA","NA","NA",1287,71,72
"2005","SE",13581,746.788990825688,"3",1939,"1","1","4","4","13","1","NA","NA","NA","NA","NA","NA",1358,65,65
"2005","SE",13711,746.788990825688,"4",1949,"2","1","3","4","13","3","NA","NA","NA","NA","NA","0",1371,55,55
"2005","SE",13731,746.788990825688,"4",1981,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",1373,23,24
"2005","SE",13741,746.788990825688,"3",1964,"2","1","1","2","13","1","NA","NA","NA","NA","NA","0",1374,40,41
"2005","SE",13821,746.788990825688,"4",1943,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","0",1382,61,62
"2005","SE",13921,746.788990825688,"2",1943,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1392,61,61
"2005","SE",14221,746.788990825688,"4",1924,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1422,80,80
"2005","SE",14281,746.788990825688,"3",1947,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1428,57,57
"2005","SE",14341,746.788990825688,"3",1969,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",1434,35,35
"2005","SE",14371,746.788990825688,"4",1964,"1","1","4","3","13","3","NA","NA","0","NA","NA","0",1437,40,40
"2005","SE",15041,746.788990825688,"1",1924,"1","1","1","2","NA","1","NA","NA","0","NA","NA","0",1504,80,80
"2005","SE",15261,746.788990825688,"4",1939,"2","1","3","3","NA","3","NA","NA","NA","NA","0","NA",1526,65,66
"2005","SE",15311,746.788990825688,"4",1927,"2","1","1","2","13","1","NA","NA","NA","0","NA","NA",1531,77,77
"2005","SE",15331,746.788990825688,"3",1950,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",1533,54,55
"2005","SE",15531,746.788990825688,"3",1924,"2","1","1","3","NA","1","NA","NA","NA","0","NA","NA",1553,80,80
"2005","SE",15571,746.788990825688,"2",1924,"1","1","4","4","NA","3","NA","NA","NA","NA","0","NA",1557,80,80
"2005","SE",15701,746.788990825688,"1",1967,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1570,37,38
"2005","SE",15721,746.788990825688,"2",1978,"1","1","4","3","13","NA","NA","NA","NA","NA","0","NA",1572,26,27
"2005","SE",15781,746.788990825688,"1",1924,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",1578,80,80
"2005","SE",15791,746.788990825688,"4",1964,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",1579,40,40
"2005","SE",16131,746.788990825688,"3",1924,"2","1","1","3","13","NA","NA","NA","0","NA","NA","NA",1613,80,80
"2005","SE",16351,746.788990825688,"2",1986,"2","1","1","3","13","1","NA","NA","NA","NA","NA","0",1635,18,19
"2005","SE",16431,746.788990825688,"3",1936,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",1643,68,69
"2005","SE",16451,746.788990825688,"1",1924,"2","1","4","3","NA","3","NA","NA","15","NA","NA","NA",1645,80,80
"2005","SE",16461,746.788990825688,"1",1976,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",1646,28,29
"2005","SE",16531,746.788990825688,"3",1935,"2","1","1","2","13","1","NA","NA","NA","NA","NA","0",1653,69,70
"2005","SE",16831,746.788990825688,"2",1950,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1683,54,55
"2005","SE",17101,746.788990825688,"1",1934,"1","1","4","3","NA","NA","NA","NA","NA","35","0","NA",1710,70,70
"2005","SE",17211,746.788990825688,"4",1936,"1","1","4","2","NA","3","NA","NA","NA","NA","0","0",1721,68,69
"2005","SE",17311,746.788990825688,"3",1964,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","0",1731,40,41
"2005","SE",17341,746.788990825688,"3",1947,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",1734,57,57
"2005","SE",17801,746.788990825688,"2",1965,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1780,39,39
"2005","SE",17921,746.788990825688,"1",1982,"2","1","1","3","13","3","NA","NA","10","NA","NA","NA",1792,22,23
"2005","SE",18071,746.788990825688,"3",1979,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",1807,25,26
"2005","SE",18081,746.788990825688,"3",1927,"2","1","4","3","NA","1","NA","0","NA","NA","NA","NA",1808,77,78
"2005","SE",18531,746.788990825688,"1",1980,"1","1","1","3","13","1","NA","NA","NA","NA","0","0",1853,24,24
"2005","SE",18561,746.788990825688,"3",1928,"2","1","1","2","NA","3","NA","NA","NA","NA","0","NA",1856,76,77
"2005","SE",19101,746.788990825688,"4",1937,"1","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",1910,67,68
"2005","SE",19271,746.788990825688,"4",1924,"2","1","1","2","13","3","NA","NA","NA","0","0","NA",1927,80,80
"2005","SE",19341,746.788990825688,"2",1924,"2","1","1","4","13","1","NA","NA","NA","NA","NA","NA",1934,80,80
"2005","SE",19381,746.788990825688,"4",1946,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",1938,58,58
"2005","SE",19551,746.788990825688,"4",1948,"1","1","3","2","13","3","NA","NA","0","NA","NA","NA",1955,56,57
"2005","SE",20381,746.788990825688,"2",1974,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",2038,30,31
"2005","SE",20491,746.788990825688,"1",1980,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",2049,24,24
"2005","SE",20751,746.788990825688,"1",1954,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2075,50,50
"2005","SE",20831,746.788990825688,"4",1924,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",2083,80,80
"2005","SE",20951,746.788990825688,"3",1983,"1","1","1","4","13","3","NA","NA","NA","30","NA","0",2095,21,22
"2005","SE",21061,746.788990825688,"4",1968,"1","1","1","2","13","NA","NA","NA","NA","NA","0","NA",2106,36,37
"2005","SE",21071,746.788990825688,"4",1938,"1","1","3","3","NA","NA","NA","NA","NA","0","0","NA",2107,66,67
"2005","SE",21161,746.788990825688,"1",1977,"2","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",2116,27,28
"2005","SE",21561,746.788990825688,"2",1981,"2","1","3","2","13","1","NA","NA","NA","NA","NA","NA",2156,23,24
"2005","SE",21621,746.788990825688,"1",1928,"1","1","1","4","13","1","NA","NA","NA","NA","NA","NA",2162,76,77
"2005","SE",21771,746.788990825688,"4",1975,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",2177,29,30
"2005","SE",21931,746.788990825688,"1",1936,"2","1","4","3","13","3","NA","NA","NA","0","NA","NA",2193,68,69
"2005","SE",22011,746.788990825688,"2",1926,"2","1","3","3","13","1","NA","30","NA","NA","NA","NA",2201,78,79
"2005","SE",22251,746.788990825688,"1",1924,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",2225,80,80
"2005","SE",22391,746.788990825688,"4",1965,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2239,39,40
"2005","SE",22581,746.788990825688,"2",1924,"1","1","1","2","13","5","NA","NA","NA","15","NA","0",2258,80,80
"2005","SE",22611,746.788990825688,"1",1982,"2","1","4","4","13","1","NA","NA","NA","NA","NA","NA",2261,22,23
"2005","SE",22701,746.788990825688,"2",1926,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2270,78,78
"2005","SE",22831,746.788990825688,"2",1974,"2","1","4","3","13","NA","NA","NA","NA","0","NA","NA",2283,30,31
"2005","SE",23041,746.788990825688,"2",1924,"2","1","1","2","13","5","NA","NA","NA","NA","NA","NA",2304,80,80
"2005","SE",23431,746.788990825688,"2",1946,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",2343,58,59
"2005","SE",23591,746.788990825688,"3",1986,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",2359,18,19
"2005","SE",23811,746.788990825688,"1",1969,"1","1","1","2","NA","3","NA","NA","NA","40","NA","NA",2381,35,36
"2005","SE",23991,746.788990825688,"4",1973,"2","1","4","3","13","1","NA","NA","NA","NA","NA","NA",2399,31,31
"2005","SE",24121,746.788990825688,"1",1960,"1","1","4","2","NA","3","NA","NA","0","NA","NA","NA",2412,44,45
"2005","SE",24141,746.788990825688,"4",1972,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",2414,32,32
"2005","SE",24251,746.788990825688,"4",1931,"2","1","1","2","13","NA","NA","NA","NA","0","NA","0",2425,73,74
"2005","SE",24311,746.788990825688,"3",1936,"2","1","3","4","13","1","NA","NA","NA","NA","NA","NA",2431,68,68
"2005","SE",24581,746.788990825688,"1",1939,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",2458,65,65
"2005","SE",24641,746.788990825688,"1",1970,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2464,34,35
"2005","SE",24671,746.788990825688,"4",1981,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",2467,23,24
"2005","SE",24711,746.788990825688,"1",1982,"1","1","4","4","13","1","NA","30","NA","0","NA","NA",2471,22,22
"2005","SE",25111,746.788990825688,"4",1965,"2","1","3","3","13","1","NA","NA","NA","NA","NA","NA",2511,39,40
"2005","SE",25201,746.788990825688,"4",1936,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",2520,68,68
"2005","SE",25301,746.788990825688,"2",1973,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2530,31,32
"2005","SE",25461,746.788990825688,"4",1950,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",2546,54,54
"2005","SE",25571,746.788990825688,"4",1952,"1","1","1","3","13","1","30","NA","NA","NA","NA","NA",2557,52,53
"2005","SE",25671,746.788990825688,"2",1977,"1","1","4","3","13","3","NA","NA","NA","0","NA","NA",2567,27,28
"2005","SE",25781,746.788990825688,"3",1949,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",2578,55,55
"2005","SE",25871,746.788990825688,"2",1955,"2","1","3","3","13","1","NA","NA","NA","NA","NA","0",2587,49,50
"2005","SE",26091,746.788990825688,"1",1969,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",2609,35,36
"2005","SE",26141,746.788990825688,"4",1927,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",2614,77,78
"2005","SE",26361,746.788990825688,"4",1981,"1","1","1","4","13","3","NA","NA","NA","0","NA","NA",2636,23,23
"2005","SE",26551,746.788990825688,"2",1924,"2","1","1","2","13","NA","0","NA","NA","NA","NA","NA",2655,80,80
"2005","SE",26781,746.788990825688,"2",1954,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","0",2678,50,50
"2005","SE",26861,746.788990825688,"4",1973,"2","1","3","3","13","1","NA","NA","NA","NA","NA","NA",2686,31,32
"2005","SE",27261,746.788990825688,"4",1968,"1","1","1","2","13","1","NA","NA","NA","NA","NA","0",2726,36,36
"2005","SE",27271,746.788990825688,"2",1955,"2","1","1","3","13","1","NA","NA","0","NA","NA","NA",2727,49,50
"2005","SE",27931,746.788990825688,"4",1982,"2","1","3","2","13","1","NA","NA","0","NA","NA","0",2793,22,22
"2005","SE",28131,746.788990825688,"4",1945,"1","1","4","4","13","1","NA","NA","NA","NA","NA","NA",2813,59,60
"2005","SE",28321,746.788990825688,"4",1935,"2","1","4","4","13","1","NA","NA","NA","NA","NA","NA",2832,69,69
"2005","SE",28401,746.788990825688,"1",1924,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",2840,80,80
"2005","SE",28481,746.788990825688,"3",1927,"2","1","4","4","13","1","NA","NA","NA","30","NA","NA",2848,77,78
"2005","SE",28641,746.788990825688,"1",1973,"1","1","3","4","13","3","NA","NA","NA","NA","NA","0",2864,31,32
"2005","SE",28841,746.788990825688,"3",1948,"2","1","2","4","NA","NA","NA","NA","NA","NA","NA","0",2884,56,56
"2005","SE",29061,746.788990825688,"1",1924,"1","1","1","3","13","1","NA","NA","NA","NA","NA","NA",2906,80,80
"2005","SE",29201,746.788990825688,"1",1947,"1","1","1","2","13","1","NA","NA","NA","0","NA","NA",2920,57,57
"2005","SE",29211,746.788990825688,"2",1924,"2","1","1","3","13","1","NA","NA","NA","NA","0","NA",2921,80,80
"2005","SE",29231,746.788990825688,"4",1929,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2923,75,76
"2005","SE",29351,746.788990825688,"3",1960,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",2935,44,45
"2005","SE",29561,746.788990825688,"4",1928,"2","1","2","2","NA","1","NA","NA","NA","NA","0","NA",2956,76,77
"2005","SE",29851,746.788990825688,"2",1924,"2","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",2985,80,80
"2005","SE",29951,746.788990825688,"1",1929,"2","1","3","2","13","1","NA","NA","NA","NA","NA","NA",2995,75,76
"2005","SE",30061,746.788990825688,"2",1976,"2","1","1","2","13","1","30","NA","NA","NA","NA","NA",3006,28,29
"2005","SE",30091,746.788990825688,"2",1970,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",3009,34,35
"2005","SE",30311,746.788990825688,"1",1946,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","0",3031,58,58
"2005","SE",30341,746.788990825688,"3",1946,"1","1","1","3","NA","1","NA","NA","0","NA","NA","NA",3034,58,59
"2005","SE",30441,746.788990825688,"1",1930,"2","1","1","2","13","NA","NA","NA","0","NA","NA","NA",3044,74,75
"2005","SE",30511,746.788990825688,"1",1934,"2","1","4","2","NA","1","NA","NA","NA","NA","NA","NA",3051,70,71
"2005","SE",30621,746.788990825688,"2",1981,"2","1","1","3","13","1","0","NA","NA","40","NA","NA",3062,23,23
"2005","SE",30681,746.788990825688,"3",1941,"2","1","1","3","NA","1","NA","NA","NA","NA","NA","0",3068,63,64
"2005","SE",30791,746.788990825688,"2",1980,"1","1","4","2","13","1","NA","NA","15","NA","NA","NA",3079,24,25
"2005","SE",30801,746.788990825688,"4",1950,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","0",3080,54,55
"2005","SE",30901,746.788990825688,"1",1983,"1","1","4","2","13","NA","NA","NA","NA","40","NA","0",3090,21,21
"2005","SE",30911,746.788990825688,"4",1969,"1","1","1","2","13","3","NA","NA","0","NA","0","NA",3091,35,36
"2005","SE",31201,746.788990825688,"4",1924,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",3120,80,80
"2005","SE",31241,746.788990825688,"1",1946,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",3124,58,58
"2005","SE",31351,746.788990825688,"4",1975,"1","1","1","4","13","NA","NA","NA","NA","NA","0","NA",3135,29,30
"2005","SE",31431,746.788990825688,"4",1981,"2","1","1","2","13","1","NA","30","NA","NA","0","NA",3143,23,23
"2005","SE",31441,746.788990825688,"1",1932,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",3144,72,72
"2005","SE",31571,746.788990825688,"1",1935,"2","1","4","2","13","3","NA","NA","0","NA","NA","0",3157,69,69
"2005","SE",31891,746.788990825688,"1",1974,"1","1","4","2","13","1","NA","30","NA","40","NA","NA",3189,30,31
"2005","SE",32001,746.788990825688,"2",1954,"1","1","3","3","13","1","NA","NA","NA","NA","NA","NA",3200,50,51
"2005","SE",32061,746.788990825688,"1",1929,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",3206,75,75
"2005","SE",32281,746.788990825688,"2",1933,"1","1","4","2","13","1","NA","NA","NA","NA","NA","NA",3228,71,71
"2005","SE",32351,746.788990825688,"2",1936,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",3235,68,68
"2005","SE",32631,746.788990825688,"1",1940,"2","1","3","3","13","1","NA","NA","NA","NA","0","NA",3263,64,64
"2005","SE",32681,746.788990825688,"3",1924,"2","1","1","4","NA","1","NA","NA","NA","0","NA","NA",3268,80,80
"2005","SE",32721,746.788990825688,"1",1980,"1","1","3","4","13","NA","NA","30","NA","NA","NA","NA",3272,24,24
"2005","SE",32851,746.788990825688,"4",1979,"1","1","1","3","13","1","NA","NA","NA","NA","NA","NA",3285,25,25
"2005","SE",32911,746.788990825688,"3",1953,"2","1","1","4","NA","5","NA","NA","NA","NA","NA","NA",3291,51,51
"2005","SE",32931,746.788990825688,"1",1933,"2","1","2","2","13","1","NA","NA","NA","NA","0","NA",3293,71,72
"2005","SE",33021,746.788990825688,"2",1924,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",3302,80,80
"2005","SE",33061,746.788990825688,"2",1947,"2","1","3","3","NA","1","NA","NA","0","NA","0","NA",3306,57,58
"2005","SE",33101,746.788990825688,"1",1936,"2","1","4","3","13","1","NA","NA","NA","NA","NA","NA",3310,68,69
"2005","SE",33251,746.788990825688,"2",1946,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",3325,58,59
"2005","SE",33291,746.788990825688,"3",1953,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",3329,51,52
"2005","SE",33451,746.788990825688,"3",1981,"2","1","1","3","13","1","NA","NA","NA","NA","NA","NA",3345,23,23
"2005","SE",33851,746.788990825688,"2",1936,"1","1","2","2","13","3","NA","NA","NA","NA","NA","0",3385,68,69
"2005","SE",34011,746.788990825688,"2",1943,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",3401,61,62
"2005","SE",34271,746.788990825688,"1",1974,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",3427,30,30
"2005","SE",34331,746.788990825688,"2",1954,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",3433,50,51
"2005","SE",34421,746.788990825688,"3",1946,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",3442,58,59
"2005","SE",34581,746.788990825688,"1",1954,"2","1","1","3","NA","NA","NA","NA","NA","NA","0","NA",3458,50,50
"2005","SE",34691,746.788990825688,"3",1953,"1","1","3","2","NA","1","NA","NA","NA","NA","0","0",3469,51,52
"2005","SE",34771,746.788990825688,"1",1927,"2","1","1","2","13","1","NA","NA","NA","NA","NA","NA",3477,77,78
"2005","SE",34781,746.788990825688,"4",1979,"1","1","3","2","13","1","NA","NA","NA","0","NA","NA",3478,25,26
"2005","SE",34811,746.788990825688,"1",1924,"1","1","1","2","13","1","NA","NA","NA","NA","NA","NA",3481,80,80
"2005","SE",34951,746.788990825688,"1",1950,"2","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",3495,54,55
