"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2012","SE",12311,687.024608501119,"3",1972,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",39,39,1231,"99","0","0","0"
"2012","SE",12831,687.024608501119,"1",1931,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,1283,"99","0","0","0"
"2012","SE",12871,687.024608501119,"1",1971,"1","1","4","2","13","3","NA","30","NA","NA","0","NA",41,40,1287,"1","0","0","0"
"2012","SE",12931,687.024608501119,"4",1964,"1","1","1","3","13","3","NA","NA","NA","0","NA","NA",48,47,1293,"99","0","0","0"
"2012","SE",13251,687.024608501119,"3",1960,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",52,51,1325,"0.8285714286","0","0","0"
"2012","SE",13671,687.024608501119,"4",1972,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",40,39,1367,"1","0","0","100"
"2012","SE",13971,687.024608501119,"2",1931,"1","1","1","2","13","NA","NA","30","NA","0","NA","NA",80,80,1397,"99","0","0","0"
"2012","SE",14131,687.024608501119,"3",1931,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",80,80,1413,"0.375","0","0","100"
"2012","SE",14141,687.024608501119,"3",1933,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",78,78,1414,"1","2","0","0"
"2012","SE",14251,687.024608501119,"2",1982,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",30,29,1425,"99","1","0","0"
"2012","SE",14351,687.024608501119,"1",1945,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",67,66,1435,"0","0","0","0"
"2012","SE",14641,687.024608501119,"4",1985,"1","1","3","4","13","3","NA","30","NA","0","NA","NA",27,26,1464,"99","0","0","0"
"2012","SE",14701,687.024608501119,"2",1981,"1","1","1","2","NA","3","NA","NA","10","NA","NA","NA",31,30,1470,"1","0","0","0"
"2012","SE",14771,687.024608501119,"3",1956,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",56,55,1477,"1","0","0","0"
"2012","SE",14791,687.024608501119,"3",1978,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",34,33,1479,"99","0","0","0"
"2012","SE",14801,687.024608501119,"3",1974,"1","1","3","2","13","3","NA","NA","NA","0","NA","NA",37,37,1480,"0.5","0","0","0"
"2012","SE",15441,687.024608501119,"3",1979,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",32,32,1544,"0.8857142857","0","0","0"
"2012","SE",15481,687.024608501119,"2",1983,"1","1","1","4","NA","3","NA","NA","11","0","NA","NA",28,28,1548,"99","2","0","0"
"2012","SE",15501,687.024608501119,"2",1951,"2","1","3","2","13","NA","NA","NA","NA","NA","0","NA",60,60,1550,"1","0","0","0"
"2012","SE",15521,687.024608501119,"4",1947,"1","1","3","2","13","NA","NA","30","NA","NA","NA","NA",65,64,1552,"99","0","0","0"
"2012","SE",15711,687.024608501119,"4",1931,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",80,80,1571,"1","0","0","0"
"2012","SE",15771,687.024608501119,"2",1931,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",80,80,1577,"1","0","0","0"
"2012","SE",15791,687.024608501119,"1",1957,"1","1","2","2","13","NA","NA","NA","NA","NA","NA","NA",55,54,1579,"1","0","0","0"
"2012","SE",16001,687.024608501119,"4",1948,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",63,63,1600,"0.9544611908","0","0","0"
"2012","SE",16051,687.024608501119,"4",1973,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",39,38,1605,"1","2","0","100"
"2012","SE",16181,687.024608501119,"4",1986,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26,25,1618,"1","2","0","0"
"2012","SE",16261,687.024608501119,"2",1977,"2","1","2","4","13","3","NA","NA","NA","NA","NA","NA",34,34,1626,"1","2","0","0"
"2012","SE",16271,687.024608501119,"2",1931,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",80,80,1627,"0.4107142857","0","0","0"
"2012","SE",16601,687.024608501119,"1",1982,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",30,29,1660,"1","2","0","100"
"2012","SE",16831,687.024608501119,"2",1958,"2","1","NA","2","13","3","NA","NA","NA","NA","NA","NA",54,53,1683,"0.9123524499","2","0","0"
"2012","SE",16931,687.024608501119,"4",1931,"2","1","1","2","13","3","NA","NA","NA","15","NA","NA",80,80,1693,"0.0573698116","0","0","101"
"2012","SE",16941,687.024608501119,"4",1986,"1","1","4","4","NA","NA","NA","NA","0","NA","0","NA",25,25,1694,"99","0","0","0"
"2012","SE",16951,687.024608501119,"4",1938,"2","1","4","2","13","3","NA","30","NA","NA","NA","NA",73,73,1695,"0.7916666667","0","0","101"
"2012","SE",17031,687.024608501119,"4",1944,"2","1","1","4","13","3","NA","NA","10","NA","NA","NA",67,67,1703,"0","0","0","0"
"2012","SE",17321,687.024608501119,"3",1951,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",61,60,1732,"0.6864896065","1","0","0"
"2012","SE",17601,687.024608501119,"2",1979,"1","1","4","4","13","3","NA","NA","20","NA","NA","NA",32,32,1760,"99","2","0","0"
"2012","SE",17741,687.024608501119,"2",1945,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",67,66,1774,"0.7260401192","0","0","0"
"2012","SE",17751,687.024608501119,"2",1951,"2","1","3","2","13","NA","NA","NA","NA","NA","0","NA",61,60,1775,"0.9722222222","2","0","0"
"2012","SE",17821,687.024608501119,"2",1941,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",70,70,1782,"99","2","0","100"
"2012","SE",17841,687.024608501119,"2",1939,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",73,72,1784,"1","0","0","0"
"2012","SE",18331,687.024608501119,"2",1977,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",35,34,1833,"0.5","0","0","110"
"2012","SE",18451,687.024608501119,"2",1948,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",64,63,1845,"99","0","0","0"
"2012","SE",18611,687.024608501119,"1",1937,"2","1","1","4","13","3","NA","NA","NA","NA","0","NA",75,74,1861,"1","0","0","0"
"2012","SE",18621,687.024608501119,"2",1986,"1","1","1","3","13","3","NA","NA","0","NA","NA","NA",26,25,1862,"99","2","0","0"
"2012","SE",19091,687.024608501119,"1",1931,"2","1","3","2","13","NA","NA","NA","0","0","NA","NA",80,80,1909,"1","0","0","0"
"2012","SE",19121,687.024608501119,"2",1948,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",63,63,1912,"1","0","0","0"
"2012","SE",19261,687.024608501119,"3",1953,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",59,58,1926,"0","2","0","0"
"2012","SE",19681,687.024608501119,"3",1979,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",33,32,1968,"0.5","0","0","100"
"2012","SE",19861,687.024608501119,"4",1947,"1","1","1","4","NA","3","NA","NA","NA","NA","NA","0",65,64,1986,"0.9285714286","0","0","0"
"2012","SE",19931,687.024608501119,"2",1951,"2","1","3","3","13","3","NA","NA","NA","NA","0","NA",60,60,1993,"99","0","0","0"
"2012","SE",19951,687.024608501119,"3",1953,"1","1","4","3","13","3","NA","NA","NA","NA","0","0",58,58,1995,"0.6","0","0","0"
"2012","SE",20151,687.024608501119,"2",1958,"1","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",54,53,2015,"1","2","0","0"
"2012","SE",20861,687.024608501119,"1",1931,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",80,80,2086,"1","0","0","0"
"2012","SE",20981,687.024608501119,"2",1935,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",77,76,2098,"1","0","0","0"
"2012","SE",21091,687.024608501119,"1",1943,"2","1","3","3","13","5","NA","NA","NA","NA","NA","NA",68,68,2109,"0.568452381","0","0","0"
"2012","SE",21391,687.024608501119,"1",1963,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",48,48,2139,"99","2","0","100"
"2012","SE",21471,687.024608501119,"2",1986,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",26,25,2147,"1","0","0","0"
"2012","SE",21591,687.024608501119,"1",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2159,"0.7857142857","0","0","0"
"2012","SE",21681,687.024608501119,"4",1977,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",34,34,2168,"99","0","0","0"
"2012","SE",21711,687.024608501119,"3",1931,"2","1","3","3","13","3","NA","NA","NA","25","NA","NA",80,80,2171,"99","1","0","0"
"2012","SE",21811,687.024608501119,"3",1941,"1","1","4","2","NA","NA","NA","NA","NA","0","NA","NA",71,70,2181,"99","0","0","100"
"2012","SE",21941,687.024608501119,"4",1954,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",58,57,2194,"1","0","0","0"
"2012","SE",22021,687.024608501119,"4",1957,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",54,54,2202,"0.8975376794","0","0","0"
"2012","SE",22101,687.024608501119,"1",1982,"2","1","4","3","NA","3","NA","NA","NA","0","0","NA",30,29,2210,"99","2","0","100"
"2012","SE",22221,687.024608501119,"1",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2222,"1","0","0","0"
"2012","SE",22291,687.024608501119,"3",1931,"2","1","4","3","NA","3","NA","30","NA","NA","NA","NA",80,80,2229,"0.5","2","0","0"
"2012","SE",22411,687.024608501119,"3",1941,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",71,70,2241,"0.8633835725","0","0","0"
"2012","SE",22581,687.024608501119,"3",1931,"2","1","4","2","13","3","NA","NA","NA","0","0","NA",80,80,2258,"99","0","0","0"
"2012","SE",22681,687.024608501119,"2",1951,"2","1","1","2","13","3","NA","NA","NA","25","NA","NA",61,60,2268,"0.9375","0","0","0"
"2012","SE",22941,687.024608501119,"1",1985,"1","1","1","2","NA","5","NA","NA","NA","NA","NA","NA",27,26,2294,"1","0","0","0"
"2012","SE",23081,687.024608501119,"4",1939,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",73,72,2308,"0.7142857143","1","0","0"
"2012","SE",23271,687.024608501119,"3",1959,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",52,52,2327,"1","0","0","0"
"2012","SE",23281,687.024608501119,"4",1933,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",79,78,2328,"99","2","0","0"
"2012","SE",23371,687.024608501119,"4",1951,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",60,60,2337,"99","2","0","0"
"2012","SE",23451,687.024608501119,"1",1964,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",47,47,2345,"99","0","0","0"
"2012","SE",23501,687.024608501119,"2",1983,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",29,28,2350,"1","0","0","0"
"2012","SE",23721,687.024608501119,"3",1975,"1","1","3","3","13","3","NA","NA","0","NA","NA","0",37,36,2372,"1","0","0","0"
"2012","SE",24001,687.024608501119,"3",1946,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",66,65,2400,"1","2","0","0"
"2012","SE",24111,687.024608501119,"4",1943,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",69,68,2411,"1","0","0","0"
"2012","SE",24281,687.024608501119,"2",1944,"1","1","1","4","13","3","NA","30","NA","NA","NA","NA",67,67,2428,"1","0","0","0"
"2012","SE",24511,687.024608501119,"2",1931,"2","1","1","3","13","3","NA","NA","NA","NA","NA","0",80,80,2451,"1","0","0","101"
"2012","SE",24701,687.024608501119,"1",1972,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","0",40,39,2470,"0.7409324044","0","0","0"
"2012","SE",24831,687.024608501119,"1",1931,"2","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",80,80,2483,"99","0","0","0"
"2012","SE",24881,687.024608501119,"2",1931,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",80,80,2488,"1","0","0","0"
"2012","SE",24981,687.024608501119,"2",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2498,"0.5","0","0","0"
"2012","SE",25031,687.024608501119,"4",1936,"2","1","1","2","13","3","NA","30","NA","NA","NA","NA",76,75,2503,"99","0","0","0"
"2012","SE",25321,687.024608501119,"4",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2532,"0.3861529771","0","0","0"
"2012","SE",25351,687.024608501119,"1",1943,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",69,68,2535,"0.8428571429","0","0","0"
"2012","SE",25401,687.024608501119,"3",1944,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",68,67,2540,"0.5714285714","0","0","0"
"2012","SE",25471,687.024608501119,"1",1931,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",80,80,2547,"1","0","0","100"
"2012","SE",25871,687.024608501119,"3",1935,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",76,76,2587,"99","0","0","0"
"2012","SE",25951,687.024608501119,"1",1944,"1","1","1","2","13","NA","NA","NA","NA","0","NA","NA",68,67,2595,"1","0","0","0"
"2012","SE",26081,687.024608501119,"4",1934,"2","1","3","4","13","3","NA","NA","NA","NA","NA","0",77,77,2608,"1","0","0","0"
"2012","SE",26211,687.024608501119,"1",1986,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",25,25,2621,"99","0","0","0"
"2012","SE",26331,687.024608501119,"2",1931,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2633,"99","0","0","0"
"2012","SE",26351,687.024608501119,"4",1958,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",54,53,2635,"1","0","0","0"
"2012","SE",26471,687.024608501119,"3",1931,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","0",80,80,2647,"0.6785714286","0","0","0"
"2012","SE",26571,687.024608501119,"4",1948,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",63,63,2657,"1","0","0","0"
"2012","SE",26651,687.024608501119,"3",1972,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",39,39,2665,"1","1","0","0"
"2012","SE",26661,687.024608501119,"3",1942,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",69,69,2666,"99","0","0","100"
"2012","SE",26781,687.024608501119,"2",1981,"1","1","1","2","13","3","NA","NA","25","35","NA","NA",31,30,2678,"1","1","0","0"
"2012","SE",26801,687.024608501119,"1",1931,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2680,"0.75","0","0","0"
"2012","SE",26861,687.024608501119,"2",1944,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",67,67,2686,"0","2","0","0"
"2012","SE",26911,687.024608501119,"1",1986,"2","1","4","2","NA","3","NA","NA","NA","0","NA","0",25,25,2691,"1","0","0","1"
"2012","SE",27161,687.024608501119,"2",1931,"2","1","1","2","13","3","NA","NA","0","40","NA","0",80,80,2716,"1","2","1","0"
"2012","SE",27341,687.024608501119,"2",1989,"1","1","4","2","13","NA","NA","NA","NA","0","NA","0",22,22,2734,"99","1","0","0"
"2012","SE",27601,687.024608501119,"4",1962,"1","1","1","2","13","3","NA","NA","NA","35","NA","NA",49,49,2760,"0.0833333333","0","0","0"
"2012","SE",27651,687.024608501119,"2",1948,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",64,63,2765,"0.5","0","0","0"
"2012","SE",28101,687.024608501119,"4",1965,"1","1","3","2","13","3","NA","30","NA","NA","NA","NA",46,46,2810,"1","0","0","0"
"2012","SE",28741,687.024608501119,"3",1973,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",39,38,2874,"99","0","0","0"
"2012","SE",28961,687.024608501119,"2",1962,"1","1","1","3","13","3","NA","30","NA","NA","NA","NA",49,49,2896,"0.6904761905","2","0","0"
"2012","SE",29191,687.024608501119,"2",1953,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",59,58,2919,"0.5","0","0","0"
"2012","SE",29241,687.024608501119,"4",1957,"1","1","1","3","13","3","NA","NA","12","NA","NA","NA",54,54,2924,"0.4239475013","2","0","0"
"2012","SE",29351,687.024608501119,"2",1953,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",58,58,2935,"1","0","0","0"
"2012","SE",29461,687.024608501119,"3",1958,"1","1","4","3","NA","3","NA","NA","NA","0","NA","0",54,53,2946,"0.7857142857","0","0","0"
