"DB010","DB020","DB030","DB040","DB062","DB090"
"2004","SE",1465,"SE01","NA","1186.3"
"2004","SE",1472,"SE01","NA","1183"
"2004","SE",1474,"SE01","NA","1123.4"
"2004","SE",1543,"SE01","NA","586.05"
"2004","SE",1545,"SE01","NA","1283"
"2004","SE",1566,"SE01","NA","1170.4"
"2004","SE",1571,"SE01","NA","424.3667"
"2004","SE",1573,"SE01","NA","588.55"
"2004","SE",1594,"SE01","NA","568.55"
"2004","SE",1600,"SE01","NA","1317.3"
"2004","SE",1612,"SE01","NA","653.5"
"2004","SE",1620,"SE01","NA","586.05"
"2004","SE",1621,"SE01","NA","567.3"
"2004","SE",1655,"SE01","NA","562.75"
"2004","SE",1677,"SE01","NA","1274.3"
"2004","SE",1687,"SE01","NA","1183"
"2004","SE",1688,"SE01","NA","2088.2"
"2004","SE",1689,"SE01","NA","653.5"
"2004","SE",1697,"SE01","NA","605.35"
"2004","SE",1727,"SE01","NA","568.55"
"2004","SE",1754,"SE01","NA","1591.2"
"2004","SE",1768,"SE01","NA","1134.6"
"2004","SE",1776,"SE01","NA","625.35"
"2004","SE",1778,"SE01","NA","1393.3"
"2004","SE",1827,"SE01","NA","1356.3"
"2004","SE",1839,"SE01","NA","545.65"
"2004","SE",1855,"SE01","NA","830.1"
"2004","SE",1902,"SE01","NA","361.5"
"2004","SE",1905,"SE01","NA","392.3667"
"2004","SE",1961,"SE01","NA","563.1"
"2004","SE",1979,"SE01","NA","478.65"
"2004","SE",1988,"SE01","NA","1317.3"
"2004","SE",2008,"SE01","NA","562.75"
"2004","SE",2091,"SE01","NA","1137.3"
"2004","SE",2102,"SE01","NA","562.75"
"2004","SE",2132,"SE01","NA","1279.6"
"2004","SE",2139,"SE01","NA","1250.7"
"2004","SE",2161,"SE01","NA","584.55"
"2004","SE",2163,"SE01","NA","653.5"
"2004","SE",2173,"SE01","NA","584.55"
"2004","SE",2214,"SE01","NA","525.45"
"2004","SE",2221,"SE01","NA","1250.7"
"2004","SE",2233,"SE01","NA","1005.4"
"2004","SE",2250,"SE01","NA","1166.1"
"2004","SE",2260,"SE01","NA","569.5"
"2004","SE",2319,"SE01","NA","942.05"
"2004","SE",2320,"SE01","NA","2215.1"
"2004","SE",2329,"SE01","NA","478.65"
"2004","SE",2342,"SE01","NA","2349.1"
"2004","SE",2364,"SE01","NA","588.35"
"2004","SE",2403,"SE01","NA","1317.3"
"2004","SE",2420,"SE01","NA","588.35"
"2004","SE",2443,"SE01","NA","658.65"
"2004","SE",2461,"SE01","NA","1563.7"
"2004","SE",2474,"SE01","NA","1166.1"
"2004","SE",2479,"SE01","NA","1757.7"
"2004","SE",2490,"SE01","NA","1122.4"
"2004","SE",2495,"SE01","NA","1155"
"2004","SE",2524,"SE01","NA","1274.3"
"2004","SE",2527,"SE01","NA","568.55"
"2004","SE",2531,"SE01","NA","583.05"
"2004","SE",2538,"SE01","NA","548.2"
"2004","SE",2578,"SE01","NA","1229.5"
"2004","SE",2586,"SE01","NA","378.2"
"2004","SE",2599,"SE01","NA","691"
"2004","SE",2612,"SE01","NA","588.55"
"2004","SE",2624,"SE01","NA","267.475"
"2004","SE",2625,"SE01","NA","2215.5"
"2004","SE",2648,"SE01","NA","1591.2"
"2004","SE",2656,"SE01","NA","1122.4"
"2004","SE",2677,"SE01","NA","653.5"
"2004","SE",2682,"SE01","NA","1105.3"
"2004","SE",2707,"SE01","NA","548.2"
"2004","SE",2725,"SE01","NA","1123.4"
"2004","SE",2750,"SE01","NA","942.05"
"2004","SE",2755,"SE01","NA","493.1667"
"2004","SE",2800,"SE01","NA","676.75"
"2004","SE",2865,"SE01","NA","637.15"
"2004","SE",2886,"SE01","NA","495.65"
"2004","SE",2908,"SE01","NA","495.65"
"2004","SE",2914,"SE01","NA","1292.7"
"2004","SE",2925,"SE01","NA","1166.1"
"2004","SE",2938,"SE01","NA","1342.3"
"2004","SE",2962,"SE01","NA","588.35"
"2004","SE",2984,"SE01","NA","588.55"
"2004","SE",2996,"SE01","NA","1174.55"
"2004","SE",2998,"SE01","NA","625.35"
"2004","SE",3035,"SE01","NA","636.55"
"2004","SE",3066,"SE01","NA","374.4667"
"2004","SE",3076,"SE01","NA","978.1"
"2004","SE",3091,"SE01","NA","593.8"
"2004","SE",3111,"SE01","NA","1126.2"
"2004","SE",3115,"SE01","NA","671.15"
"2004","SE",3123,"SE01","NA","561.7"
"2004","SE",3129,"SE01","NA","957.3"
"2004","SE",3145,"SE01","NA","1091.3"
"2004","SE",3150,"SE01","NA","534.95"
"2004","SE",3161,"SE01","NA","1122.4"
"2004","SE",3162,"SE01","NA","1077.5"
"2004","SE",3172,"SE01","NA","795.6"
"2004","SE",3173,"SE01","NA","1342.3"
"2004","SE",3200,"SE01","NA","586.05"
"2004","SE",3208,"SE01","NA","1137.1"
"2004","SE",3218,"SE01","NA","561.7"
"2004","SE",3229,"SE01","NA","552.65"
"2004","SE",3240,"SE01","NA","356.6333"
"2004","SE",3272,"SE01","NA","495.65"
"2004","SE",3285,"SE01","NA","1389.1"
"2004","SE",3291,"SE01","NA","1229.5"
"2004","SE",3313,"SE01","NA","1186.3"
"2004","SE",3319,"SE01","NA","588.35"
"2004","SE",3351,"SE01","NA","390.7"
"2004","SE",3354,"SE01","NA","1183"
"2004","SE",3355,"SE01","NA","599.05"
"2004","SE",3369,"SE01","NA","639.8"
"2004","SE",3382,"SE01","NA","588.35"
"2004","SE",3390,"SE01","NA","599.05"
"2004","SE",3391,"SE01","NA","658.65"
"2004","SE",3399,"SE01","NA","2566"
"2004","SE",3412,"SE01","NA","1073.1"
"2004","SE",3419,"SE01","NA","1342.3"
"2004","SE",3435,"SE01","NA","1853.8"
"2004","SE",3474,"SE01","NA","1166.1"
"2004","SE",3488,"SE01","NA","2215.1"
"2004","SE",3515,"SE01","NA","586.05"
"2004","SE",3522,"SE01","NA","625.35"
"2004","SE",3535,"SE01","NA","2215.5"
"2004","SE",3549,"SE01","NA","525.45"
"2004","SE",3558,"SE01","NA","399.3667"
"2004","SE",3568,"SE01","NA","639.8"
"2004","SE",3571,"SE01","NA","562.75"
"2004","SE",3588,"SE01","NA","586.05"
"2004","SE",3600,"SE01","NA","495.65"
"2004","SE",3624,"SE01","NA","1166.1"
"2004","SE",3626,"SE01","NA","581.75"
"2004","SE",3674,"SE01","NA","1183"
"2004","SE",3692,"SE01","NA","1356.3"
"2004","SE",3700,"SE01","NA","1853.8"
"2004","SE",3708,"SE01","NA","390.7"
"2004","SE",3720,"SE01","NA","530.4"
"2004","SE",3722,"SE01","NA","691"
"2004","SE",3724,"SE01","NA","1084.5"
"2004","SE",3748,"SE01","NA","1412.7"
"2004","SE",3776,"SE01","NA","1589.7"
"2004","SE",3791,"SE01","NA","1308.1"
"2004","SE",3792,"SE01","NA","1174.55"
"2004","SE",3795,"SE01","NA","676.75"
"2004","SE",3830,"SE01","NA","645"
"2004","SE",3845,"SE01","NA","639.8"
"2004","SE",3855,"SE01","NA","581.75"
"2004","SE",3876,"SE01","NA","2215.1"
"2004","SE",3911,"SE01","NA","561.2"
"2004","SE",3914,"SE01","NA","1412.7"
"2004","SE",3926,"SE01","NA","1308.1"
"2004","SE",3933,"SE01","NA","1317.3"
"2004","SE",3936,"SE01","NA","563.1"
"2004","SE",3945,"SE01","NA","588.55"
"2004","SE",3954,"SE01","NA","599.05"
"2004","SE",3987,"SE01","NA","1853.8"
"2004","SE",4002,"SE01","NA","1274.8"
"2004","SE",4024,"SE01","NA","613"
"2004","SE",4025,"SE01","NA","2010.8"
"2004","SE",4035,"SE01","NA","548.2"
"2004","SE",4042,"SE01","NA","543.65"
"2004","SE",4059,"SE01","NA","1389.1"
"2004","SE",4071,"SE01","NA","1308.1"
"2004","SE",4086,"SE01","NA","534.95"
"2004","SE",4113,"SE01","NA","636.55"
"2004","SE",4127,"SE01","NA","1308.1"
"2004","SE",4129,"SE01","NA","584.55"
"2004","SE",4133,"SE01","NA","534.35"
"2004","SE",4138,"SE01","NA","906.5"
"2004","SE",4141,"SE01","NA","1229.5"
"2004","SE",4146,"SE01","NA","639.8"
"2004","SE",4153,"SE01","NA","586.05"
"2004","SE",4183,"SE01","NA","1234.1"
"2004","SE",4184,"SE01","NA","1068.7"
"2004","SE",4197,"SE01","NA","1166.1"
"2004","SE",4232,"SE01","NA","1084.5"
"2004","SE",4252,"SE01","NA","586.05"
"2004","SE",4254,"SE01","NA","625.35"
"2004","SE",4259,"SE01","NA","586.05"
"2004","SE",4264,"SE01","NA","226.92"
"2004","SE",4286,"SE01","NA","625.35"
"2004","SE",4305,"SE01","NA","495.65"
"2004","SE",4332,"SE01","NA","605.35"
"2004","SE",4344,"SE01","NA","568.55"
"2004","SE",4354,"SE01","NA","1283"
"2004","SE",4382,"SE01","NA","676.75"
"2004","SE",4384,"SE01","NA","605.35"
"2004","SE",4395,"SE01","NA","1229.5"
"2004","SE",4399,"SE01","NA","693.65"
"2004","SE",4411,"SE01","NA","1342.3"
"2004","SE",4413,"SE01","NA","1166.1"
"2004","SE",4487,"SE01","NA","1186.7"
"2004","SE",4504,"SE01","NA","1166.1"
"2004","SE",4513,"SE01","NA","1389.1"
"2004","SE",4549,"SE01","NA","653.5"
"2004","SE",4553,"SE01","NA","329.325"
"2004","SE",4607,"SE01","NA","653.5"
"2004","SE",4616,"SE01","NA","1279.6"
"2004","SE",4654,"SE01","NA","942.05"
"2004","SE",4669,"SE01","NA","1229.5"
"2004","SE",4683,"SE01","NA","671.15"
"2004","SE",4695,"SE01","NA","2215.5"
"2004","SE",4718,"SE01","NA","1229.5"
"2004","SE",4758,"SE01","NA","534.35"
"2004","SE",4760,"SE01","NA","284.275"
"2004","SE",4764,"SE01","NA","878.85"
"2004","SE",4772,"SE01","NA","737.75"
"2004","SE",4774,"SE01","NA","581.75"
"2004","SE",4786,"SE01","NA","639.8"
"2004","SE",4865,"SE01","NA","563.1"
"2004","SE",4900,"SE01","NA","534.95"
"2004","SE",4906,"SE01","NA","605.35"
"2004","SE",4925,"SE01","NA","568.55"
"2004","SE",4937,"SE01","NA","1163.5"
"2004","SE",4962,"SE01","NA","568.65"
"2004","SE",4981,"SE01","NA","1353.5"
"2004","SE",4992,"SE01","NA","581.75"
"2004","SE",4996,"SE01","NA","696.65"
"2004","SE",5002,"SE01","NA","1853.8"
"2004","SE",5019,"SE01","NA","330.4333"
"2004","SE",5031,"SE01","NA","1389.1"
"2004","SE",5033,"SE01","NA","562.75"
"2004","SE",5067,"SE01","NA","2010.8"
"2004","SE",5076,"SE01","NA","770"
"2004","SE",5088,"SE01","NA","2010.8"
"2004","SE",5091,"SE01","NA","586.05"
"2004","SE",5124,"SE01","NA","1317.3"
"2004","SE",5165,"SE01","NA","2349.1"
"2004","SE",5174,"SE01","NA","636.55"
"2004","SE",5186,"SE01","NA","1177.1"
"2004","SE",5194,"SE01","NA","1122.4"
"2004","SE",5195,"SE01","NA","658.65"
"2004","SE",5199,"SE01","NA","1250.7"
"2004","SE",5203,"SE01","NA","1279.6"
"2004","SE",5208,"SE01","NA","625.35"
"2004","SE",5221,"SE01","NA","1073.1"
"2004","SE",5250,"SE01","NA","2349.1"
"2004","SE",5295,"SE01","NA","1210.7"
"2004","SE",5305,"SE01","NA","534.35"
"2004","SE",5359,"SE01","NA","1356.3"
"2004","SE",5386,"SE01","NA","715.6"
"2004","SE",5406,"SE01","NA","1084.5"
"2004","SE",5454,"SE01","NA","1181.85"
"2004","SE",5461,"SE01","NA","658.65"
"2004","SE",5463,"SE01","NA","1084.5"
"2004","SE",5470,"SE01","NA","653.5"
"2004","SE",5487,"SE01","NA","593.15"
"2004","SE",5518,"SE01","NA","543.65"
"2004","SE",5521,"SE01","NA","2215.5"
"2004","SE",5577,"SE01","NA","588.55"
"2004","SE",5579,"SE01","NA","639.8"
"2004","SE",5598,"SE01","NA","1389.1"
"2004","SE",5601,"SE01","NA","1274.3"
"2004","SE",5626,"SE01","NA","653.5"
"2004","SE",5638,"SE01","NA","284.275"
"2004","SE",5650,"SE01","NA","1126.2"
"2004","SE",5745,"SE01","NA","548.2"
"2004","SE",5757,"SE01","NA","942.05"
"2004","SE",5760,"SE01","NA","1317.3"
"2004","SE",5777,"SE01","NA","605.35"
"2004","SE",5791,"SE01","NA","978.1"
"2004","SE",5833,"SE01","NA","1274.8"
"2004","SE",5834,"SE01","NA","1229.5"
"2004","SE",5836,"SE01","NA","1279.6"
"2004","SE",5849,"SE01","NA","1250.7"
"2004","SE",5852,"SE01","NA","1166.1"
"2004","SE",5867,"SE01","NA","671.15"
"2004","SE",5887,"SE01","NA","636.55"
"2004","SE",5897,"SE01","NA","1091.3"
"2004","SE",5916,"SE01","NA","696.65"
"2004","SE",5926,"SE01","NA","534.35"
"2004","SE",5943,"SE01","NA","646.35"
"2004","SE",5966,"SE01","NA","534.35"
"2004","SE",5971,"SE01","NA","374.4667"
"2004","SE",5984,"SE01","NA","2010.8"
"2004","SE",6002,"SE01","NA","1176.7"
"2004","SE",6023,"SE01","NA","586.05"
"2004","SE",6030,"SE01","NA","671.15"
"2004","SE",6034,"SE01","NA","1274.8"
"2004","SE",6042,"SE01","NA","1320.4"
"2004","SE",6064,"SE01","NA","374.1333"
"2004","SE",6074,"SE01","NA","639.8"
"2004","SE",6088,"SE01","NA","1091.3"
"2004","SE",6158,"SE01","NA","671.15"
"2004","SE",6189,"SE01","NA","636.55"
"2004","SE",6203,"SE01","NA","1279.6"
"2004","SE",6206,"SE01","NA","1274.8"
"2004","SE",6209,"SE01","NA","440.1333"
"2004","SE",6217,"SE01","NA","1274.3"
"2004","SE",6253,"SE01","NA","534.95"
"2004","SE",6266,"SE01","NA","374.4667"
"2004","SE",6277,"SE01","NA","588.35"
"2004","SE",6279,"SE01","NA","1660.2"
"2004","SE",6298,"SE01","NA","636.55"
"2004","SE",6300,"SE01","NA","462.4333"
"2004","SE",6319,"SE01","NA","2310"
"2004","SE",6335,"SE01","NA","696.65"
"2004","SE",6350,"SE01","NA","588.55"
"2004","SE",6362,"SE01","NA","1274.3"
"2004","SE",6365,"SE01","NA","1342.3"
"2004","SE",6454,"SE01","NA","356.6333"
"2004","SE",6471,"SE01","NA","542.25"
"2004","SE",6480,"SE01","NA","525.45"
"2004","SE",6482,"SE01","NA","1393.3"
"2004","SE",6486,"SE01","NA","581.75"
"2004","SE",6506,"SE01","NA","601.6"
"2004","SE",6533,"SE01","NA","1591.2"
"2004","SE",6556,"SE01","NA","658.65"
"2004","SE",6558,"SE01","NA","1229.5"
"2004","SE",6561,"SE01","NA","1123.4"
"2004","SE",6575,"SE01","NA","1393.3"
"2004","SE",6583,"SE01","NA","1229.5"
"2004","SE",6596,"SE01","NA","1342.3"
"2004","SE",6621,"SE01","NA","1290"
"2004","SE",6626,"SE01","NA","586.05"
"2004","SE",6635,"SE01","NA","1279.6"
"2004","SE",6688,"SE01","NA","616.95"
"2004","SE",6690,"SE01","NA","593.8"
"2004","SE",6702,"SE01","NA","586.05"
"2004","SE",6705,"SE01","NA","1186.7"
"2004","SE",6726,"SE01","NA","1813"
"2004","SE",6732,"SE01","NA","1181.85"
"2004","SE",6734,"SE01","NA","568.55"
"2004","SE",6735,"SE01","NA","1387.3"
"2004","SE",6764,"SE01","NA","568.55"
"2004","SE",6774,"SE01","NA","1084.5"
"2004","SE",6787,"SE01","NA","1226"
"2004","SE",6793,"SE01","NA","1853.8"
"2004","SE",6797,"SE01","NA","568.55"
"2004","SE",6807,"SE01","NA","247.825"
"2004","SE",6818,"SE01","NA","548.2"
"2004","SE",6854,"SE01","NA","1356.3"
"2004","SE",6880,"SE01","NA","646.35"
"2004","SE",6905,"SE01","NA","1389.1"
"2004","SE",6979,"SE01","NA","2566"
"2004","SE",6990,"SE01","NA","660.2"
"2004","SE",7003,"SE01","NA","691"
"2004","SE",7018,"SE01","NA","1412.7"
"2004","SE",7019,"SE01","NA","495.65"
"2004","SE",7034,"SE01","NA","676.75"
"2004","SE",7055,"SE01","NA","1084.5"
"2004","SE",7060,"SE01","NA","1923.7"
"2004","SE",7066,"SE01","NA","1091.3"
"2004","SE",7071,"SE01","NA","2088.2"
"2004","SE",7076,"SE01","NA","1234.1"
"2004","SE",7077,"SE01","NA","599.05"
"2004","SE",7087,"SE01","NA","561.2"
"2004","SE",7088,"SE01","NA","1044.1"
"2004","SE",7099,"SE01","NA","1183"
"2004","SE",7103,"SE01","NA","319.9"
"2004","SE",7109,"SE01","NA","1226"
"2004","SE",7157,"SE01","NA","1308.1"
"2004","SE",7159,"SE01","NA","653.5"
"2004","SE",7165,"SE01","NA","569.5"
"2004","SE",7168,"SE01","NA","671.15"
"2004","SE",7173,"SE01","NA","534.35"
"2004","SE",7179,"SE01","NA","1853.8"
"2004","SE",7186,"SE01","NA","1176.7"
"2004","SE",7231,"SE01","NA","593.15"
"2004","SE",7234,"SE01","NA","569.5"
"2004","SE",7240,"SE01","NA","1091.3"
"2004","SE",7315,"SE01","NA","1356.3"
"2004","SE",7341,"SE01","NA","605.35"
"2004","SE",7353,"SE01","NA","639.8"
"2004","SE",7406,"SE01","NA","833.8"
"2004","SE",7441,"SE01","NA","323.175"
"2004","SE",7482,"SE01","NA","387.8333"
"2004","SE",7492,"SE01","NA","671.15"
"2004","SE",7518,"SE01","NA","350.3"
"2004","SE",7522,"SE01","NA","1176.7"
"2004","SE",7547,"SE01","NA","588.35"
"2004","SE",7552,"SE01","NA","1107.75"
"2004","SE",7564,"SE01","NA","653.5"
"2004","SE",7576,"SE01","NA","1279.6"
"2004","SE",7590,"SE01","NA","1005.4"
"2004","SE",7596,"SE01","NA","1234.1"
"2004","SE",7602,"SE01","NA","1084.5"
"2004","SE",7609,"SE01","NA","646.35"
"2004","SE",7617,"SE01","NA","1923.7"
"2004","SE",7622,"SE01","NA","1342.3"
"2004","SE",7623,"SE01","NA","605.35"
"2004","SE",7631,"SE01","NA","561.7"
"2004","SE",7684,"SE01","NA","1274.3"
"2004","SE",7703,"SE01","NA","562.75"
"2004","SE",7741,"SE01","NA","1591.2"
"2004","SE",7758,"SE01","NA","1342.3"
"2004","SE",7785,"SE01","NA","593.8"
"2004","SE",7793,"SE01","NA","1166.1"
"2004","SE",7817,"SE01","NA","696.65"
"2004","SE",7830,"SE01","NA","440.1333"
"2004","SE",7835,"SE01","NA","586.05"
"2004","SE",7836,"SE01","NA","569.5"
"2004","SE",7847,"SE01","NA","794.85"
"2004","SE",7854,"SE01","NA","2088.2"
"2004","SE",7864,"SE01","NA","1166.1"
"2004","SE",7893,"SE01","NA","1274.8"
"2004","SE",7917,"SE01","NA","1166.1"
"2004","SE",7935,"SE01","NA","1250.7"
"2004","SE",7941,"SE01","NA","2566"
"2004","SE",7957,"SE01","NA","269.375"
"2004","SE",7982,"SE01","NA","1005.4"
"2004","SE",7992,"SE01","NA","1250.7"
"2004","SE",7996,"SE01","NA","1126.2"
"2004","SE",7998,"SE01","NA","534.95"
"2004","SE",8019,"SE01","NA","2349.1"
"2004","SE",8020,"SE01","NA","1250.7"
"2004","SE",8038,"SE01","NA","2215.1"
"2004","SE",8071,"SE01","NA","625.35"
"2004","SE",8127,"SE01","NA","561.7"
"2004","SE",8131,"SE01","NA","1123.4"
"2004","SE",8165,"SE01","NA","567.3"
"2004","SE",8216,"SE01","NA","562.75"
"2004","SE",8228,"SE01","NA","715.6"
"2004","SE",8236,"SE01","NA","403.5667"
"2004","SE",8274,"SE01","NA","1412.7"
"2004","SE",8279,"SE01","NA","599.05"
"2004","SE",8286,"SE01","NA","1519.9"
"2004","SE",8341,"SE01","NA","1203.2"
"2004","SE",8343,"SE01","NA","1279.6"
"2004","SE",8352,"SE01","NA","1137.3"
"2004","SE",8366,"SE01","NA","691"
"2004","SE",8370,"SE01","NA","542.25"
"2004","SE",8380,"SE01","NA","1308.1"
"2004","SE",8418,"SE01","NA","599.05"
"2004","SE",8422,"SE01","NA","2566"
"2004","SE",8439,"SE01","NA","1166.1"
"2004","SE",8444,"SE01","NA","1342.3"
"2004","SE",8448,"SE01","NA","1181.85"
"2004","SE",8458,"SE01","NA","1137.3"
"2004","SE",8476,"SE01","NA","1274.3"
"2004","SE",8478,"SE01","NA","584.55"
"2004","SE",8497,"SE01","NA","1342.3"
"2004","SE",8504,"SE01","NA","653.5"
"2004","SE",8513,"SE01","NA","691"
"2004","SE",8560,"SE01","NA","599.05"
"2004","SE",8569,"SE01","NA","1176.7"
"2004","SE",8578,"SE01","NA","1229.5"
"2004","SE",8591,"SE01","NA","495.65"
"2004","SE",8597,"SE01","NA","568.65"
"2004","SE",8599,"SE01","NA","2215.5"
"2004","SE",8616,"SE01","NA","693.65"
"2004","SE",8618,"SE01","NA","534.35"
"2004","SE",8619,"SE01","NA","1068.7"
"2004","SE",8622,"SE01","NA","1068.7"
"2004","SE",8632,"SE01","NA","637.4"
"2004","SE",8658,"SE01","NA","833.8"
"2004","SE",8678,"SE01","NA","548.2"
"2004","SE",8694,"SE01","NA","696.65"
"2004","SE",8718,"SE01","NA","605.35"
"2004","SE",8719,"SE01","NA","1923.7"
"2004","SE",8729,"SE01","NA","1279.6"
"2004","SE",8730,"SE01","NA","299.525"
"2004","SE",8739,"SE01","NA","1393.3"
"2004","SE",8768,"SE01","NA","1250.7"
"2004","SE",8774,"SE01","NA","1308.1"
"2004","SE",8775,"SE01","NA","599.05"
"2004","SE",8779,"SE01","NA","593.15"
"2004","SE",8788,"SE01","NA","1563.7"
"2004","SE",8799,"SE01","NA","1290"
"2004","SE",8800,"SE01","NA","1563.7"
"2004","SE",8806,"SE01","NA","1393.3"
"2004","SE",8807,"SE01","NA","1250.7"
"2004","SE",8808,"SE01","NA","593.8"
"2004","SE",8835,"SE01","NA","1134.6"
"2004","SE",8839,"SE01","NA","1279.6"
"2004","SE",8847,"SE01","NA","2349.1"
"2004","SE",8854,"SE01","NA","569.5"
"2004","SE",8856,"SE01","NA","1143.2"
"2004","SE",8867,"SE01","NA","593.8"
"2004","SE",8885,"SE01","NA","715.6"
"2004","SE",8893,"SE01","NA","715.6"
"2004","SE",8906,"SE01","NA","639.8"
"2004","SE",8914,"SE01","NA","1274.8"
"2004","SE",8933,"SE01","NA","525.45"
"2004","SE",8934,"SE01","NA","562.75"
"2004","SE",8946,"SE01","NA","507.75"
"2004","SE",8973,"SE01","NA","693.65"
"2004","SE",8974,"SE01","NA","1412.7"
"2004","SE",8994,"SE01","NA","1519.9"
"2004","SE",8995,"SE01","NA","374.1333"
"2004","SE",9005,"SE01","NA","1393.3"
"2004","SE",9007,"SE01","NA","1591.2"
"2004","SE",9038,"SE01","NA","1274.8"
"2004","SE",9048,"SE01","NA","678.15"
"2004","SE",9077,"SE01","NA","978.1"
"2004","SE",9094,"SE01","NA","239.325"
"2004","SE",9098,"SE01","NA","637.15"
"2004","SE",9111,"SE01","NA","588.55"
"2004","SE",9145,"SE01","NA","942.05"
"2004","SE",9162,"SE01","NA","693.65"
"2004","SE",9196,"SE01","NA","1176.7"
"2004","SE",9207,"SE01","NA","615.25"
"2004","SE",9212,"SE01","NA","1176.7"
"2004","SE",9213,"SE01","NA","552.65"
"2004","SE",9245,"SE01","NA","1279.6"
"2004","SE",9262,"SE01","NA","586.05"
"2004","SE",9276,"SE01","NA","1279.6"
"2004","SE",9293,"SE01","NA","2215.5"
"2004","SE",9295,"SE01","NA","1229.5"
"2004","SE",9300,"SE01","NA","280.85"
"2004","SE",9304,"SE01","NA","1591.2"
"2004","SE",9309,"SE01","NA","795.6"
"2004","SE",9336,"SE01","NA","830.1"
"2004","SE",9345,"SE01","NA","588.55"
"2004","SE",9361,"SE01","NA","833.8"
"2004","SE",9370,"SE01","NA","1203.2"
"2004","SE",9385,"SE01","NA","593.8"
"2004","SE",9388,"SE01","NA","379.1"
"2004","SE",9405,"SE01","NA","1186.3"
"2004","SE",9423,"SE01","NA","637.15"
"2004","SE",9435,"SE01","NA","653.5"
"2004","SE",9445,"SE01","NA","1229.5"
"2004","SE",9452,"SE01","NA","957.3"
"2004","SE",9475,"SE01","NA","653.5"
