"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2010","SE",9741,645.113056163384,"1",1951,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",974,58,"0","1","0","100",58
"2010","SE",9771,645.113056163384,"3",1951,"1","1","NA","2","13","3","NA","NA","NA","NA","0","NA",977,58,"2","0.9145710328","0","0",58
"2010","SE",9781,645.113056163384,"3",1962,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",978,47,"0","99","0","0",48
"2010","SE",9821,645.113056163384,"3",1976,"2","1","4","3","13","3","NA","NA","NA","NA","0","NA",982,33,"0","99","0","0",34
"2010","SE",10231,645.113056163384,"2",1951,"1","1","3","2","13","3","NA","30","0","NA","NA","0",1023,58,"0","0.5","0","0",59
"2010","SE",10501,645.113056163384,"4",1930,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1050,79,"0","99","0","0",80
"2010","SE",10511,645.113056163384,"1",1974,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1051,35,"0","99","0","101",35
"2010","SE",10881,645.113056163384,"2",1941,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1088,68,"0","1","0","1",69
"2010","SE",10941,645.113056163384,"2",1939,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1094,70,"0","1","0","0",70
"2010","SE",10991,645.113056163384,"2",1958,"2","1","1","4","13","3","NA","NA","NA","0","NA","NA",1099,51,"0","0.7285714286","0","0",52
"2010","SE",11151,645.113056163384,"1",1974,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","0",1115,35,"0","99","0","0",36
"2010","SE",11541,645.113056163384,"1",1957,"1","1","1","2","13","NA","NA","NA","NA","0","0","NA",1154,52,"0","99","0","0",53
"2010","SE",11791,645.113056163384,"2",1969,"2","1","1","3","NA","3","NA","NA","NA","NA","0","NA",1179,40,"0","99","0","0",41
"2010","SE",11801,645.113056163384,"4",1986,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1180,23,"0","99","0","0",23
"2010","SE",12281,645.113056163384,"2",1963,"2","1","3","4","13","5","NA","NA","NA","NA","NA","NA",1228,46,"0","0.625","0","0",46
"2010","SE",12351,645.113056163384,"3",1952,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1235,57,"0","99","0","100",58
"2010","SE",12401,645.113056163384,"4",1934,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1240,75,"0","1","0","0",76
"2010","SE",12711,645.113056163384,"1",1978,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",1271,31,"2","1","0","0",32
"2010","SE",13081,645.113056163384,"3",1932,"1","1","3","4","13","NA","NA","NA","NA","0","NA","NA",1308,77,"2","1","0","100",77
"2010","SE",13411,645.113056163384,"3",1945,"1","1","3","2","13","3","NA","NA","NA","NA","NA","0",1341,64,"0","99","0","100",65
"2010","SE",13541,645.113056163384,"2",1942,"2","1","1","4","13","3","NA","NA","NA","0","NA","NA",1354,67,"0","1","0","0",68
"2010","SE",13561,645.113056163384,"2",1942,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",1356,67,"2","0.8642857143","0","0",68
"2010","SE",13641,645.113056163384,"4",1946,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",1364,63,"0","0","0","0",64
"2010","SE",13731,645.113056163384,"2",1986,"1","1","3","4","NA","3","NA","30","NA","40","0","0",1373,23,"0","0","0","0",24
"2010","SE",14051,645.113056163384,"4",1929,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1405,80,"0","99","0","0",80
"2010","SE",14111,645.113056163384,"1",1954,"2","1","1","2","13","3","NA","NA","NA","31","0","0",1411,55,"0","1","0","0",56
"2010","SE",14161,645.113056163384,"2",1966,"1","1","4","4","13","3","NA","NA","5","NA","NA","NA",1416,43,"1","0.625","0","0",44
"2010","SE",14171,645.113056163384,"4",1941,"2","1","4","3","13","3","NA","NA","NA","40","0","NA",1417,68,"2","1","0","0",69
"2010","SE",14191,645.113056163384,"4",1929,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1419,80,"0","0.8291420656","0","0",80
"2010","SE",14271,645.113056163384,"1",1931,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",1427,78,"0","1","0","100",79
"2010","SE",14781,645.113056163384,"2",1951,"2","1","1","3","13","NA","NA","NA","NA","0","NA","NA",1478,58,"2","1","0","0",58
"2010","SE",14851,645.113056163384,"1",1967,"1","1","2","2","13","3","NA","NA","NA","NA","NA","NA",1485,42,"0","99","0","0",42
"2010","SE",15061,645.113056163384,"1",1979,"1","1","4","3","13","3","NA","NA","10","NA","NA","NA",1506,30,"0","0.5833333333","0","0",31
"2010","SE",15111,645.113056163384,"2",1945,"1","1","1","4","NA","NA","NA","NA","NA","0","NA","NA",1511,64,"0","1","0","100",65
"2010","SE",15141,645.113056163384,"2",1974,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",1514,35,"0","1","0","0",36
"2010","SE",15331,645.113056163384,"1",1945,"2","1","3","2","NA","3","NA","NA","NA","NA","0","NA",1533,64,"0","0.7285714286","0","0",64
"2010","SE",15371,645.113056163384,"4",1983,"2","1","1","2","13","3","NA","NA","0","NA","NA","NA",1537,26,"2","0.375","0","0",27
"2010","SE",15491,645.113056163384,"3",1943,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1549,66,"0","0.875","0","100",67
"2010","SE",15531,645.113056163384,"1",1945,"1","1","4","3","13","3","NA","NA","NA","NA","0","NA",1553,64,"2","99","0","0",65
"2010","SE",15581,645.113056163384,"2",1986,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",1558,23,"2","0.5","0","0",24
"2010","SE",15591,645.113056163384,"2",1970,"2","1","3","2","13","3","NA","30","NA","NA","NA","NA",1559,39,"0","1","0","110",40
"2010","SE",15921,645.113056163384,"2",1982,"1","1","1","4","NA","3","NA","NA","NA","20","NA","NA",1592,27,"0","1","0","0",28
"2010","SE",16151,645.113056163384,"1",1945,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",1615,64,"2","1","0","0",65
"2010","SE",16221,645.113056163384,"2",1944,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","0",1622,65,"0","0.4571428571","0","0",66
"2010","SE",16251,645.113056163384,"3",1949,"1","1","3","2","13","NA","NA","NA","0","NA","NA","NA",1625,60,"0","1","0","0",61
"2010","SE",16261,645.113056163384,"4",1986,"1","1","4","3","13","3","NA","NA","NA","40","NA","NA",1626,23,"1","1","0","0",24
"2010","SE",16321,645.113056163384,"2",1952,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1632,57,"2","99","0","0",58
"2010","SE",16631,645.113056163384,"3",1947,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1663,62,"0","0.7285714286","0","100",63
"2010","SE",16891,645.113056163384,"3",1990,"1","1","NA","4","13","3","NA","NA","NA","NA","NA","NA",1689,19,"0","99","0","100",20
"2010","SE",16991,645.113056163384,"1",1951,"1","1","1","4","NA","5","NA","NA","NA","NA","NA","NA",1699,58,"2","1","0","0",59
"2010","SE",17091,645.113056163384,"2",1946,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",1709,63,"0","0.5","0","0",64
"2010","SE",17121,645.113056163384,"2",1970,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1712,39,"0","1","0","0",40
"2010","SE",17581,645.113056163384,"3",1944,"2","1","3","3","13","3","NA","NA","NA","NA","NA","0",1758,65,"0","99","0","0",65
"2010","SE",17691,645.113056163384,"4",1929,"2","1","2","3","13","3","NA","NA","NA","0","0","NA",1769,80,"0","0.5","0","0",80
"2010","SE",17841,645.113056163384,"1",1975,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1784,34,"0","1","0","0",35
"2010","SE",17851,645.113056163384,"2",1976,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1785,33,"0","99","0","0",34
"2010","SE",18301,645.113056163384,"1",1984,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",1830,25,"0","1","0","0",25
"2010","SE",18321,645.113056163384,"2",1934,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1832,75,"0","1","0","0",75
"2010","SE",18431,645.113056163384,"3",1990,"1","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",1843,19,"0","1","0","0",20
"2010","SE",18851,645.113056163384,"2",1939,"2","1","1","3","13","NA","NA","NA","0","NA","NA","NA",1885,70,"0","1","0","0",71
"2010","SE",19021,645.113056163384,"1",1974,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",1902,35,"0","1","0","0",36
"2010","SE",19081,645.113056163384,"3",1934,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1908,75,"0","0.3611227843","0","0",76
"2010","SE",19151,645.113056163384,"3",1973,"1","1","1","3","NA","5","NA","NA","NA","NA","NA","NA",1915,36,"0","0.6904761905","0","0",37
"2010","SE",19291,645.113056163384,"1",1939,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1929,70,"0","99","0","0",70
"2010","SE",19961,645.113056163384,"1",1979,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",1996,30,"0","1","0","0",30
"2010","SE",20131,645.113056163384,"3",1965,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2013,44,"1","0.7285714286","0","0",45
"2010","SE",20231,645.113056163384,"3",1979,"1","1","1","4","13","NA","NA","30","0","NA","NA","NA",2023,30,"0","0.9166666667","0","0",30
"2010","SE",20481,645.113056163384,"4",1937,"2","1","4","4","13","3","NA","NA","NA","NA","0","0",2048,72,"0","1","0","0",73
"2010","SE",20561,645.113056163384,"1",1985,"1","1","4","2","13","3","NA","30","NA","NA","NA","0",2056,24,"0","1","0","0",25
"2010","SE",20671,645.113056163384,"3",1947,"1","1","1","2","13","3","NA","NA","NA","NA","0","0",2067,62,"0","99","0","0",62
"2010","SE",20801,645.113056163384,"4",1942,"2","1","3","3","13","NA","NA","NA","16","NA","NA","NA",2080,67,"0","1","0","0",67
"2010","SE",20891,645.113056163384,"2",1974,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2089,35,"0","0","0","0",36
"2010","SE",21001,645.113056163384,"4",1951,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2100,58,"0","99","0","0",59
"2010","SE",21081,645.113056163384,"3",1964,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2108,45,"2","1","0","0",45
"2010","SE",21141,645.113056163384,"3",1929,"2","1","3","4","13","NA","NA","NA","NA","NA","0","NA",2114,80,"0","1","0","0",80
"2010","SE",21281,645.113056163384,"4",1978,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2128,31,"2","1","0","111",32
"2010","SE",21341,645.113056163384,"3",1989,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",2134,20,"0","1","0","111",21
"2010","SE",21491,645.113056163384,"3",1939,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2149,70,"0","0.7403421123","0","0",71
"2010","SE",21661,645.113056163384,"2",1942,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",2166,67,"0","99","0","0",68
"2010","SE",21721,645.113056163384,"1",1929,"2","1","2","2","13","3","NA","NA","NA","NA","0","0",2172,80,"0","99","0","0",80
"2010","SE",21961,645.113056163384,"4",1959,"2","1","1","4","NA","NA","NA","NA","NA","NA","NA","0",2196,50,"0","0.780952381","0","0",51
"2010","SE",22091,645.113056163384,"1",1978,"1","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",2209,31,"0","1","0","0",31
"2010","SE",22291,645.113056163384,"1",1948,"2","1","3","2","NA","3","NA","NA","NA","0","0","NA",2229,61,"0","1","0","0",62
"2010","SE",22331,645.113056163384,"2",1975,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2233,34,"2","1","0","0",35
"2010","SE",22421,645.113056163384,"1",1942,"2","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA",2242,67,"2","0.9583333333","0","100",67
"2010","SE",22441,645.113056163384,"1",1944,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2244,65,"0","0.7285714286","0","0",66
"2010","SE",22551,645.113056163384,"3",1953,"1","1","1","4","13","3","NA","30","NA","NA","NA","NA",2255,56,"2","0.786427582","0","0",57
"2010","SE",22751,645.113056163384,"1",1989,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",2275,20,"2","0.6869047619","0","0",21
"2010","SE",22971,645.113056163384,"1",1929,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",2297,80,"0","99","0","0",80
"2010","SE",23141,645.113056163384,"4",1939,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",2314,70,"0","0.5","0","0",71
"2010","SE",23301,645.113056163384,"3",1965,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2330,44,"0","1","0","0",45
"2010","SE",23521,645.113056163384,"3",1962,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",2352,47,"0","1","0","0",48
"2010","SE",23641,645.113056163384,"4",1929,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",2364,80,"0","1","0","0",80
"2010","SE",23701,645.113056163384,"2",1982,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2370,27,"0","1","0","0",28
"2010","SE",23821,645.113056163384,"3",1960,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2382,49,"2","99","0","0",50
"2010","SE",23831,645.113056163384,"4",1937,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2383,72,"0","1","0","0",73
"2010","SE",23941,645.113056163384,"4",1929,"2","1","1","3","13","3","NA","NA","NA","NA","0","0",2394,80,"0","0.2285714286","0","0",80
"2010","SE",23951,645.113056163384,"2",1963,"2","1","1","2","13","NA","15","NA","NA","NA","NA","NA",2395,46,"2","99","0","0",47
"2010","SE",24011,645.113056163384,"4",1987,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",2401,22,"2","1","0","0",23
"2010","SE",24271,645.113056163384,"2",1949,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2427,60,"0","99","0","0",61
"2010","SE",24341,645.113056163384,"2",1955,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2434,54,"2","1","0","0",54
"2010","SE",24361,645.113056163384,"4",1941,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2436,68,"0","99","0","0",69
"2010","SE",24381,645.113056163384,"2",1981,"2","1","3","2","13","NA","NA","30","NA","NA","NA","NA",2438,28,"0","99","0","1",29
"2010","SE",24791,645.113056163384,"3",1968,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2479,41,"2","99","0","0",42
"2010","SE",24881,645.113056163384,"2",1931,"2","1","1","3","13","3","NA","NA","NA","NA","NA","0",2488,78,"2","0.75","0","0",78
"2010","SE",24971,645.113056163384,"1",1955,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2497,54,"2","0.7437130984","0","0",54
"2010","SE",25141,645.113056163384,"2",1976,"1","1","4","4","13","NA","NA","NA","10","0","NA","0",2514,33,"0","0.6401995655","0","0",34
"2010","SE",25241,645.113056163384,"2",1959,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2524,50,"0","0.7285714286","0","0",51
"2010","SE",25251,645.113056163384,"2",1947,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2525,62,"0","99","0","0",63
"2010","SE",25341,645.113056163384,"2",1964,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2534,45,"2","0.2285714286","0","101",46
"2010","SE",25441,645.113056163384,"4",1947,"1","1","4","2","13","3","15","30","NA","NA","NA","NA",2544,62,"2","0.875","0","0",62
"2010","SE",25511,645.113056163384,"2",1934,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2551,75,"2","0.9166666667","0","0",75
"2010","SE",25541,645.113056163384,"2",1961,"1","1","3","3","13","3","15","NA","NA","NA","NA","0",2554,48,"0","99","0","0",49
"2010","SE",25631,645.113056163384,"2",1953,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2563,56,"0","1","0","1",57
"2010","SE",25651,645.113056163384,"2",1983,"1","1","1","4","NA","3","NA","NA","0","0","NA","NA",2565,26,"2","99","0","0",26
"2010","SE",25701,645.113056163384,"3",1929,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",2570,80,"2","0.7285714286","0","0",80
"2010","SE",25771,645.113056163384,"3",1938,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2577,71,"0","99","0","0",71
"2010","SE",25821,645.113056163384,"2",1934,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",2582,75,"0","99","0","100",76
"2010","SE",26031,645.113056163384,"2",1961,"1","1","4","4","13","NA","15","30","NA","NA","NA","NA",2603,48,"0","1","0","0",48
"2010","SE",26211,645.113056163384,"4",1964,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2621,45,"0","99","0","0",46
"2010","SE",26431,645.113056163384,"3",1970,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2643,39,"0","0.8291420656","0","0",40
"2010","SE",26531,645.113056163384,"1",1981,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",2653,28,"0","0.7285714286","0","0",29
"2010","SE",26911,645.113056163384,"3",1964,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",2691,45,"0","0.5","0","0",46
"2010","SE",27591,645.113056163384,"1",1941,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",2759,68,"2","99","0","0",69
"2010","SE",27781,645.113056163384,"2",1981,"2","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",2778,28,"0","99","0","0",29
"2010","SE",27961,645.113056163384,"1",1963,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",2796,46,"0","1","0","0",46
