"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2006","SE",2531,652.218045112782,"4",1933,"2","1","1","3","NA","3","NA","NA","NA","NA","0","NA",253,72,73
"2006","SE",2541,652.218045112782,"2",1982,"2","1","3","3","13","3","NA","NA","NA","NA","0","NA",254,23,24
"2006","SE",2551,652.218045112782,"1",1980,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",255,25,26
"2006","SE",2891,652.218045112782,"1",1952,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",289,53,54
"2006","SE",3101,652.218045112782,"1",1982,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",310,23,24
"2006","SE",3421,652.218045112782,"1",1952,"1","1","4","3","13","3","NA","30","NA","NA","0","NA",342,53,54
"2006","SE",3551,652.218045112782,"1",1940,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",355,65,66
"2006","SE",3561,652.218045112782,"3",1938,"1","1","4","4","13","3","NA","NA","NA","0","NA","NA",356,67,68
"2006","SE",3581,652.218045112782,"1",1935,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",358,70,71
"2006","SE",3601,652.218045112782,"1",1948,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",360,57,58
"2006","SE",3631,652.218045112782,"3",1969,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",363,36,37
"2006","SE",3931,652.218045112782,"4",1957,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",393,48,49
"2006","SE",3951,652.218045112782,"4",1939,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",395,66,67
"2006","SE",3971,652.218045112782,"3",1952,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",397,53,54
"2006","SE",4121,652.218045112782,"4",1960,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",412,45,46
"2006","SE",4471,652.218045112782,"4",1968,"1","1","3","4","13","NA","NA","NA","NA","15","NA","NA",447,37,38
"2006","SE",4771,652.218045112782,"1",1963,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",477,42,43
"2006","SE",4891,652.218045112782,"3",1963,"2","1","3","2","NA","NA","NA","30","NA","NA","NA","NA",489,42,43
"2006","SE",4991,652.218045112782,"4",1980,"1","1","2","2","13","3","NA","NA","NA","NA","0","NA",499,25,26
"2006","SE",5091,652.218045112782,"1",1946,"1","1","3","3","13","NA","NA","NA","NA","0","NA","0",509,59,60
"2006","SE",5101,652.218045112782,"2",1979,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",510,26,27
"2006","SE",5581,652.218045112782,"3",1950,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",558,55,56
"2006","SE",5651,652.218045112782,"3",1956,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",565,49,50
"2006","SE",5701,652.218045112782,"1",1964,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",570,41,42
"2006","SE",5871,652.218045112782,"1",1984,"1","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",587,21,22
"2006","SE",5971,652.218045112782,"1",1954,"1","1","1","2","NA","3","NA","NA","NA","0","NA","NA",597,51,52
"2006","SE",6041,652.218045112782,"1",1952,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",604,53,54
"2006","SE",6151,652.218045112782,"3",1955,"2","1","1","4","13","3","NA","NA","NA","NA","0","NA",615,50,51
"2006","SE",6491,652.218045112782,"4",1976,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",649,29,30
"2006","SE",6581,652.218045112782,"2",1969,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",658,36,37
"2006","SE",6601,652.218045112782,"1",1933,"2","1","1","2","NA","3","NA","NA","NA","NA","0","NA",660,72,73
"2006","SE",6621,652.218045112782,"2",1981,"1","1","4","2","13","3","NA","NA","NA","NA","NA","0",662,24,25
"2006","SE",6681,652.218045112782,"1",1929,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",668,76,77
"2006","SE",6711,652.218045112782,"3",1972,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",671,33,34
"2006","SE",7101,652.218045112782,"4",1978,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",710,27,28
"2006","SE",7301,652.218045112782,"1",1959,"1","1","3","3","13","5","NA","NA","NA","NA","NA","0",730,46,47
"2006","SE",8201,652.218045112782,"1",1925,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",820,80,80
"2006","SE",8391,652.218045112782,"2",1945,"2","1","4","3","13","NA","NA","NA","NA","0","NA","NA",839,60,61
"2006","SE",8441,652.218045112782,"1",1981,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",844,24,25
"2006","SE",8511,652.218045112782,"2",1987,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",851,18,19
"2006","SE",8541,652.218045112782,"2",1925,"2","1","2","4","13","3","NA","30","NA","NA","NA","NA",854,80,80
"2006","SE",8691,652.218045112782,"4",1981,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",869,24,25
"2006","SE",8731,652.218045112782,"3",1957,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",873,48,49
"2006","SE",9131,652.218045112782,"1",1933,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",913,72,73
"2006","SE",9361,652.218045112782,"2",1979,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",936,26,27
"2006","SE",9541,652.218045112782,"3",1925,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",954,80,80
"2006","SE",9581,652.218045112782,"4",1961,"1","1","1","2","13","NA","NA","NA","NA","35","NA","NA",958,44,45
"2006","SE",9591,652.218045112782,"2",1952,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",959,53,54
"2006","SE",9631,652.218045112782,"3",1976,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",963,29,30
"2006","SE",10021,652.218045112782,"2",1928,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",1002,77,78
"2006","SE",10291,652.218045112782,"3",1925,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1029,80,80
"2006","SE",10301,652.218045112782,"4",1982,"2","1","1","2","13","NA","NA","30","NA","NA","NA","NA",1030,23,24
"2006","SE",10661,652.218045112782,"1",1925,"2","1","3","2","13","3","NA","NA","10","0","NA","NA",1066,80,80
"2006","SE",10721,652.218045112782,"1",1944,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1072,61,62
"2006","SE",10781,652.218045112782,"4",1946,"2","1","4","4","13","3","NA","NA","NA","NA","NA","0",1078,59,60
"2006","SE",10931,652.218045112782,"3",1929,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1093,76,77
"2006","SE",11311,652.218045112782,"2",1975,"1","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",1131,30,31
"2006","SE",11551,652.218045112782,"3",1940,"1","1","1","3","13","3","NA","NA","10","NA","NA","NA",1155,65,66
"2006","SE",11561,652.218045112782,"4",1967,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","0",1156,38,39
"2006","SE",12031,652.218045112782,"1",1979,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1203,26,27
"2006","SE",12111,652.218045112782,"3",1929,"2","1","1","2","13","NA","NA","NA","NA","NA","0","NA",1211,76,77
"2006","SE",12151,652.218045112782,"1",1929,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",1215,76,76
"2006","SE",12461,652.218045112782,"3",1961,"1","1","4","3","13","3","15","NA","NA","NA","0","NA",1246,44,45
"2006","SE",12811,652.218045112782,"3",1978,"1","1","4","2","13","5","NA","NA","NA","40","NA","NA",1281,27,28
"2006","SE",13151,652.218045112782,"2",1939,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1315,66,67
"2006","SE",13271,652.218045112782,"3",1967,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1327,38,39
"2006","SE",13291,652.218045112782,"2",1973,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1329,32,33
"2006","SE",13301,652.218045112782,"4",1954,"1","1","1","4","13","3","NA","NA","18","NA","NA","NA",1330,51,52
"2006","SE",13361,652.218045112782,"2",1978,"1","1","1","4","13","3","NA","NA","NA","NA","0","0",1336,27,27
"2006","SE",13451,652.218045112782,"2",1940,"2","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",1345,65,66
"2006","SE",13781,652.218045112782,"2",1980,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1378,25,26
"2006","SE",13831,652.218045112782,"3",1939,"2","1","1","4","13","NA","NA","30","NA","0","NA","NA",1383,66,67
"2006","SE",13871,652.218045112782,"4",1982,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1387,23,24
"2006","SE",13911,652.218045112782,"4",1944,"2","1","4","4","13","3","NA","NA","NA","35","NA","0",1391,61,62
"2006","SE",14471,652.218045112782,"4",1944,"1","1","4","2","13","NA","NA","NA","NA","NA","0","NA",1447,61,62
"2006","SE",14551,652.218045112782,"1",1938,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1455,67,68
"2006","SE",14561,652.218045112782,"4",1967,"1","1","4","4","NA","3","NA","30","NA","NA","0","NA",1456,38,38
"2006","SE",14761,652.218045112782,"1",1980,"2","1","1","2","13","NA","NA","NA","NA","0","0","NA",1476,25,26
"2006","SE",14811,652.218045112782,"3",1977,"2","1","4","3","13","3","NA","NA","NA","NA","0","0",1481,28,29
"2006","SE",14841,652.218045112782,"3",1938,"2","1","3","4","13","3","NA","30","NA","NA","NA","NA",1484,67,68
"2006","SE",15021,652.218045112782,"3",1976,"2","1","3","2","13","NA","NA","NA","NA","0","NA","NA",1502,29,30
"2006","SE",15061,652.218045112782,"2",1931,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","0",1506,74,75
"2006","SE",15181,652.218045112782,"3",1937,"2","1","1","2","13","3","NA","NA","0","NA","0","0",1518,68,69
"2006","SE",15231,652.218045112782,"2",1978,"1","1","1","3","13","NA","NA","NA","NA","0","NA","NA",1523,27,28
"2006","SE",15261,652.218045112782,"3",1937,"1","1","4","2","13","3","NA","NA","NA","0","NA","0",1526,68,69
"2006","SE",15281,652.218045112782,"2",1943,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",1528,62,63
"2006","SE",15611,652.218045112782,"4",1961,"2","1","4","4","13","3","NA","NA","NA","0","NA","NA",1561,44,45
"2006","SE",15831,652.218045112782,"4",1988,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1583,17,17
"2006","SE",15891,652.218045112782,"2",1931,"2","1","1","3","13","NA","15","NA","NA","NA","NA","NA",1589,74,75
"2006","SE",15931,652.218045112782,"1",1951,"1","1","4","3","13","3","NA","NA","NA","40","NA","NA",1593,54,55
"2006","SE",15941,652.218045112782,"4",1952,"2","1","4","3","13","3","NA","NA","NA","0","0","0",1594,53,54
"2006","SE",15991,652.218045112782,"3",1956,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1599,49,50
"2006","SE",16311,652.218045112782,"1",1925,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1631,80,80
"2006","SE",16561,652.218045112782,"1",1940,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1656,65,66
"2006","SE",16641,652.218045112782,"2",1925,"2","1","2","2","13","3","NA","NA","NA","NA","NA","0",1664,80,80
"2006","SE",16751,652.218045112782,"1",1939,"1","1","4","2","13","3","NA","NA","NA","26","NA","NA",1675,66,67
"2006","SE",16801,652.218045112782,"1",1937,"1","1","4","3","13","3","NA","NA","NA","31","NA","NA",1680,68,69
"2006","SE",17231,652.218045112782,"1",1935,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",1723,70,71
"2006","SE",17341,652.218045112782,"3",1944,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1734,61,62
"2006","SE",17481,652.218045112782,"2",1925,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",1748,80,80
"2006","SE",17501,652.218045112782,"4",1925,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1750,80,80
"2006","SE",17931,652.218045112782,"3",1946,"1","1","4","4","13","3","NA","NA","NA","NA","NA","0",1793,59,60
"2006","SE",17941,652.218045112782,"3",1943,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","0",1794,62,63
"2006","SE",18051,652.218045112782,"1",1962,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","0",1805,43,44
"2006","SE",18471,652.218045112782,"1",1944,"2","1","1","4","13","3","NA","NA","NA","0","0","NA",1847,61,62
"2006","SE",18631,652.218045112782,"1",1933,"2","1","1","3","13","3","NA","NA","NA","35","NA","NA",1863,72,73
"2006","SE",18691,652.218045112782,"4",1962,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",1869,43,44
"2006","SE",18771,652.218045112782,"1",1979,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1877,26,27
"2006","SE",18901,652.218045112782,"4",1952,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1890,53,54
"2006","SE",19551,652.218045112782,"2",1976,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",1955,29,30
"2006","SE",19741,652.218045112782,"2",1969,"1","1","3","2","13","5","NA","NA","NA","0","0","NA",1974,36,37
"2006","SE",19841,652.218045112782,"1",1925,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1984,80,80
"2006","SE",20061,652.218045112782,"1",1931,"2","1","4","3","13","3","NA","NA","NA","0","NA","0",2006,74,75
"2006","SE",20141,652.218045112782,"2",1941,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2014,64,65
"2006","SE",20251,652.218045112782,"2",1973,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2025,32,33
"2006","SE",20381,652.218045112782,"4",1933,"1","1","3","4","13","3","NA","NA","NA","0","NA","NA",2038,72,73
"2006","SE",20391,652.218045112782,"3",1925,"2","1","1","2","13","NA","NA","NA","NA","15","NA","NA",2039,80,80
"2006","SE",20461,652.218045112782,"2",1952,"1","1","3","2","13","3","NA","NA","NA","0","NA","NA",2046,53,54
"2006","SE",20561,652.218045112782,"3",1972,"1","1","3","4","NA","3","NA","30","0","NA","NA","0",2056,33,34
"2006","SE",20641,652.218045112782,"3",1935,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2064,70,71
"2006","SE",20851,652.218045112782,"1",1965,"2","1","4","2","NA","NA","NA","NA","NA","NA","0","NA",2085,40,41
"2006","SE",20901,652.218045112782,"4",1959,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2090,46,47
"2006","SE",21071,652.218045112782,"4",1939,"2","1","3","2","NA","NA","NA","NA","NA","NA","NA","0",2107,66,67
"2006","SE",21241,652.218045112782,"2",1927,"2","1","1","4","13","NA","NA","NA","0","NA","NA","NA",2124,78,79
"2006","SE",21281,652.218045112782,"1",1925,"2","1","3","3","13","NA","NA","NA","NA","NA","0","NA",2128,80,80
"2006","SE",21511,652.218045112782,"2",1938,"2","1","1","4","NA","3","NA","NA","NA","NA","0","NA",2151,67,68
"2006","SE",21641,652.218045112782,"3",1976,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2164,29,30
"2006","SE",21841,652.218045112782,"1",1954,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2184,51,52
"2006","SE",21901,652.218045112782,"4",1944,"2","1","4","2","13","3","NA","NA","0","NA","0","NA",2190,61,62
"2006","SE",21981,652.218045112782,"3",1939,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2198,66,67
"2006","SE",22121,652.218045112782,"2",1925,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",2212,80,80
"2006","SE",22301,652.218045112782,"4",1949,"1","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",2230,56,57
"2006","SE",22501,652.218045112782,"2",1957,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2250,48,48
"2006","SE",22691,652.218045112782,"4",1952,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",2269,53,54
"2006","SE",22851,652.218045112782,"4",1925,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","0",2285,80,80
"2006","SE",23061,652.218045112782,"3",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2306,36,37
"2006","SE",23151,652.218045112782,"4",1972,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",2315,33,34
"2006","SE",23241,652.218045112782,"1",1977,"1","1","1","3","13","NA","NA","NA","20","22","NA","NA",2324,28,29
"2006","SE",23341,652.218045112782,"1",1955,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2334,50,50
"2006","SE",23351,652.218045112782,"3",1969,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2335,36,37
"2006","SE",23461,652.218045112782,"4",1981,"2","1","4","4","13","3","NA","NA","10","NA","NA","NA",2346,24,25
"2006","SE",23541,652.218045112782,"4",1937,"1","1","1","3","13","3","NA","NA","NA","0","NA","NA",2354,68,68
"2006","SE",23791,652.218045112782,"3",1969,"2","1","1","4","NA","3","NA","NA","NA","0","NA","NA",2379,36,36
"2006","SE",23871,652.218045112782,"4",1958,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",2387,47,48
"2006","SE",23881,652.218045112782,"4",1965,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",2388,40,41
"2006","SE",24301,652.218045112782,"3",1963,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2430,42,43
"2006","SE",24391,652.218045112782,"1",1939,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",2439,66,67
"2006","SE",24461,652.218045112782,"3",1926,"2","1","3","2","13","NA","NA","30","NA","NA","NA","NA",2446,79,80
"2006","SE",24641,652.218045112782,"2",1956,"1","1","4","3","13","3","NA","NA","5","NA","NA","NA",2464,49,50
"2006","SE",24731,652.218045112782,"1",1969,"1","1","3","4","NA","3","NA","NA","18","NA","NA","NA",2473,36,37
"2006","SE",24741,652.218045112782,"3",1942,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",2474,63,64
"2006","SE",24811,652.218045112782,"4",1925,"2","1","NA","2","13","3","NA","NA","NA","0","NA","NA",2481,80,80
"2006","SE",24921,652.218045112782,"2",1948,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",2492,57,58
"2006","SE",24981,652.218045112782,"3",1974,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2498,31,32
"2006","SE",25031,652.218045112782,"4",1981,"2","1","4","4","13","5","NA","NA","NA","NA","0","NA",2503,24,25
"2006","SE",25121,652.218045112782,"2",1926,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",2512,79,80
"2006","SE",25271,652.218045112782,"3",1981,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","0",2527,24,25
"2006","SE",25311,652.218045112782,"4",1981,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2531,24,25
"2006","SE",25501,652.218045112782,"3",1925,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",2550,80,80
"2006","SE",25691,652.218045112782,"4",1981,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",2569,24,25
"2006","SE",25891,652.218045112782,"1",1927,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2589,78,79
"2006","SE",26021,652.218045112782,"3",1929,"2","1","1","2","NA","3","NA","NA","4","NA","NA","NA",2602,76,77
"2006","SE",26361,652.218045112782,"2",1926,"2","1","4","3","13","NA","NA","NA","NA","NA","0","NA",2636,79,80
"2006","SE",26371,652.218045112782,"3",1941,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2637,64,65
"2006","SE",27061,652.218045112782,"2",1925,"2","1","1","2","13","NA","NA","NA","NA","NA","0","NA",2706,80,80
"2006","SE",27241,652.218045112782,"4",1951,"1","1","4","2","13","3","NA","NA","NA","NA","NA","0",2724,54,55
"2006","SE",27391,652.218045112782,"2",1933,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",2739,72,72
"2006","SE",27491,652.218045112782,"2",1925,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",2749,80,80
"2006","SE",27501,652.218045112782,"2",1963,"2","1","1","4","13","NA","NA","NA","NA","NA","0","NA",2750,42,43
"2006","SE",27551,652.218045112782,"4",1973,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2755,32,33
"2006","SE",27611,652.218045112782,"3",1939,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","0",2761,66,67
"2006","SE",27741,652.218045112782,"3",1969,"1","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",2774,36,37
"2006","SE",27771,652.218045112782,"4",1928,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",2777,77,77
"2006","SE",27881,652.218045112782,"3",1947,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",2788,58,59
"2006","SE",28101,652.218045112782,"1",1971,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2810,34,35
"2006","SE",28221,652.218045112782,"1",1939,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2822,66,67
"2006","SE",28261,652.218045112782,"2",1928,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2826,77,78
"2006","SE",28271,652.218045112782,"1",1929,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2827,76,77
"2006","SE",28281,652.218045112782,"4",1925,"2","1","3","2","13","3","NA","30","NA","NA","NA","NA",2828,80,80
"2006","SE",28311,652.218045112782,"1",1981,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",2831,24,25
"2006","SE",28371,652.218045112782,"1",1964,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2837,41,42
"2006","SE",28591,652.218045112782,"1",1956,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",2859,49,50
"2006","SE",28871,652.218045112782,"2",1957,"1","1","4","2","NA","3","NA","NA","NA","0","NA","NA",2887,48,49
"2006","SE",28961,652.218045112782,"4",1964,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",2896,41,42
"2006","SE",29061,652.218045112782,"4",1936,"2","1","1","2","NA","NA","NA","NA","NA","NA","NA","0",2906,69,70
"2006","SE",29091,652.218045112782,"4",1955,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2909,50,51
"2006","SE",29341,652.218045112782,"1",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2934,36,37
"2006","SE",29361,652.218045112782,"1",1961,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2936,44,45
"2006","SE",29471,652.218045112782,"3",1961,"1","1","2","3","13","NA","NA","NA","NA","NA","0","0",2947,44,45
"2006","SE",29541,652.218045112782,"4",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2954,36,37
"2006","SE",29601,652.218045112782,"1",1931,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2960,74,75
"2006","SE",29671,652.218045112782,"3",1956,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2967,49,50
"2006","SE",29781,652.218045112782,"1",1958,"1","1","2","3","13","3","NA","NA","NA","NA","NA","NA",2978,47,48
"2006","SE",29791,652.218045112782,"3",1926,"2","1","1","4","13","3","NA","NA","NA","40","NA","NA",2979,79,80
"2006","SE",29881,652.218045112782,"1",1948,"1","1","1","4","13","3","NA","NA","0","NA","0","NA",2988,57,58
"2006","SE",29921,652.218045112782,"2",1942,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2992,63,64
"2006","SE",30221,652.218045112782,"4",1925,"2","1","1","4","13","3","NA","NA","8","NA","NA","NA",3022,80,80
"2006","SE",30231,652.218045112782,"4",1944,"1","1","1","3","NA","NA","NA","30","NA","NA","NA","NA",3023,61,62
"2006","SE",30341,652.218045112782,"1",1944,"2","1","1","3","13","NA","NA","NA","NA","NA","0","NA",3034,61,62
"2006","SE",30391,652.218045112782,"1",1955,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",3039,50,51
"2006","SE",30531,652.218045112782,"3",1931,"1","1","1","4","13","3","NA","NA","0","0","NA","NA",3053,74,75
"2006","SE",30541,652.218045112782,"3",1957,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",3054,48,49
"2006","SE",30551,652.218045112782,"1",1925,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",3055,80,80
"2006","SE",30711,652.218045112782,"4",1950,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",3071,55,56
"2006","SE",30871,652.218045112782,"3",1976,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",3087,29,30
"2006","SE",30961,652.218045112782,"3",1986,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",3096,19,19
"2006","SE",31011,652.218045112782,"4",1959,"2","1","4","2","NA","NA","NA","30","NA","NA","NA","NA",3101,46,47
"2006","SE",31031,652.218045112782,"2",1981,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",3103,24,25
"2006","SE",31241,652.218045112782,"1",1955,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",3124,50,51
