"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","SE",124,"4","2007","19",110737,103700,0,0,,,,,,0,0,0,0,0,266,,0,415,0,6622,"2","2","2","1","1","1","1","1","1","1","1","3","3781.98","3","NA","2","1","2","2","4","2","6","2","1","NA","556.92","574.86","1","1","2","1","1","1","1","2","1","3","4","4","3","3","1","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",132,"3","2007","11",31788,24640,0,0,,,,,,0,0,0,0,0,344,,0,0,0,7147,"2","2","2","1","1","1","1","1","1","1","2","3","3781.98","2","NA","2","2","2","2","1","1","6","2","1","NA","747.21","589.34","1","1","2","1","1","2","1","2","1","4","4","NA","3","3","4","3","1","NA","1",1,,,,,,,,,,
"2007","SE",139,"4","2007","17",18408,15561,0,0,,,,,,0,0,0,0,0,173,,0,0,0,2847,"2","2","2","1","1","1","1","1","1","1","1","3","NA","3","NA","2","1","2","2","1","1","2","1","1","421.42","NA","663.9","1","1","2","1","1","1","1","2","1","4","4","2","3","NA","3","NA","2","1","1",1,,,,,,,,,,
"2007","SE",146,"4","2007","45",17180,13851,0,0,,,,,,0,0,0,0,0,0,,0,307,0,3021,"2","2","2","1","2","NA","1","1","1","1","3","4","NA","3","NA","2","2","2","2","1","2","1","2","1","433.42","636.67","461.4","1","1","2","1","1","1","1","2","1","3","4","4","3","NA","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",176,"4","2007","13",32072,20420,0,0,,,,,,0,0,0,0,0,1030,,0,0,0,11651,"2","2","2","1","1","1","1","1","1","1","1","6","3241.7","2","3","2","2","2","2","4","1","5","2","1","NA","NA","589.34","1","1","2","1","1","1","1","1","1","3","3","4","3","4","3","NA","2","3","1",1,,,,,,,,,,
"2007","SE",180,"4","2007","9",6933,5175,0,0,,,,,,0,0,0,0,0,64,,0,167,0,1591,"NA","2","2","1","1","1","1","1","1","1","3","4","2161.13","1","NA","2","2","2","2","4","2","1","2","1","507.87","NA","628.89","1","1","2","1","1","1","1","1","1","4","3","3","3","4","4","4","1","NA","1",1,,,,,,,,,,
"2007","SE",182,"3","2007","13",15371,14919,0,0,,,,,,0,0,0,4437,0,0,,0,57,0,396,"2","2","NA","1","1","1","1","1","1","1","1","4","3241.7","3","1","2","1","1","2","4","2","6","2","1","NA","855.92","726.47","1","1","1","1","1","2","1","2","1","3","4","4","3","1","4","3","2","7","1",1,,,,,,,,,,
"2007","SE",223,"4","2007","25",39465,37425,0,0,,,,,,0,0,0,0,0,390,,0,0,0,2040,"2","2","2","1","1","1","1","1","1","1","1","5","2701.42","3","NA","2","1","2","2","1","1","5","2","1","NA","747.21","747.21","1","1","2","1","1","1","1","1","1","4","4","3","4","2","3","NA","2","1","1",1,,,,,,,,,,
"2007","SE",234,"4","2007","10",26471,23596,0,0,,,,,,0,0,0,0,0,133,,0,0,0,2875,"2","2","2","1","1","1","1","1","1","1","1","1","2161.13","3","1","1","2","2","2","1","1","6","2","1","NA","747.21","520.83","1","1","1","1","1","1","1","2","1","4","4","4","4","4","3","2","2","3","1",1,,,,,,,,,,
"2007","SE",247,"4","2007","31",29021,20723,0,0,,,,,,0,0,0,0,0,1583,,0,0,0,8298,"2","2","NA","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","1","2","4","2","5","2","1","NA","NA","655.9","1","1","2","1","1","1","1","2","1","4","3","3","3","NA","3","3","2","7","1",1,,,,,,,,,,
"2007","SE",280,"4","2007","8",78234,62695,0,0,,,,,,0,0,0,0,0,0,,0,0,0,15539,"2","1","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","556.92","0","1","1","1","1","1","1","1","2","1","4","4","4","3","4","3","3","1","NA","1",1,,,,,,,,,,
"2007","SE",301,"4","2007","20",40433,35894,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4540,"2","2","2","1","1","2","1","1","1","1","2","5","NA","1","1","2","2","2","2","1","2","6","2","1","NA","969.7","718.04","1","1","2","1","1","1","1","2","1","3","4","4","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",331,"4","2007","14",34256,23317,0,0,,,,,,0,0,0,0,0,714,,0,929,0,10010,"2","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","1","2","2","1","1","3","2","1","1080.57","875.15","1442.56","1","1","2","1","1","1","NA","2","1","4","4","2","3","2","3","2","1","NA","1",1,,,,,,,,,,
"2007","SE",343,"3","2007","10",25759,18598,0,0,,,,,,0,0,0,0,0,11,,0,0,0,7160,"2","2","2","1","1","1","1","1","1","1","1","5","NA","2","2","2","2","2","2","4","1","6","2","1","NA","969.7","573.57","1","1","2","1","1","1","1","2","1","2","3","4","3","NA","3","NA","2","3","1",1,,,,,,,,,,
"2007","SE",345,"4","2007","17",20502,-26969,0,0,,,,,,0,0,0,0,0,0,,0,0,0,47471,"2","2","NA","1","1","1","1","1","1","1","1","5","1188.62","3","NA","2","2","2","1","4","1","2","1","1","270.14","NA","43.87","1","1","1","1","1","1","1","2","1","4","2","3","3","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",346,"3","2007","11",34735,24656,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10079,"NA","2","NA","1","1","1","1","1","1","1","1","6","3241.7","3","NA","2","1","2","2","1","1","6","2","1","NA","747.21","442.6","1","1","2","1","1","1","1","2","1","4","3","2","4","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",349,"4","2007","25",13934,13636,0,0,,,,,,0,0,0,265,0,0,,0,58,0,239,"2","2","NA","1","1","1","1","1","1","1","1","4","1620.85","3","NA","2","2","2","2","4","1","3","2","1","NA","855.92","1237.25","1","1","2","1","1","1","1","1","1","4","3","4","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",352,"4","2007","25",24913,17541,0,0,,,,,,0,0,0,0,0,253,,0,0,0,7372,"2","2","NA","1","1","1","1","1","3","1","3","6","NA","2","NA","2","2","2","1","4","3","3","2","1","NA","NA","541.69","1","1","2","1","1","1","1","2","1","3","4","NA","2","1","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",381,"4","2007","15",11527,5028,0,0,,,,,,0,0,0,0,0,20,,0,196,0,6304,"2","2","2","1","2","1","1","1","1","1","1","3","3241.7","3","3","2","2","2","2","2","1","6","2","1","NA","855.92","792.38","1","1","2","1","1","1","1","2","1","3","3","3","3","1","3","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",383,"4","2007","15",16793,-2356,0,0,,,,,,0,0,0,0,0,0,,0,0,0,19149,"2","2","2","1","1","1","1","1","1","1","3","4","2701.42","3","3","2","2","2","1","4","1","3","2","1","NA","747.21","0","NA","1","2","1","1","1","1","2","1","3","3","3","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",384,"4","2007","18",23939,14781,0,0,,,,,,0,0,0,0,0,0,,0,4809,0,4349,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","1","5","2","1","NA","747.21","0.65","1","1","2","1","1","1","1","2","1","4","4","4","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",399,"4","2007","16",15484,14259,0,0,,,,,,0,0,0,0,0,0,,0,49,0,1176,"2","2","2","1","1","1","1","1","1","1","1","2","864.45","3","3","2","2","2","2","4","1","5","2","NA","NA","NA","0","1","1","2","1","1","1","1","2","1","3","3","4","2","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",434,"4","2007","15",15408,843,0,0,,,,,,0,0,0,0,0,0,,0,0,0,14565,"2","2","2","1","1","1","1","1","1","1","1","2","1620.85","2","NA","1","2","2","2","1","2","3","2","1","NA","NA","811.07","1","1","2","1","2","1","1","1","1","3","4","4","3","NA","2","NA","2","1","1",1,,,,,,,,,,
"2007","SE",463,"4","2007","28",14294,10217,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4076,"2","2","2","1","2","1","1","1","1","1","1","3","1080.57","2","NA","2","2","2","2","3","1","2","2","1","540.28","969.7","655.9","1","1","2","1","1","1","1","2","1","4","4","3","4","4","2","3","1","NA","1",1,,,,,,,,,,
"2007","SE",474,"3","2007","10",17334,15050,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2284,"2","2","2","1","1","1","1","1","3","1","3","5","3241.7","3","3","2","2","2","2","2","2","3","2","1","NA","636.67","720.95","1","1","1","1","1","1","1","2","2","3","4","4","2","3","2","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",483,"4","2007","14",19514,12813,679,679,,,,,,679,0,0,0,0,636,,0,0,0,6700,"2","2","NA","1","1","1","1","1","1","1","2","6","864.45","3","3","2","1","2","2","1","1","6","2","1","NA","NA","464.97","1","1","1","1","1","1","1","2","1","4","4","4","4","4","3","3","2","NA","1",1,,,,,,,,,,
"2007","SE",493,"3","2007","15",42803,26586,0,0,,,,,,0,0,0,4770,0,0,,0,3011,0,13205,"2","2","NA","1","1","1","1","1","1","1","1","4","1620.85","3","NA","2","1","2","2","4","1","6","2","1","NA","855.92","0.65","1","1","2","1","1","1","1","2","1","4","3","4","4","1","3","4","2","NA","1",1,,,,,,,,,,
"2007","SE",495,"4","2007","10",27836,25833,0,0,,,,,,0,0,0,501,0,0,,0,0,0,2004,"NA","2","2","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","2","3","2","1","NA","743.32","550.87","1","1","2","1","1","1","1","2","1","4","4","4","3","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",541,"3","2007","12",21415,5528,131,131,,,,,,131,0,0,0,0,123,,0,1712,0,14175,"2","2","2","1","1","1","1","1","1","1","1","3","NA","3","3","2","2","2","2","1","1","1","2","1","460.32","855.92","567.41","1","1","2","1","1","1","1","2","1","4","4","3","3","NA","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",548,"4","2007","15",19085,10655,0,0,,,,,,0,0,0,4404,0,0,,0,0,0,8430,"2","2","2","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","2","1","4","1","4","2","1","NA","580.26","1074.84","1","1","1","1","1","1","1","2","1","3","3","4","3","3","3","3","1","3","1",1,,,,,,,,,,
"2007","SE",553,"4","2007","15",18977,7615,0,0,,,,,,0,0,0,0,0,0,,0,0,0,11362,"2","2","2","1","1","1","1","1","1","1","1","6","2485.3","2","NA","2","2","2","2","1","1","5","2","1","NA","747.21","845.11","1","1","1","1","1","1","1","2","1","3","4","4","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",569,"4","2007","26",0,-7061,0,0,,,,,,0,0,0,0,0,0,,0,0,0,7061,"2","2","2","1","1","1","1","1","1","1","1","4","1080.57","2","NA","2","2","2","2","3","1","6","2","1","456","NA","20.1","NA","1","2","1","1","1","1","2","1","3","3","4","3","4","3","3","1","1","1",1,,,,,,,,,,
"2007","SE",579,"3","2007","21",35903,19703,0,0,,,,,,0,0,0,0,0,6961,,0,372,0,15828,"2","2","2","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","1","3","2","1","NA","426.39","573.57","1","1","2","1","1","1","1","2","1","3","4","4","3","NA","4","3","2","NA","1",1,,,,,,,,,,
"2007","SE",586,"4","2007","20",24854,20467,0,0,,,,,,0,0,0,0,0,217,,0,1466,0,2921,"2","2","NA","1","1","1","1","1","1","1","1","2","NA","2","3","2","2","2","2","4","1","5","2","1","NA","855.92","573.57","1","1","2","1","1","1","1","2","1","4","4","4","4","3","2","4","2","NA","1",1,,,,,,,,,,
"2007","SE",596,"4","2007","14",40694,40464,19,19,,,,,,19,0,0,0,0,18,,0,0,0,231,"2","2","NA","1","1","1","1","1","1","1","1","4","1188.62","3","3","2","2","2","2","1","1","2","2","1","486.26","747.21","319.2","1","1","2","1","1","1","1","2","1","4","2","4","4","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",628,"3","2007","20",21038,13258,0,0,,,,,,0,0,0,0,0,448,,0,886,0,6893,"2","2","NA","1","1","1","1","1","1","1","2","4","1620.85","2","3","2","1","2","2","3","1","3","2","1","389","580.26","9.73","1","1","2","1","1","1","1","2","1","4","4","2","2","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",638,"4","2007","13",39849,21621,0,0,,,,,,0,0,0,0,0,184,,0,0,0,18228,"2","2","2","1","1","2","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","1","3","2","1","NA","426.39","1273.88","1","1","2","1","1","1","1","2","1","4","4","2","3","4","3","3","2","NA","1",1,,,,,,,,,,
"2007","SE",641,"4","2007","8",21215,19012,0,0,,,,,,0,357,0,0,0,208,,0,0,0,2203,"2","2","NA","2","1","1","1","1","1","1","1","4","NA","1","3","1","1","2","2","4","1","4","2","1","NA","747.21","764.29","1","1","1","1","1","1","1","1","1","3","3","4","3","NA","3","3","2","NA","1",1,,,,,,,,,,
"2007","SE",648,"4","2007","18",26342,21227,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5115,"2","2","NA","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","4","2","4","2","1","NA","747.21","924.32","1","1","2","1","1","1","1","2","1","4","3","4","4","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",650,"4","2007","27",68076,67927,0,0,,,,,,0,0,0,0,0,1831,,0,21,0,128,"2","2","NA","1","1","2","1","1","1","1","2","5","NA","3","3","2","2","1","1","4","1","6","2","1","NA","614.84","718.04","1","1","2","1","1","1","1","1","1","4","4","4","3","3","4","4","2","NA","1",1,,,,,,,,,,
"2007","SE",688,"4","2007","15",42512,33900,0,0,,,,,,0,0,0,791,0,0,,0,0,0,8611,"2","2","NA","1","1","1","1","1","1","1","3","2","2701.42","2","NA","2","2","2","2","3","1","1","2","1","NA","747.21","372.69","1","1","2","1","1","1","1","2","1","3","3","4","4","3","2","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",708,"4","2007","15",11052,6876,0,0,,,,,,0,0,0,0,0,7,,0,1201,0,2975,"2","2","2","2","1","1","1","1","1","1","1","4","NA","1","NA","2","1","2","1","1","1","1","2","1","1270.96","693.08","550.55","1","1","2","1","1","1","1","2","1","4","4","4","3","3","3","4","2","NA","1",1,,,,,,,,,,
"2007","SE",795,"3","2007","7",49297,30039,0,0,,,,,,0,0,0,0,0,58,,0,3036,0,16222,"2","2","NA","1","1","2","1","1","3","1","1","4","4322.27","3","NA","2","2","2","2","1","1","5","2","1","NA","636.67","685.51","1","1","2","1","1","1","1","2","1","2","4","4","3","1","3","2","2","NA","1",1,,,,,,,,,,
"2007","SE",813,"4","2007","9",17679,12758,0,0,,,,,,0,0,0,0,0,46,,0,111,0,4810,"2","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","1","4","2","1","664.55","747.21","1273.88","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","4","2","NA","1",1,,,,,,,,,,
"2007","SE",817,"4","2007","35",24503,19930,0,0,,,,,,0,0,0,0,0,1309,,0,0,0,4574,"2","2","NA","1","1","1","1","1","1","1","1","5","2269.19","3","NA","2","2","2","1","1","2","4","2","1","693.08","636.67","1053.23","1","1","2","2","1","1","1","2","1","2","4","4","4","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",825,"4","2007","18",28796,23434,0,0,,,,,,0,0,0,0,0,0,,0,322,0,5039,"2","2","2","1","1","1","1","1","1","1","2","5","2701.42","3","3","2","1","2","2","1","1","4","2","2","1112.98","747.21","792.38","1","1","2","1","1","1","1","2","1","2","3","4","3","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",827,"4","2007","13",24240,18499,0,0,,,,,,0,0,0,0,0,567,,0,0,0,5741,"2","2","2","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","442.38","1","1","2","1","1","1","1","2","1","3","3","4","3","4","3","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",844,"4","2007","16",41114,34990,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6124,"2","2","2","2","1","1","3","1","1","1","1","4","1080.57","3","NA","2","2","2","1","1","2","4","2","1","664.55","855.92","805.45","1","1","2","1","1","1","1","2","1","3","4","NA","3","3","3","4","2","NA","1",1,,,,,,,,,,
"2007","SE",846,"4","2007","14",2877,-24844,0,0,,,,,,0,0,0,0,0,2058,,0,0,0,27722,"2","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","0","1","1","2","1","1","1","1","2","1","4","3","4","4","4","3","3","2","NA","1",1,,,,,,,,,,
"2007","SE",885,"4","2007","14",19801,16502,743,743,,,,,,743,0,0,0,0,377,,0,0,0,3299,"2","2","2","1","1","1","1","1","3","1","3","5","1080.57","2","1","2","2","2","2","1","2","6","2","1","NA","855.92","589.34","1","1","2","1","1","1","2","2","1","3","3","NA","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",908,"4","2007","28",24393,24248,0,0,,,,,,0,0,0,0,0,20,,0,19,0,126,"2","2","2","2","1","1","1","1","1","1","1","4","648.34","2","NA","2","1","2","2","3","2","3","2","1","NA","747.21","225.84","1","1","2","1","1","1","1","2","1","4","3","NA","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",925,"4","2007","20",22033,17241,0,0,,,,,,0,310,0,0,0,181,,0,1602,0,3190,"2","1","2","2","1","1","1","1","1","1","1","3","NA","3","3","2","2","2","1","3","1","5","2","1","518.67","NA","415.8","1","1","2","1","1","1","1","2","1","4","4","3","4","3","3","NA","2","3","1",1,,,,,,,,,,
"2007","SE",929,"4","2007","23",7271,6275,0,0,,,,,,0,0,0,0,0,6,,0,71,0,924,"2","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","3","2","3","2","1","659.15","NA","446.92","1","1","2","1","2","1","1","2","1","4","4","3","2","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",934,"4","2007","10",17485,12646,0,0,,,,,,0,0,0,0,0,4,,0,0,0,4839,"2","2","2","1","1","2","1","1","1","1","1","4","1080.57","2","3","2","1","2","2","4","1","2","2","1","NA","556.92","82.77","1","1","2","2","1","1","1","2","1","3","4","3","2","4","2","NA","1","NA","1",1,,,,,,,,,,
"2007","SE",971,"4","2007","12",36747,22997,0,0,,,,,,0,0,0,9024,0,0,,0,0,0,13750,"2","2","1","1","1","1","1","1","1","1","1","6","2161.13","2","NA","2","2","2","2","1","2","6","2","1","NA","969.7","540.5","1","1","2","1","1","1","1","2","1","4","4","4","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",997,"4","2007","16",51988,49110,0,0,,,,,,0,0,0,0,0,80,,0,0,0,2879,"2","2","NA","1","1","1","1","1","1","1","1","5","5402.84","3","NA","2","2","2","2","1","2","5","2","1","NA","969.7","318.77","1","1","2","1","1","1","1","2","1","3","3","3","4","4","2","NA","2","7","1",1,,,,,,,,,,
"2007","SE",999,"4","2007","29",35198,22689,0,0,,,,,,0,0,0,0,0,2612,,0,1524,0,10985,"2","2","NA","1","1","1","1","1","1","1","1","4","1620.85","3","NA","1","2","2","2","1","1","6","2","1","747.21","NA","392.46","1","1","2","1","1","1","1","2","1","4","3","4","3","3","4","3","1","3","1",1,,,,,,,,,,
"2007","SE",1033,"4","2007","15",19969,13325,0,0,,,,,,0,0,0,0,0,0,,0,83,0,6561,"2","2","2","1","1","1","1","1","3","1","1","5","2701.42","2","NA","2","2","2","2","4","1","6","2","1","NA","875.15","2259.14","1","1","2","1","1","1","1","2","1","4","4","3","2","NA","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1039,"4","2007","10",18138,6901,0,0,,,,,,0,0,0,2017,0,46,,0,391,0,10846,"1","2","2","1","1","1","1","1","1","1","NA","4","4322.27","3","NA","2","2","2","2","3","1","6","2","1","756.4","693.08","1316.45","1","1","2","1","1","1","1","2","1","3","3","NA","3","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1045,"4","2007","12",30164,26187,0,0,,,,,,0,0,0,0,0,87,,0,260,0,3717,"2","2","NA","2","1","2","1","1","1","1","1","2","3781.98","3","NA","2","2","2","2","1","1","3","2","1","NA","580.26","991.42","1","1","2","1","1","1","1","2","1","4","4","3","3","4","3","4","2","NA","1",1,,,,,,,,,,
"2007","SE",1059,"4","2007","22",33174,25147,0,0,,,,,,0,0,0,0,0,17,,0,0,0,8026,"2","2","NA","1","1","1","1","1","3","1","1","3","3241.7","3","NA","2","2","2","2","3","3","5","1","1","NA","NA","609.12","1","1","2","1","1","1","1","2","1","3","3","4","4","4","NA","NA","2","6","1",1,,,,,,,,,,
"2007","SE",1098,"4","2007","19",41395,36169,0,0,,,,,,0,0,1003,0,0,0,,0,499,0,4726,"2","2","1","1","1","1","1","1","1","1","1","5","1080.57","3","NA","2","2","2","2","4","2","4","2","1","NA","NA","553.25","1","1","2","1","1","1","2","2","1","4","3","4","4","4","NA","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1120,"4","2007","11",21146,18553,0,0,,,,,,0,0,0,0,0,1687,,0,0,0,2593,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","747.21","604.79","1","1","2","1","1","1","1","2","1","4","4","4","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1121,"3","2007","10",4183,-3905,0,0,,,,,,0,0,0,0,0,125,,0,0,0,8088,"2","2","2","1","1","2","1","1","1","1","1","6","2701.42","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","437.85","1","1","2","1","1","1","1","2","1","3","4","4","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1165,"4","2007","14",16946,12652,0,0,,,,,,0,0,0,1170,0,0,,0,0,0,4293,"2","2","2","1","1","2","1","1","2","1","1","4","1945.02","3","NA","2","2","1","2","3","1","2","2","2","NA","747.21","463.67","1","1","2","1","1","1","1","2","2","4","4","3","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1175,"4","2007","16",32342,3777,0,0,,,,,,0,0,0,0,0,761,,0,0,0,28565,"2","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","969.7","1045.56","1","1","2","1","1","1","1","2","1","4","3","4","4","3","4","4","2","NA","1",1,,,,,,,,,,
"2007","SE",1178,"4","2007","17",25074,20118,0,0,,,,,,0,0,0,0,0,6,,0,384,0,4572,"2","1","NA","1","1","1","1","1","1","1","3","4","864.45","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","391.17","1","1","2","1","1","1","1","2","1","4","3","4","3","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","SE",1209,"4","2007","20",15165,12724,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2442,"2","2","NA","2","1","1","1","1","1","1","2","4","1080.57","2","1","2","2","2","2","4","1","6","2","1","NA","747.21","497.49","1","1","2","1","1","1","1","2","1","4","3","4","3","3","4","NA","2","NA","1",1,,,,,,,,,,
