"DB010","DB020","DB030","DB040","DB062","DB090"
"2012","SE",1202,"SE11","NA","587.5111"
"2012","SE",1230,"SE11","NA","653.7825"
"2012","SE",1231,"SE11","NA","1316.523"
"2012","SE",1283,"SE11","NA","653.7825"
"2012","SE",1287,"SE11","NA","454.0904"
"2012","SE",1293,"SE11","NA","326.8913"
"2012","SE",1325,"SE11","NA","569.7722"
"2012","SE",1367,"SE11","NA","475.8593"
"2012","SE",1397,"SE11","NA","584.241"
"2012","SE",1413,"SE11","NA","369.382"
"2012","SE",1414,"SE11","NA","681.1356"
"2012","SE",1425,"SE11","NA","569.7722"
"2012","SE",1435,"SE11","NA","1168.482"
"2012","SE",1464,"SE11","NA","681.1356"
"2012","SE",1470,"SE11","NA","486.5761"
"2012","SE",1477,"SE11","NA","951.7187"
"2012","SE",1479,"SE11","NA","634.1204"
"2012","SE",1480,"SE11","NA","681.1356"
"2012","SE",1544,"SE11","NA","569.7722"
"2012","SE",1548,"SE11","NA","584.241"
"2012","SE",1550,"SE11","NA","525.2251"
"2012","SE",1552,"SE11","NA","1575.675"
"2012","SE",1571,"SE11","NA","292.1205"
"2012","SE",1577,"SE11","NA","486.5761"
"2012","SE",1579,"SE11","NA","475.0149"
"2012","SE",1600,"SE11","NA","569.7722"
"2012","SE",1605,"SE11","NA","569.7722"
"2012","SE",1618,"SE11","NA","486.5761"
"2012","SE",1626,"SE11","NA","1575.675"
"2012","SE",1627,"SE11","NA","475.8593"
"2012","SE",1660,"SE11","NA","549.5823"
"2012","SE",1683,"SE11","NA","475.8593"
"2012","SE",1693,"SE11","NA","654.8495"
"2012","SE",1694,"SE11","NA","1307.565"
"2012","SE",1695,"SE11","NA","681.1356"
"2012","SE",1703,"SE11","NA","1139.544"
"2012","SE",1732,"SE11","NA","475.8593"
"2012","SE",1760,"SE11","NA","584.241"
"2012","SE",1774,"SE11","NA","1099.165"
"2012","SE",1775,"SE11","NA","654.8495"
"2012","SE",1782,"SE11","NA","681.1356"
"2012","SE",1784,"SE11","NA","654.8495"
"2012","SE",1833,"SE11","NA","554.073"
"2012","SE",1845,"SE11","NA","654.8495"
"2012","SE",1861,"SE11","NA","1307.565"
"2012","SE",1862,"SE11","NA","326.8913"
"2012","SE",1909,"SE11","NA","1268.241"
"2012","SE",1912,"SE11","NA","1316.523"
"2012","SE",1926,"SE11","NA","654.8495"
"2012","SE",1968,"SE11","NA","973.1522"
"2012","SE",1986,"SE11","NA","658.2613"
"2012","SE",1993,"SE11","NA","1175.022"
"2012","SE",1995,"SE11","NA","1575.675"
"2012","SE",2015,"SE11","NA","584.241"
"2012","SE",2086,"SE11","NA","584.241"
"2012","SE",2098,"SE11","NA","584.241"
"2012","SE",2109,"SE11","NA","787.8377"
"2012","SE",2139,"SE11","NA","1316.523"
"2012","SE",2147,"SE11","NA","681.1356"
"2012","SE",2159,"SE11","NA","1268.241"
"2012","SE",2168,"SE11","NA","1362.271"
"2012","SE",2171,"SE11","NA","317.0602"
"2012","SE",2181,"SE11","NA","1575.675"
"2012","SE",2194,"SE11","NA","681.1356"
"2012","SE",2202,"SE11","NA","1316.523"
"2012","SE",2210,"SE11","NA","554.073"
"2012","SE",2222,"SE11","NA","486.5761"
"2012","SE",2229,"SE11","NA","569.7722"
"2012","SE",2241,"SE11","NA","1168.482"
"2012","SE",2258,"SE11","NA","787.8377"
"2012","SE",2268,"SE11","NA","549.5823"
"2012","SE",2294,"SE11","NA","951.7187"
"2012","SE",2308,"SE11","NA","1168.482"
"2012","SE",2327,"SE11","NA","1316.523"
"2012","SE",2328,"SE11","NA","584.241"
"2012","SE",2337,"SE11","NA","681.1356"
"2012","SE",2345,"SE11","NA","950.0297"
"2012","SE",2350,"SE11","NA","950.0297"
"2012","SE",2372,"SE11","NA","549.5823"
"2012","SE",2400,"SE11","NA","1168.482"
"2012","SE",2411,"SE11","NA","787.8377"
"2012","SE",2428,"SE11","NA","681.1356"
"2012","SE",2451,"SE11","NA","475.0149"
"2012","SE",2470,"SE11","NA","1621.177"
"2012","SE",2483,"SE11","NA","951.7187"
"2012","SE",2488,"SE11","NA","569.7722"
"2012","SE",2498,"SE11","NA","1621.177"
"2012","SE",2503,"SE11","NA","1621.177"
"2012","SE",2532,"SE11","NA","549.5823"
"2012","SE",2535,"SE11","NA","422.747"
"2012","SE",2540,"SE11","NA","654.8495"
"2012","SE",2547,"SE11","NA","369.382"
"2012","SE",2587,"SE11","NA","1168.482"
"2012","SE",2595,"SE11","NA","1033.63"
"2012","SE",2608,"SE11","NA","1307.565"
"2012","SE",2621,"SE11","NA","681.1356"
"2012","SE",2633,"SE11","NA","1307.565"
"2012","SE",2635,"SE11","NA","654.8495"
"2012","SE",2647,"SE11","NA","475.8593"
"2012","SE",2657,"SE11","NA","475.8593"
"2012","SE",2665,"SE11","NA","787.8377"
"2012","SE",2666,"SE11","NA","681.1356"
"2012","SE",2678,"SE11","NA","1309.699"
"2012","SE",2680,"SE11","NA","1316.523"
"2012","SE",2686,"SE11","NA","569.7722"
"2012","SE",2691,"SE11","NA","787.8377"
"2012","SE",2716,"SE11","NA","1621.177"
"2012","SE",2734,"SE11","NA","951.7187"
"2012","SE",2760,"SE11","NA","438.8409"
"2012","SE",2765,"SE11","NA","584.241"
"2012","SE",2810,"SE11","NA","1621.177"
"2012","SE",2874,"SE11","NA","654.8495"
"2012","SE",2896,"SE11","NA","1139.544"
"2012","SE",2919,"SE11","NA","951.7187"
"2012","SE",2924,"SE11","NA","1621.177"
"2012","SE",2935,"SE11","NA","475.8593"
"2012","SE",2946,"SE11","NA","475.0149"
"2012","SE",2947,"SE11","NA","569.7722"
"2012","SE",2962,"SE11","NA","973.1522"
"2012","SE",2972,"SE11","NA","654.8495"
"2012","SE",2995,"SE11","NA","653.7825"
"2012","SE",3006,"SE11","NA","486.5761"
"2012","SE",3008,"SE11","NA","1268.241"
"2012","SE",3012,"SE11","NA","1033.63"
"2012","SE",3016,"SE11","NA","475.8593"
"2012","SE",3026,"SE11","NA","1309.699"
"2012","SE",3046,"SE11","NA","475.8593"
"2012","SE",3077,"SE11","NA","516.8149"
"2012","SE",3087,"SE11","NA","584.241"
"2012","SE",3099,"SE11","NA","1033.63"
"2012","SE",3102,"SE11","NA","486.5761"
"2012","SE",3122,"SE11","NA","1309.699"
"2012","SE",3125,"SE11","NA","1307.565"
"2012","SE",3134,"SE11","NA","1139.544"
"2012","SE",3140,"SE11","NA","1362.271"
"2012","SE",3156,"SE11","NA","486.5761"
"2012","SE",3161,"SE11","NA","1309.699"
"2012","SE",3172,"SE11","NA","1309.699"
"2012","SE",3173,"SE11","NA","653.7825"
"2012","SE",3183,"SE11","NA","654.8495"
"2012","SE",3185,"SE11","NA","554.073"
"2012","SE",3211,"SE11","NA","1621.177"
"2012","SE",3219,"SE11","NA","569.7722"
"2012","SE",3229,"SE11","NA","554.073"
"2012","SE",3240,"SE11","NA","549.5823"
"2012","SE",3242,"SE11","NA","973.1522"
"2012","SE",3251,"SE11","NA","475.0149"
"2012","SE",3258,"SE11","NA","1307.565"
"2012","SE",3259,"SE11","NA","1033.63"
"2012","SE",3277,"SE11","NA","475.8593"
"2012","SE",3283,"SE11","NA","554.073"
"2012","SE",3297,"SE11","NA","951.7187"
"2012","SE",3303,"SE11","NA","569.7722"
"2012","SE",3310,"SE11","NA","435.855"
"2012","SE",3324,"SE11","NA","584.241"
"2012","SE",3331,"SE11","NA","1139.544"
"2012","SE",3363,"SE11","NA","1307.565"
"2012","SE",3366,"SE11","NA","634.1204"
"2012","SE",3367,"SE11","NA","569.7722"
"2012","SE",3380,"SE11","NA","317.0602"
"2012","SE",3393,"SE11","NA","475.0149"
"2012","SE",3394,"SE11","NA","475.0149"
"2012","SE",3402,"SE11","NA","1268.241"
"2012","SE",3403,"SE11","NA","950.0297"
"2012","SE",3411,"SE11","NA","787.8377"
"2012","SE",3424,"SE11","NA","654.8495"
"2012","SE",3431,"SE11","NA","549.5823"
"2012","SE",3447,"SE11","NA","475.8593"
"2012","SE",3485,"SE11","NA","950.0297"
"2012","SE",3500,"SE11","NA","379.8481"
"2012","SE",3527,"SE11","NA","787.8377"
"2012","SE",3534,"SE11","NA","569.7722"
"2012","SE",3548,"SE11","NA","1309.699"
"2012","SE",3561,"SE11","NA","486.5761"
"2012","SE",3570,"SE11","NA","1099.165"
"2012","SE",3580,"SE11","NA","1307.565"
"2012","SE",3583,"SE11","NA","1309.699"
"2012","SE",3584,"SE11","NA","973.1522"
"2012","SE",3601,"SE11","NA","973.1522"
"2012","SE",3613,"SE11","NA","221.6292"
"2012","SE",3622,"SE11","NA","475.8593"
"2012","SE",3636,"SE11","NA","584.241"
"2012","SE",3638,"SE11","NA","1168.482"
"2012","SE",3686,"SE11","NA","787.8377"
"2012","SE",3705,"SE11","NA","475.8593"
"2012","SE",3712,"SE11","NA","475.0149"
"2012","SE",3720,"SE11","NA","317.0602"
"2012","SE",3732,"SE11","NA","379.8481"
"2012","SE",3735,"SE11","NA","951.7187"
"2012","SE",3737,"SE11","NA","787.8377"
"2012","SE",3761,"SE11","NA","486.5761"
"2012","SE",3789,"SE11","NA","569.7722"
"2012","SE",3804,"SE11","NA","554.073"
"2012","SE",3805,"SE11","NA","951.7187"
"2012","SE",3808,"SE11","NA","475.0149"
"2012","SE",3841,"SE11","NA","584.241"
"2012","SE",3843,"SE11","NA","973.1522"
"2012","SE",3858,"SE11","NA","569.7722"
"2012","SE",3868,"SE11","NA","1033.63"
"2012","SE",3889,"SE11","NA","787.8377"
"2012","SE",3924,"SE11","NA","654.8495"
"2012","SE",3927,"SE11","NA","475.0149"
"2012","SE",3940,"SE11","NA","1316.523"
"2012","SE",3946,"SE11","NA","973.1522"
"2012","SE",3949,"SE11","NA","654.8495"
"2012","SE",3959,"SE11","NA","1621.177"
"2012","SE",3967,"SE11","NA","1621.177"
"2012","SE",4000,"SE11","NA","554.073"
"2012","SE",4016,"SE11","NA","475.8593"
"2012","SE",4037,"SE11","NA","1575.675"
"2012","SE",4039,"SE11","NA","1621.177"
"2012","SE",4049,"SE11","NA","787.8377"
"2012","SE",4055,"SE11","NA","681.1356"
"2012","SE",4073,"SE11","NA","1099.165"
"2012","SE",4085,"SE11","NA","681.1356"
"2012","SE",4099,"SE11","NA","475.0149"
"2012","SE",4127,"SE11","NA","584.241"
"2012","SE",4141,"SE11","NA","516.8149"
"2012","SE",4143,"SE11","NA","1033.63"
"2012","SE",4147,"SE11","NA","1575.675"
"2012","SE",4152,"SE11","NA","653.7825"
"2012","SE",4155,"SE11","NA","1139.544"
"2012","SE",4160,"SE11","NA","475.8593"
"2012","SE",4167,"SE11","NA","369.382"
"2012","SE",4197,"SE11","NA","951.7187"
"2012","SE",4198,"SE11","NA","653.7825"
"2012","SE",4212,"SE11","NA","951.7187"
"2012","SE",4247,"SE11","NA","1307.565"
"2012","SE",4267,"SE11","NA","787.8377"
"2012","SE",4268,"SE11","NA","486.5761"
"2012","SE",4274,"SE11","NA","486.5761"
"2012","SE",4279,"SE11","NA","438.8409"
"2012","SE",4301,"SE11","NA","389.494"
"2012","SE",4320,"SE11","NA","438.8409"
"2012","SE",4347,"SE11","NA","1307.565"
"2012","SE",4348,"SE11","NA","1307.565"
"2012","SE",4359,"SE11","NA","973.1522"
"2012","SE",4369,"SE11","NA","569.7722"
"2012","SE",4388,"SE11","NA","1316.523"
"2012","SE",4397,"SE11","NA","475.8593"
"2012","SE",4399,"SE11","NA","1307.565"
"2012","SE",4410,"SE11","NA","787.8377"
"2012","SE",4414,"SE11","NA","569.7722"
"2012","SE",4417,"SE11","NA","681.1356"
"2012","SE",4426,"SE11","NA","486.5761"
"2012","SE",4428,"SE11","NA","1033.63"
"2012","SE",4450,"SE11","NA","1316.523"
"2012","SE",4503,"SE11","NA","324.3841"
"2012","SE",4520,"SE11","NA","1362.271"
"2012","SE",4523,"SE11","NA","654.8495"
"2012","SE",4528,"SE11","NA","326.8913"
"2012","SE",4534,"SE11","NA","634.1204"
"2012","SE",4541,"SE11","NA","1108.146"
"2012","SE",4558,"SE11","NA","658.2613"
"2012","SE",4564,"SE11","NA","569.7722"
"2012","SE",4568,"SE11","NA","653.7825"
"2012","SE",4586,"SE11","NA","1175.022"
"2012","SE",4602,"SE11","NA","681.1356"
"2012","SE",4623,"SE11","NA","554.073"
"2012","SE",4632,"SE11","NA","1033.63"
"2012","SE",4670,"SE11","NA","1175.022"
"2012","SE",4684,"SE11","NA","1108.146"
"2012","SE",4699,"SE11","NA","1307.565"
"2012","SE",4711,"SE11","NA","1175.022"
"2012","SE",4727,"SE11","NA","584.241"
"2012","SE",4735,"SE11","NA","554.073"
"2012","SE",4770,"SE11","NA","1621.177"
"2012","SE",4774,"SE11","NA","1621.177"
"2012","SE",4776,"SE11","NA","973.1522"
"2012","SE",4780,"SE11","NA","681.1356"
"2012","SE",4789,"SE11","NA","1175.022"
"2012","SE",4791,"SE11","NA","584.241"
"2012","SE",4803,"SE11","NA","486.5761"
"2012","SE",4881,"SE11","NA","422.747"
"2012","SE",4882,"SE11","NA","1309.699"
"2012","SE",4917,"SE11","NA","379.8481"
"2012","SE",4923,"SE11","NA","654.8495"
"2012","SE",4942,"SE11","NA","584.241"
"2012","SE",4954,"SE11","NA","681.1356"
"2012","SE",4979,"SE11","NA","1268.241"
"2012","SE",4998,"SE11","NA","1362.271"
"2012","SE",5009,"SE11","NA","554.073"
"2012","SE",5014,"SE11","NA","951.7187"
"2012","SE",5019,"SE11","NA","1307.565"
"2012","SE",5037,"SE11","NA","475.8593"
"2012","SE",5048,"SE11","NA","422.747"
"2012","SE",5050,"SE11","NA","486.5761"
"2012","SE",5084,"SE11","NA","787.8377"
"2012","SE",5093,"SE11","NA","1309.699"
"2012","SE",5106,"SE11","NA","1362.271"
"2012","SE",5108,"SE11","NA","1307.565"
"2012","SE",5142,"SE11","NA","681.1356"
"2012","SE",5183,"SE11","NA","1309.699"
"2012","SE",5184,"SE11","NA","654.8495"
"2012","SE",5191,"SE11","NA","1575.675"
"2012","SE",5192,"SE11","NA","787.8377"
"2012","SE",5203,"SE11","NA","475.8593"
"2012","SE",5212,"SE11","NA","654.8495"
"2012","SE",5217,"SE11","NA","654.8495"
"2012","SE",5221,"SE11","NA","1309.699"
"2012","SE",5226,"SE11","NA","1621.177"
"2012","SE",5240,"SE11","NA","681.1356"
"2012","SE",5267,"SE11","NA","569.7722"
"2012","SE",5270,"SE11","NA","654.8495"
"2012","SE",5314,"SE11","NA","475.8593"
"2012","SE",5324,"SE11","NA","569.7722"
"2012","SE",5378,"SE11","NA","681.1356"
"2012","SE",5398,"SE11","NA","1309.699"
"2012","SE",5405,"SE11","NA","475.8593"
"2012","SE",5424,"SE11","NA","653.7825"
"2012","SE",5425,"SE11","NA","1362.271"
"2012","SE",5427,"SE11","NA","653.7825"
"2012","SE",5473,"SE11","NA","549.5823"
"2012","SE",5479,"SE11","NA","369.382"
"2012","SE",5481,"SE11","NA","435.855"
"2012","SE",5488,"SE11","NA","475.8593"
"2012","SE",5507,"SE11","NA","1033.63"
"2012","SE",5537,"SE11","NA","1362.271"
"2012","SE",5541,"SE11","NA","973.1522"
"2012","SE",5596,"SE11","NA","950.0297"
"2012","SE",5598,"SE11","NA","1139.544"
"2012","SE",5617,"SE11","NA","1268.241"
"2012","SE",5620,"SE11","NA","549.5823"
"2012","SE",5645,"SE11","NA","653.7825"
"2012","SE",5658,"SE11","NA","584.241"
"2012","SE",5669,"SE11","NA","584.241"
"2012","SE",5715,"SE11","NA","1309.699"
"2012","SE",5745,"SE11","NA","1108.146"
"2012","SE",5765,"SE11","NA","1033.63"
"2012","SE",5777,"SE11","NA","475.0149"
"2012","SE",5779,"SE11","NA","1099.165"
"2012","SE",5797,"SE11","NA","569.7722"
"2012","SE",5811,"SE11","NA","1268.241"
"2012","SE",5854,"SE11","NA","1168.482"
"2012","SE",5856,"SE11","NA","1575.675"
"2012","SE",5870,"SE11","NA","329.1307"
"2012","SE",5871,"SE11","NA","653.7825"
"2012","SE",5887,"SE11","NA","587.5111"
"2012","SE",5907,"SE11","NA","810.5887"
"2012","SE",5917,"SE11","NA","654.8495"
"2012","SE",5937,"SE11","NA","1575.675"
"2012","SE",5947,"SE11","NA","486.5761"
"2012","SE",5955,"SE11","NA","1033.63"
"2012","SE",5963,"SE11","NA","1307.565"
"2012","SE",5987,"SE11","NA","1033.63"
"2012","SE",5991,"SE11","NA","1168.482"
"2012","SE",5992,"SE11","NA","475.0149"
"2012","SE",6004,"SE11","NA","654.8495"
"2012","SE",6023,"SE11","NA","1175.022"
"2012","SE",6043,"SE11","NA","654.8495"
"2012","SE",6050,"SE11","NA","973.1522"
"2012","SE",6055,"SE11","NA","1033.63"
"2012","SE",6056,"SE11","NA","1168.482"
"2012","SE",6062,"SE11","NA","658.2613"
"2012","SE",6085,"SE11","NA","475.0149"
"2012","SE",6096,"SE11","NA","1168.482"
"2012","SE",6109,"SE11","NA","1575.675"
"2012","SE",6160,"SE11","NA","486.5761"
"2012","SE",6179,"SE11","NA","787.8377"
"2012","SE",6211,"SE11","NA","787.8377"
"2012","SE",6224,"SE11","NA","950.0297"
"2012","SE",6227,"SE11","NA","1033.63"
"2012","SE",6230,"SE11","NA","1316.523"
"2012","SE",6234,"SE11","NA","653.7825"
"2012","SE",6239,"SE11","NA","658.2613"
"2012","SE",6275,"SE11","NA","654.8495"
"2012","SE",6287,"SE11","NA","654.8495"
"2012","SE",6298,"SE11","NA","1139.544"
"2012","SE",6300,"SE11","NA","554.073"
"2012","SE",6319,"SE11","NA","1099.165"
"2012","SE",6322,"SE11","NA","475.8593"
"2012","SE",6332,"SE11","NA","1033.63"
"2012","SE",6341,"SE11","NA","950.0297"
"2012","SE",6356,"SE11","NA","1307.565"
"2012","SE",6372,"SE11","NA","681.1356"
"2012","SE",6384,"SE11","NA","654.8495"
"2012","SE",6387,"SE11","NA","1309.699"
"2012","SE",6394,"SE11","NA","787.8377"
"2012","SE",6476,"SE11","NA","1307.565"
"2012","SE",6482,"SE11","NA","787.8377"
"2012","SE",6492,"SE11","NA","475.0149"
"2012","SE",6493,"SE11","NA","324.3841"
"2012","SE",6502,"SE11","NA","554.073"
"2012","SE",6505,"SE11","NA","569.7722"
"2012","SE",6508,"SE11","NA","584.241"
"2012","SE",6528,"SE11","NA","584.241"
"2012","SE",6533,"SE11","NA","324.3841"
"2012","SE",6556,"SE11","NA","1168.482"
"2012","SE",6579,"SE11","NA","951.7187"
"2012","SE",6580,"SE11","NA","658.2613"
"2012","SE",6584,"SE11","NA","475.8593"
"2012","SE",6597,"SE11","NA","475.8593"
"2012","SE",6605,"SE11","NA","422.747"
"2012","SE",6612,"SE11","NA","951.7187"
"2012","SE",6618,"SE11","NA","1575.675"
"2012","SE",6643,"SE11","NA","1108.146"
"2012","SE",6649,"SE11","NA","1575.675"
"2012","SE",6658,"SE11","NA","389.494"
"2012","SE",6711,"SE11","NA","1362.271"
"2012","SE",6714,"SE11","NA","554.073"
"2012","SE",6725,"SE11","NA","951.7187"
"2012","SE",6728,"SE11","NA","654.8495"
"2012","SE",6748,"SE11","NA","1168.482"
"2012","SE",6755,"SE11","NA","549.5823"
"2012","SE",6757,"SE11","NA","787.8377"
"2012","SE",6758,"SE11","NA","1175.022"
"2012","SE",6787,"SE11","NA","654.8495"
"2012","SE",6797,"SE11","NA","787.8377"
"2012","SE",6810,"SE11","NA","1108.146"
"2012","SE",6816,"SE11","NA","973.1522"
"2012","SE",6820,"SE11","NA","634.1204"
"2012","SE",6830,"SE11","NA","475.0149"
"2012","SE",6841,"SE11","NA","1033.63"
"2012","SE",6842,"SE11","NA","1033.63"
"2012","SE",6877,"SE11","NA","1362.271"
"2012","SE",6904,"SE11","NA","243.288"
"2012","SE",6928,"SE11","NA","951.7187"
"2012","SE",6980,"SE11","NA","554.073"
"2012","SE",6992,"SE11","NA","475.0149"
"2012","SE",7003,"SE11","NA","1621.177"
"2012","SE",7008,"SE11","NA","654.8495"
"2012","SE",7014,"SE11","NA","1362.271"
"2012","SE",7027,"SE11","NA","1033.63"
"2012","SE",7042,"SE11","NA","1168.482"
"2012","SE",7043,"SE11","NA","1307.565"
"2012","SE",7058,"SE11","NA","569.7722"
"2012","SE",7079,"SE11","NA","787.8377"
"2012","SE",7085,"SE11","NA","681.1356"
"2012","SE",7090,"SE11","NA","1575.675"
"2012","SE",7095,"SE11","NA","587.5111"
"2012","SE",7099,"SE11","NA","973.1522"
"2012","SE",7101,"SE11","NA","475.8593"
"2012","SE",7111,"SE11","NA","1316.523"
"2012","SE",7113,"SE11","NA","1362.271"
"2012","SE",7124,"SE11","NA","1268.241"
"2012","SE",7127,"SE11","NA","393.9188"
"2012","SE",7134,"SE11","NA","1621.177"
"2012","SE",7138,"SE11","NA","654.8495"
"2012","SE",7182,"SE11","NA","475.0149"
"2012","SE",7184,"SE11","NA","1316.523"
"2012","SE",7190,"SE11","NA","951.7187"
"2012","SE",7193,"SE11","NA","475.8593"
"2012","SE",7197,"SE11","NA","1033.63"
"2012","SE",7204,"SE11","NA","584.241"
"2012","SE",7210,"SE11","NA","1033.63"
"2012","SE",7257,"SE11","NA","1362.271"
"2012","SE",7259,"SE11","NA","1033.63"
"2012","SE",7266,"SE11","NA","475.8593"
"2012","SE",7337,"SE11","NA","950.0297"
"2012","SE",7340,"SE11","NA","324.3841"
"2012","SE",7366,"SE11","NA","438.8409"
"2012","SE",7378,"SE11","NA","951.7187"
"2012","SE",7431,"SE11","NA","587.5111"
"2012","SE",7467,"SE11","NA","569.7722"
"2012","SE",7508,"SE11","NA","1033.63"
"2012","SE",7517,"SE11","NA","1108.146"
"2012","SE",7543,"SE11","NA","1575.675"
"2012","SE",7548,"SE11","NA","1575.675"
"2012","SE",7572,"SE11","NA","486.5761"
"2012","SE",7577,"SE11","NA","438.8409"
"2012","SE",7589,"SE11","NA","681.1356"
"2012","SE",7602,"SE11","NA","435.855"
"2012","SE",7617,"SE11","NA","486.5761"
"2012","SE",7623,"SE11","NA","1268.241"
"2012","SE",7629,"SE11","NA","1316.523"
"2012","SE",7635,"SE11","NA","475.0149"
"2012","SE",7644,"SE11","NA","369.382"
"2012","SE",7648,"SE11","NA","1307.565"
"2012","SE",7649,"SE11","NA","554.073"
"2012","SE",7657,"SE11","NA","1139.544"
"2012","SE",7693,"SE11","NA","475.8593"
"2012","SE",7710,"SE11","NA","973.1522"
"2012","SE",7730,"SE11","NA","438.8409"
"2012","SE",7769,"SE11","NA","787.8377"
"2012","SE",7785,"SE11","NA","1362.271"
"2012","SE",7810,"SE11","NA","584.241"
"2012","SE",7820,"SE11","NA","973.1522"
"2012","SE",7843,"SE11","NA","475.0149"
"2012","SE",7856,"SE11","NA","787.8377"
"2012","SE",7861,"SE11","NA","584.241"
"2012","SE",7863,"SE11","NA","475.0149"
"2012","SE",7875,"SE11","NA","1316.523"
"2012","SE",7880,"SE11","NA","422.747"
"2012","SE",7892,"SE11","NA","379.8481"
"2012","SE",7920,"SE11","NA","1309.699"
"2012","SE",7943,"SE11","NA","1309.699"
"2012","SE",7962,"SE11","NA","554.073"
"2012","SE",7968,"SE11","NA","787.8377"
"2012","SE",7984,"SE11","NA","973.1522"
"2012","SE",8003,"SE11","NA","681.1356"
"2012","SE",8010,"SE11","NA","475.8593"
"2012","SE",8020,"SE11","NA","1033.63"
"2012","SE",8023,"SE11","NA","1099.165"
"2012","SE",8026,"SE11","NA","486.5761"
"2012","SE",8043,"SE11","NA","369.382"
"2012","SE",8046,"SE11","NA","584.241"
"2012","SE",8047,"SE11","NA","951.7187"
"2012","SE",8048,"SE11","NA","1307.565"
"2012","SE",8065,"SE11","NA","787.8377"
"2012","SE",8098,"SE11","NA","1309.699"
"2012","SE",8155,"SE11","NA","681.1356"
"2012","SE",8159,"SE11","NA","554.073"
"2012","SE",8192,"SE11","NA","1108.146"
"2012","SE",8216,"SE11","NA","787.8377"
"2012","SE",8245,"SE11","NA","549.5823"
"2012","SE",8257,"SE11","NA","475.0149"
"2012","SE",8264,"SE11","NA","475.0149"
"2012","SE",8304,"SE11","NA","516.8149"
"2012","SE",8308,"SE11","NA","584.241"
"2012","SE",8314,"SE11","NA","549.5823"
"2012","SE",8369,"SE11","NA","549.5823"
