"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2008","SE",2241,596.289752650177,"2",1938,"1","1","1","4","13","NA","NA","30","NA","30","NA","NA",224,69,"0","0.7285714286","0","0",70
"2008","SE",2341,596.289752650177,"2",1944,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",234,63,"0","1","0","0",64
"2008","SE",2461,596.289752650177,"3",1987,"2","1","4","4","13","3","NA","NA","NA","NA","NA","0",246,20,"0","0.7285714286","0","0",21
"2008","SE",2471,596.289752650177,"2",1959,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","0",247,48,"0","1","0","0",49
"2008","SE",2481,596.289752650177,"2",1953,"1","1","3","3","13","NA","NA","NA","NA","0","NA","NA",248,54,"0","99","0","0",55
"2008","SE",2811,596.289752650177,"4",1974,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",281,33,"1","0.7285714286","0","0",34
"2008","SE",2831,596.289752650177,"4",1931,"2","1","1","3","13","3","NA","30","NA","NA","NA","NA",283,76,"1","1","0","1",76
"2008","SE",3011,596.289752650177,"3",1927,"2","1","1","2","13","3","NA","NA","30","NA","NA","0",301,80,"0","0.7285714286","0","0",80
"2008","SE",3321,596.289752650177,"3",1977,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",332,30,"0","1","0","0",30
"2008","SE",3441,596.289752650177,"3",1975,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",344,32,"0","1","0","0",33
"2008","SE",3461,596.289752650177,"1",1931,"2","1","4","2","NA","3","NA","NA","NA","0","0","NA",346,76,"0","99","0","0",77
"2008","SE",3471,596.289752650177,"3",1927,"2","1","NA","3","13","3","NA","NA","NA","NA","NA","NA",347,80,"2","1","0","0",80
"2008","SE",3491,596.289752650177,"2",1941,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",349,66,"2","1","0","0",67
"2008","SE",3531,596.289752650177,"2",1931,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",353,76,"0","1","0","0",77
"2008","SE",3821,596.289752650177,"3",1946,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",382,61,"2","0.6666666667","0","0",62
"2008","SE",3841,596.289752650177,"3",1982,"1","1","3","3","13","3","NA","30","NA","NA","NA","NA",384,25,"0","1","0","0",26
"2008","SE",3851,596.289752650177,"2",1942,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",385,65,"0","99","0","0",66
"2008","SE",4001,596.289752650177,"2",1960,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",400,47,"0","1","0","0",47
"2008","SE",4351,596.289752650177,"4",1938,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",435,69,"0","0.7285714286","0","100",70
"2008","SE",4641,596.289752650177,"4",1966,"2","1","4","4","13","5","NA","NA","NA","NA","NA","NA",464,41,"0","1","0","0",42
"2008","SE",4751,596.289752650177,"2",1954,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",475,53,"0","0.6666666667","0","0",54
"2008","SE",4841,596.289752650177,"2",1981,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",484,26,"2","99","0","0",26
"2008","SE",4951,596.289752650177,"4",1927,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",495,80,"0","1","0","100",80
"2008","SE",4961,596.289752650177,"1",1927,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",496,80,"2","1","0","0",80
"2008","SE",5241,596.289752650177,"2",1960,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",524,47,"0","0.7285714286","0","100",48
"2008","SE",5401,596.289752650177,"4",1974,"2","1","4","3","13","3","NA","NA","NA","0","NA","0",540,33,"0","0.25","0","0",33
"2008","SE",5421,596.289752650177,"1",1970,"1","1","4","2","NA","3","NA","NA","NA","0","NA","NA",542,37,"2","0.8869047619","0","0",38
"2008","SE",5451,596.289752650177,"2",1990,"1","1","3","3","13","3","NA","NA","12","NA","NA","NA",545,17,"1","0.6804761905","0","0",18
"2008","SE",5491,596.289752650177,"2",1937,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",549,70,"0","1","0","0",71
"2008","SE",5541,596.289752650177,"1",1942,"2","1","1","2","13","NA","NA","NA","NA","NA","0","0",554,65,"2","0.8","0","0",66
"2008","SE",5701,596.289752650177,"3",1961,"2","1","4","3","13","3","NA","NA","NA","32","0","NA",570,46,"0","99","0","0",47
"2008","SE",5811,596.289752650177,"3",1927,"2","1","3","2","13","3","NA","30","NA","NA","NA","NA",581,80,"0","1","0","0",80
"2008","SE",5871,596.289752650177,"3",1927,"2","1","3","2","NA","3","NA","30","NA","NA","NA","NA",587,80,"0","99","0","0",80
"2008","SE",5971,596.289752650177,"2",1945,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",597,62,"0","99","0","0",63
"2008","SE",6301,596.289752650177,"2",1951,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",630,56,"0","99","0","0",57
"2008","SE",6371,596.289752650177,"4",1945,"1","1","4","3","13","3","NA","30","0","NA","NA","NA",637,62,"0","99","0","0",63
"2008","SE",6391,596.289752650177,"1",1937,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",639,70,"0","0.0833333333","0","0",70
"2008","SE",6421,596.289752650177,"2",1929,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",642,78,"0","99","0","0",79
"2008","SE",6501,596.289752650177,"1",1927,"1","1","3","3","NA","3","NA","NA","NA","NA","0","0",650,80,"0","1","0","0",80
"2008","SE",6521,596.289752650177,"4",1987,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",652,20,"0","99","0","0",21
"2008","SE",6801,596.289752650177,"4",1929,"2","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",680,78,"1","0.4857142857","0","100",78
"2008","SE",6831,596.289752650177,"4",1927,"2","1","1","3","NA","3","NA","NA","0","NA","15","NA",683,80,"0","1","0","0",80
"2008","SE",6871,596.289752650177,"1",1932,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",687,75,"0","99","0","0",76
"2008","SE",6901,596.289752650177,"3",1970,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",690,37,"1","99","0","100",38
"2008","SE",7091,596.289752650177,"2",1929,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",709,78,"0","0.4583333333","0","0",79
"2008","SE",7131,596.289752650177,"1",1938,"2","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",713,69,"0","1","0","100",69
"2008","SE",7971,596.289752650177,"3",1961,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",797,46,"0","0.7285714286","0","0",47
"2008","SE",8151,596.289752650177,"3",1976,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",815,31,"2","99","0","101",32
"2008","SE",8191,596.289752650177,"1",1959,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",819,48,"0","1","0","0",48
"2008","SE",8271,596.289752650177,"4",1987,"2","1","4","4","NA","3","NA","30","NA","NA","NA","NA",827,20,"0","0.7285714286","0","0",21
"2008","SE",8291,596.289752650177,"2",1938,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",829,69,"0","0.2916666667","0","0",70
"2008","SE",8451,596.289752650177,"2",1984,"2","1","3","4","13","3","NA","30","NA","0","NA","NA",845,23,"0","0.8333333333","0","0",24
"2008","SE",8481,596.289752650177,"2",1927,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",848,80,"0","99","0","100",80
"2008","SE",8871,596.289752650177,"4",1927,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",887,80,"1","0.783172411","0","0",80
"2008","SE",9101,596.289752650177,"2",1948,"2","1","3","4","13","NA","NA","NA","NA","NA","0","0",910,59,"0","99","0","0",59
"2008","SE",9271,596.289752650177,"4",1930,"1","1","2","2","13","3","NA","NA","NA","NA","NA","0",927,77,"0","99","0","0",78
"2008","SE",9311,596.289752650177,"4",1984,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",931,23,"0","1","1","100",24
"2008","SE",9321,596.289752650177,"1",1980,"1","1","4","2","13","NA","NA","NA","NA","NA","0","NA",932,27,"2","99","0","0",28
"2008","SE",9361,596.289752650177,"4",1946,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",936,61,"2","1","0","100",61
"2008","SE",9411,596.289752650177,"2",1927,"2","1","4","2","13","3","NA","NA","NA","NA","0","0",941,80,"0","1","0","0",80
"2008","SE",9731,596.289752650177,"4",1927,"2","1","NA","2","13","3","NA","NA","NA","NA","NA","NA",973,80,"0","0.6714285714","0","0",80
"2008","SE",10001,596.289752650177,"2",1931,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",1000,76,"0","0.7330114886","0","0",76
"2008","SE",10011,596.289752650177,"2",1973,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1001,34,"0","1","0","0",35
"2008","SE",10361,596.289752650177,"1",1955,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1036,52,"0","99","0","0",53
"2008","SE",10421,596.289752650177,"1",1978,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1042,29,"0","0.7285714286","0","0",30
"2008","SE",10471,596.289752650177,"2",1983,"2","1","3","3","NA","3","NA","NA","NA","NA","0","0",1047,24,"0","99","0","0",25
"2008","SE",10621,596.289752650177,"4",1974,"2","1","1","3","13","3","NA","30","NA","NA","NA","NA",1062,33,"0","0.4571428571","0","0",34
"2008","SE",11001,596.289752650177,"2",1968,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",1100,39,"0","99","0","0",40
"2008","SE",11221,596.289752650177,"2",1963,"2","1","NA","2","13","3","NA","NA","NA","NA","NA","NA",1122,44,"0","0.3333333333","0","0",45
"2008","SE",11241,596.289752650177,"1",1927,"2","1","4","2","13","3","NA","30","NA","30","NA","NA",1124,80,"0","1","0","0",80
"2008","SE",11681,596.289752650177,"2",1984,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",1168,23,"0","99","0","0",23
"2008","SE",11721,596.289752650177,"4",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1172,76,"0","1","0","0",77
"2008","SE",11771,596.289752650177,"2",1985,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",1177,22,"2","0.5833333333","0","100",22
"2008","SE",11811,596.289752650177,"2",1935,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1181,72,"0","99","0","0",72
"2008","SE",12121,596.289752650177,"1",1929,"2","1","1","2","13","3","NA","NA","0","NA","NA","NA",1212,78,"0","1","0","0",79
"2008","SE",12431,596.289752650177,"4",1945,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",1243,62,"0","1","0","0",63
"2008","SE",12791,596.289752650177,"4",1944,"1","1","3","4","13","3","NA","30","NA","NA","NA","NA",1279,63,"0","99","0","0",63
"2008","SE",12891,596.289752650177,"4",1956,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",1289,51,"0","99","0","101",52
"2008","SE",12911,596.289752650177,"1",1945,"2","1","3","2","NA","NA","NA","NA","NA","NA","NA","NA",1291,62,"0","99","0","0",63
"2008","SE",12921,596.289752650177,"3",1941,"2","1","1","2","13","3","NA","NA","16","NA","NA","NA",1292,66,"0","1","0","0",67
"2008","SE",12981,596.289752650177,"3",1960,"1","1","4","3","13","3","NA","NA","NA","NA","NA","0",1298,47,"2","0.3333333333","0","0",48
"2008","SE",13061,596.289752650177,"3",1928,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1306,79,"0","1","0","0",80
"2008","SE",13401,596.289752650177,"3",1969,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",1340,38,"2","0","0","0",39
"2008","SE",13451,596.289752650177,"2",1983,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",1345,24,"0","0.7285714286","0","100",25
"2008","SE",13471,596.289752650177,"2",1938,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1347,69,"0","1","0","0",70
"2008","SE",13481,596.289752650177,"2",1934,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",1348,73,"0","0.5","0","0",74
"2008","SE",13511,596.289752650177,"2",1987,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1351,20,"0","0.7285714286","0","0",21
"2008","SE",13531,596.289752650177,"2",1983,"2","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",1353,24,"0","0.5154761905","0","0",24
"2008","SE",13561,596.289752650177,"2",1927,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1356,80,"2","1","0","0",80
"2008","SE",14041,596.289752650177,"3",1940,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1404,67,"2","0.5","0","0",68
"2008","SE",14111,596.289752650177,"1",1973,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1411,34,"0","1","0","0",35
"2008","SE",14131,596.289752650177,"3",1973,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1413,34,"0","99","0","100",35
"2008","SE",14161,596.289752650177,"1",1935,"1","1","4","2","13","3","NA","NA","NA","NA","NA","0",1416,72,"0","0.7285714286","0","0",73
"2008","SE",14341,596.289752650177,"3",1948,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1434,59,"2","0.333808938","0","0",60
"2008","SE",14391,596.289752650177,"1",1975,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1439,32,"2","1","0","101",33
"2008","SE",14421,596.289752650177,"3",1944,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",1442,63,"0","1","0","0",64
"2008","SE",14541,596.289752650177,"2",1952,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",1454,55,"1","99","0","0",56
"2008","SE",14591,596.289752650177,"4",1933,"2","1","4","3","13","NA","NA","NA","3","0","NA","NA",1459,74,"0","1","0","0",75
"2008","SE",14621,596.289752650177,"2",1972,"2","1","1","2","NA","3","NA","NA","NA","15","NA","0",1462,35,"0","1","0","0",36
"2008","SE",14741,596.289752650177,"3",1952,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",1474,55,"0","0.7285714286","0","0",56
"2008","SE",14811,596.289752650177,"2",1927,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",1481,80,"1","0.7285714286","0","0",80
"2008","SE",14821,596.289752650177,"1",1945,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",1482,62,"2","0.7285714286","0","0",63
"2008","SE",14851,596.289752650177,"4",1941,"2","1","4","3","13","3","NA","NA","NA","0","NA","NA",1485,66,"0","99","0","0",67
"2008","SE",15181,596.289752650177,"1",1932,"1","1","1","2","13","NA","NA","NA","NA","0","NA","NA",1518,75,"0","1","0","0",76
"2008","SE",15301,596.289752650177,"1",1948,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1530,59,"0","99","0","0",59
"2008","SE",15391,596.289752650177,"2",1927,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1539,80,"2","1","0","0",80
"2008","SE",15421,596.289752650177,"3",1927,"2","1","1","4","13","NA","NA","NA","NA","NA","0","NA",1542,80,"0","0.4571428571","0","0",80
"2008","SE",15491,596.289752650177,"1",1953,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1549,54,"0","0.4571428571","0","100",55
"2008","SE",15501,596.289752650177,"4",1929,"1","1","3","2","13","5","NA","30","NA","NA","NA","NA",1550,78,"2","1","0","0",79
"2008","SE",15541,596.289752650177,"1",1975,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1554,32,"0","0","0","100",32
"2008","SE",15861,596.289752650177,"4",1979,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","0",1586,28,"0","1","0","0",29
"2008","SE",16091,596.289752650177,"2",1945,"1","1","3","2","13","NA","NA","NA","NA","NA","0","NA",1609,62,"0","99","0","0",63
"2008","SE",16151,596.289752650177,"2",1943,"2","1","3","3","NA","NA","NA","NA","NA","NA","NA","0",1615,64,"0","0.8468948245","0","0",64
"2008","SE",16161,596.289752650177,"3",1940,"2","1","1","3","NA","NA","NA","NA","NA","NA","NA","0",1616,67,"0","0.5","0","10",68
"2008","SE",16271,596.289752650177,"4",1951,"1","1","3","3","13","3","NA","NA","NA","NA","NA","0",1627,56,"0","1","0","0",57
"2008","SE",16341,596.289752650177,"4",1981,"1","1","1","3","13","NA","NA","30","NA","NA","0","NA",1634,26,"2","1","0","0",27
"2008","SE",16741,596.289752650177,"2",1969,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1674,38,"2","1","0","0",39
"2008","SE",16861,596.289752650177,"1",1940,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1686,67,"0","1","0","0",68
"2008","SE",16981,596.289752650177,"1",1940,"1","1","1","2","13","3","15","NA","NA","NA","NA","NA",1698,67,"1","1","0","0",68
"2008","SE",17021,596.289752650177,"2",1955,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1702,52,"0","1","0","0",53
"2008","SE",17431,596.289752650177,"4",1952,"1","1","1","3","13","3","NA","NA","NA","0","NA","0",1743,55,"0","0.5833333333","0","0",56
"2008","SE",17521,596.289752650177,"2",1928,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1752,79,"2","1","0","0",80
"2008","SE",17931,596.289752650177,"1",1980,"1","1","1","4","13","3","NA","NA","0","0","NA","NA",1793,27,"0","99","0","100",27
"2008","SE",18091,596.289752650177,"1",1952,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",1809,55,"0","1","0","0",56
"2008","SE",18141,596.289752650177,"3",1936,"1","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",1814,71,"0","0","0","0",72
"2008","SE",18261,596.289752650177,"3",1985,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1826,22,"0","99","0","0",22
"2008","SE",18351,596.289752650177,"3",1939,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1835,68,"2","0.4571428571","0","100",69
"2008","SE",18971,596.289752650177,"2",1952,"2","1","1","2","13","3","NA","30","NA","0","0","NA",1897,55,"0","99","0","0",56
"2008","SE",19191,596.289752650177,"1",1927,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",1919,80,"0","0.7285714286","0","0",80
"2008","SE",19281,596.289752650177,"3",1927,"2","1","3","3","13","3","NA","NA","NA","0","NA","NA",1928,80,"0","1","0","0",80
"2008","SE",19481,596.289752650177,"3",1976,"1","1","1","2","13","NA","NA","NA","NA","0","NA","0",1948,31,"0","1","0","0",31
"2008","SE",19551,596.289752650177,"1",1957,"2","1","4","3","NA","3","NA","NA","0","NA","NA","NA",1955,50,"2","0","0","0",50
"2008","SE",19651,596.289752650177,"2",1944,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1965,63,"2","1","0","0",64
"2008","SE",19801,596.289752650177,"1",1937,"1","1","1","3","13","3","NA","NA","NA","0","NA","0",1980,70,"0","99","0","0",71
"2008","SE",19831,596.289752650177,"2",1982,"1","1","4","3","13","NA","NA","NA","NA","NA","0","NA",1983,25,"0","0.4857142857","0","0",26
"2008","SE",19871,596.289752650177,"4",1983,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",1987,24,"0","1","0","0",25
"2008","SE",19961,596.289752650177,"4",1951,"1","1","3","3","13","3","NA","30","NA","NA","0","NA",1996,56,"2","0.746031746","0","0",57
"2008","SE",20041,596.289752650177,"1",1974,"2","1","3","4","13","3","NA","30","NA","0","NA","NA",2004,33,"2","1","0","0",34
"2008","SE",20091,596.289752650177,"1",1971,"1","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",2009,36,"0","0","0","0",36
"2008","SE",20251,596.289752650177,"1",1946,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",2025,61,"0","0.7285714286","0","0",62
"2008","SE",20291,596.289752650177,"1",1944,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2029,63,"0","1","0","0",64
"2008","SE",20481,596.289752650177,"3",1939,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",2048,68,"0","0.8947944987","0","0",68
"2008","SE",20491,596.289752650177,"2",1982,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",2049,25,"2","0.7285714286","0","0",26
"2008","SE",20651,596.289752650177,"3",1945,"2","1","2","4","13","3","NA","NA","NA","NA","NA","NA",2065,62,"1","99","0","0",62
"2008","SE",20661,596.289752650177,"1",1960,"1","1","1","4","13","NA","NA","NA","NA","NA","NA","NA",2066,47,"0","0","0","0",48
"2008","SE",20881,596.289752650177,"3",1979,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",2088,28,"0","99","0","0",29
"2008","SE",21001,596.289752650177,"1",1947,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2100,60,"0","0.7285714286","0","100",60
"2008","SE",21201,596.289752650177,"4",1984,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2120,23,"0","1","0","0",23
"2008","SE",21291,596.289752650177,"1",1960,"1","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",2129,47,"2","99","0","1",47
"2008","SE",21331,596.289752650177,"1",1955,"1","1","3","3","13","3","NA","NA","NA","NA","NA","0",2133,52,"0","99","0","0",53
"2008","SE",21361,596.289752650177,"1",1983,"2","1","1","2","13","3","15","NA","NA","NA","NA","NA",2136,24,"0","99","0","0",24
"2008","SE",21511,596.289752650177,"4",1974,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2151,33,"0","1","0","0",33
"2008","SE",21681,596.289752650177,"3",1931,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2168,76,"0","0.7285714286","0","0",77
"2008","SE",21841,596.289752650177,"2",1970,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",2184,37,"1","0.7626984127","0","0",38
"2008","SE",22061,596.289752650177,"2",1973,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2206,34,"0","99","0","0",35
"2008","SE",22221,596.289752650177,"3",1960,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",2222,47,"0","0.7285714286","0","100",48
"2008","SE",22421,596.289752650177,"3",1981,"2","1","3","2","NA","3","NA","NA","0","NA","0","0",2242,26,"0","0.5","0","100",27
"2008","SE",22471,596.289752650177,"2",1987,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2247,20,"0","0.7285714286","0","0",21
"2008","SE",22591,596.289752650177,"3",1984,"2","1","3","3","13","3","NA","NA","NA","NA","NA","0",2259,23,"0","0.8055555556","0","100",24
"2008","SE",22671,596.289752650177,"2",1950,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2267,57,"0","0.5","0","0",58
"2008","SE",22701,596.289752650177,"2",1980,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2270,27,"0","0.5","0","0",28
"2008","SE",22751,596.289752650177,"4",1970,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",2275,37,"2","99","0","0",38
"2008","SE",22781,596.289752650177,"2",1984,"2","1","1","2","13","NA","NA","30","NA","0","NA","NA",2278,23,"0","1","0","1",24
"2008","SE",22881,596.289752650177,"4",1957,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2288,50,"2","1","0","0",51
"2008","SE",22971,596.289752650177,"2",1975,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",2297,32,"2","0.7833559899","0","0",33
"2008","SE",23111,596.289752650177,"2",1970,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2311,37,"2","1","0","100",38
"2008","SE",23181,596.289752650177,"2",1940,"2","1","1","4","13","3","NA","NA","NA","15","NA","0",2318,67,"0","99","0","0",68
"2008","SE",23211,596.289752650177,"3",1974,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",2321,33,"0","0.5","0","0",33
"2008","SE",23221,596.289752650177,"3",1978,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2322,29,"0","0.5","0","0",30
"2008","SE",23611,596.289752650177,"1",1931,"2","1","1","3","NA","3","NA","30","NA","NA","NA","NA",2361,76,"0","0.4571428571","0","0",77
"2008","SE",23711,596.289752650177,"2",1973,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2371,34,"0","0.7964285714","0","0",35
"2008","SE",23741,596.289752650177,"1",1961,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2374,46,"0","99","0","0",47
"2008","SE",23951,596.289752650177,"2",1947,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",2395,60,"0","99","0","0",60
"2008","SE",24021,596.289752650177,"3",1941,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",2402,66,"2","99","0","0",67
"2008","SE",24041,596.289752650177,"1",1952,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",2404,55,"0","0","0","0",56
