"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","SE",7301,756.393054459353,"4",1983,"1","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",30,29,730,"1","0","0","0"
"2013","SE",7351,756.393054459353,"3",1983,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",30,29,735,"1","2","0","0"
"2013","SE",7411,756.393054459353,"4",1953,"1","1","3","4","13","NA","NA","NA","NA","0","0","NA",60,59,741,"1","0","0","0"
"2013","SE",7451,756.393054459353,"1",1951,"1","1","1","4","13","3","NA","NA","NA","0","NA","NA",61,61,745,"99","0","0","0"
"2013","SE",7871,756.393054459353,"1",1933,"2","1","1","2","13","NA","NA","NA","NA","NA","0","NA",80,79,787,"0.6289391015","2","0","0"
"2013","SE",8111,756.393054459353,"1",1948,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",65,64,811,"99","2","0","0"
"2013","SE",9091,756.393054459353,"2",1933,"2","1","1","4","13","3","NA","30","NA","NA","NA","NA",79,79,909,"1","0","0","0"
"2013","SE",9291,756.393054459353,"4",1983,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",29,29,929,"0.7777777778","1","0","0"
"2013","SE",9391,756.393054459353,"3",1978,"2","1","2","2","13","NA","NA","NA","NA","NA","0","0",35,34,939,"99","1","0","0"
"2013","SE",9441,756.393054459353,"1",1943,"2","1","4","3","13","3","NA","NA","NA","NA","0","NA",70,69,944,"1","0","0","0"
"2013","SE",9501,756.393054459353,"3",1973,"2","1","4","2","NA","3","NA","NA","NA","NA","0","NA",40,39,950,"0.8640593256","2","0","0"
"2013","SE",9611,756.393054459353,"1",1948,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",65,64,961,"1","2","0","0"
"2013","SE",9691,756.393054459353,"2",1981,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",32,31,969,"0.9285714286","0","0","0"
"2013","SE",10141,756.393054459353,"2",1986,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",27,26,1014,"1","0","0","100"
"2013","SE",10351,756.393054459353,"4",1932,"1","1","1","2","13","3","NA","NA","NA","32","0","NA",80,80,1035,"0.7857142857","0","0","0"
"2013","SE",10581,756.393054459353,"1",1949,"2","1","1","3","13","3","NA","NA","12","NA","NA","NA",63,63,1058,"1","0","0","0"
"2013","SE",10611,756.393054459353,"3",1939,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",74,73,1061,"99","2","0","0"
"2013","SE",10621,756.393054459353,"3",1956,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",57,56,1062,"0.5","2","0","0"
"2013","SE",10661,756.393054459353,"2",1992,"1","1","1","3","13","NA","NA","30","NA","NA","NA","NA",21,20,1066,"99","2","0","0"
"2013","SE",11131,756.393054459353,"4",1983,"1","1","4","2","13","3","NA","NA","0","NA","0","NA",29,29,1113,"0.5","0","0","0"
"2013","SE",11401,756.393054459353,"2",1932,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,1140,"0.9571428571","0","0","0"
"2013","SE",11441,756.393054459353,"1",1932,"2","1","3","3","NA","3","NA","NA","NA","0","NA","NA",80,80,1144,"0","1","0","0"
"2013","SE",11831,756.393054459353,"1",1961,"1","1","1","3","NA","3","NA","NA","NA","40","NA","NA",51,51,1183,"1","0","0","0"
"2013","SE",11901,756.393054459353,"4",1939,"2","1","1","3","NA","3","NA","NA","NA","NA","0","NA",74,73,1190,"1","0","0","0"
"2013","SE",11951,756.393054459353,"2",1993,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",20,19,1195,"1","0","0","0"
"2013","SE",12131,756.393054459353,"1",1951,"1","1","1","2","13","3","NA","NA","NA","0","0","0",62,61,1213,"1","0","0","100"
"2013","SE",12511,756.393054459353,"4",1939,"1","1","NA","4","13","3","NA","NA","NA","NA","NA","NA",74,73,1251,"0.5","0","0","0"
"2013","SE",12811,756.393054459353,"4",1952,"2","1","1","3","NA","3","NA","NA","0","NA","NA","NA",60,60,1281,"0.5661926046","0","0","0"
"2013","SE",12841,756.393054459353,"2",1943,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",69,69,1284,"0.7678571429","0","0","0"
"2013","SE",13371,756.393054459353,"1",1987,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",26,25,1337,"0.8395333876","2","1","0"
"2013","SE",13391,756.393054459353,"1",1958,"1","1","2","3","13","3","NA","NA","0","0","NA","NA",54,54,1339,"99","0","0","0"
"2013","SE",13461,756.393054459353,"2",1936,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",77,76,1346,"1","2","0","0"
"2013","SE",13801,756.393054459353,"1",1992,"1","1","4","3","NA","3","NA","NA","NA","NA","0","NA",20,20,1380,"99","0","0","101"
"2013","SE",14541,756.393054459353,"4",1986,"1","1","1","2","13","3","NA","NA","NA","NA","20","NA",26,26,1454,"0.4057259922","0","0","100"
"2013","SE",14721,756.393054459353,"2",1983,"1","1","4","2","13","3","NA","NA","0","NA","NA","NA",29,29,1472,"99","2","0","0"
"2013","SE",14731,756.393054459353,"1",1940,"2","1","3","2","13","3","NA","NA","NA","0","NA","NA",73,72,1473,"1","2","0","0"
"2013","SE",14851,756.393054459353,"1",1935,"1","1","4","3","13","3","NA","NA","NA","0","NA","NA",77,77,1485,"99","2","0","0"
"2013","SE",14961,756.393054459353,"4",1947,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",66,65,1496,"0","0","0","101"
"2013","SE",15231,756.393054459353,"3",1965,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",47,47,1523,"1","0","0","0"
"2013","SE",15291,756.393054459353,"2",1933,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",79,79,1529,"99","0","0","0"
"2013","SE",15391,756.393054459353,"4",1989,"2","1","1","4","NA","3","NA","NA","12","0","NA","NA",23,23,1539,"1","0","0","1"
"2013","SE",15401,756.393054459353,"2",1986,"1","1","1","2","13","3","NA","30","8","NA","0","NA",27,26,1540,"1","2","0","0"
"2013","SE",15441,756.393054459353,"3",1950,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",63,62,1544,"99","0","0","0"
"2013","SE",16111,756.393054459353,"1",1981,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",31,31,1611,"0.9166666667","0","0","110"
"2013","SE",16151,756.393054459353,"3",1961,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",52,51,1615,"0.5","0","0","0"
"2013","SE",16371,756.393054459353,"4",1965,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",47,47,1637,"1","0","1","0"
"2013","SE",16421,756.393054459353,"2",1991,"1","1","3","4","13","3","NA","30","NA","NA","NA","NA",22,21,1642,"0.5","0","0","0"
"2013","SE",16441,756.393054459353,"3",1943,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",69,69,1644,"99","2","0","0"
"2013","SE",16671,756.393054459353,"4",1989,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",23,23,1667,"0.5","0","0","1"
"2013","SE",16741,756.393054459353,"2",1979,"2","1","4","4","13","3","NA","NA","NA","0","NA","NA",33,33,1674,"0","0","0","0"
"2013","SE",16831,756.393054459353,"1",1967,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",46,45,1683,"1","1","0","0"
"2013","SE",16861,756.393054459353,"4",1953,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",59,59,1686,"0","2","0","0"
"2013","SE",16951,756.393054459353,"3",1932,"2","1","1","4","13","5","NA","NA","NA","NA","NA","NA",80,80,1695,"99","1","0","0"
"2013","SE",17281,756.393054459353,"3",1961,"1","1","3","2","13","3","NA","NA","NA","NA","NA","0",51,51,1728,"1","0","0","0"
"2013","SE",17521,756.393054459353,"3",1972,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",41,40,1752,"0.9571428571","0","0","0"
"2013","SE",17611,756.393054459353,"2",1932,"2","1","1","4","13","NA","NA","NA","NA","NA","0","0",80,80,1761,"99","0","0","0"
"2013","SE",17641,756.393054459353,"3",1961,"2","1","1","4","NA","3","NA","NA","NA","NA","0","NA",52,51,1764,"0.5","0","0","0"
"2013","SE",17661,756.393054459353,"1",1979,"2","1","4","3","13","5","NA","NA","10","40","NA","NA",33,33,1766,"1","2","0","0"
"2013","SE",17741,756.393054459353,"4",1988,"1","1","4","4","13","3","NA","NA","NA","45","0","NA",25,24,1774,"99","0","0","0"
"2013","SE",18021,756.393054459353,"3",1961,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",51,51,1802,"99","0","0","0"
"2013","SE",18331,756.393054459353,"4",1987,"1","1","3","2","NA","NA","NA","NA","NA","32","0","NA",25,25,1833,"0.9411926046","0","0","0"
"2013","SE",18491,756.393054459353,"2",1953,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",59,59,1849,"0.7943112558","2","0","0"
"2013","SE",18511,756.393054459353,"1",1939,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",73,73,1851,"0.8420170724","1","0","1"
"2013","SE",18561,756.393054459353,"2",1944,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",69,68,1856,"0.7857142857","0","0","100"
"2013","SE",18571,756.393054459353,"2",1947,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",65,65,1857,"1","0","0","0"
"2013","SE",19091,756.393054459353,"4",1951,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",62,61,1909,"1","2","0","0"
"2013","SE",19221,756.393054459353,"4",1947,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",65,65,1922,"1","2","0","0"
"2013","SE",19371,756.393054459353,"2",1981,"1","1","1","2","NA","3","NA","NA","NA","NA","0","0",32,31,1937,"99","2","0","10"
"2013","SE",19401,756.393054459353,"3",1946,"1","1","2","4","NA","3","NA","NA","NA","NA","NA","0",67,66,1940,"1","0","0","0"
"2013","SE",19881,756.393054459353,"1",1965,"1","1","1","2","NA","NA","NA","NA","NA","40","NA","NA",47,47,1988,"1","0","0","0"
"2013","SE",19931,756.393054459353,"1",1932,"2","1","4","3","13","3","NA","NA","NA","35","NA","NA",80,80,1993,"0.880952381","0","0","1"
"2013","SE",20521,756.393054459353,"3",1974,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",38,38,2052,"1","0","0","100"
"2013","SE",20711,756.393054459353,"3",1981,"1","1","1","4","13","3","NA","NA","0","NA","0","NA",32,31,2071,"99","0","0","100"
"2013","SE",20751,756.393054459353,"4",1991,"1","1","4","3","13","3","NA","NA","15","0","NA","NA",22,21,2075,"0","2","0","0"
"2013","SE",20791,756.393054459353,"4",1980,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",32,32,2079,"0.9571428571","2","0","0"
"2013","SE",21011,756.393054459353,"3",1981,"1","1","4","2","13","NA","NA","30","NA","0","NA","0",31,31,2101,"99","2","0","100"
"2013","SE",21841,756.393054459353,"1",1981,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",32,31,2184,"1","2","0","0"
"2013","SE",21961,756.393054459353,"4",1964,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",49,48,2196,"0.8857142857","0","0","0"
"2013","SE",22311,756.393054459353,"2",1932,"2","1","1","3","13","3","NA","NA","NA","NA","NA","0",80,80,2231,"1","2","0","0"
"2013","SE",22381,756.393054459353,"2",1932,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",80,80,2238,"1","0","0","101"
"2013","SE",22521,756.393054459353,"4",1983,"2","1","4","2","13","3","NA","NA","NA","0","NA","NA",29,29,2252,"0.7857142857","0","0","1"
"2013","SE",22561,756.393054459353,"3",1962,"2","1","4","3","NA","3","NA","NA","30","0","NA","NA",50,50,2256,"1","0","0","1"
"2013","SE",22621,756.393054459353,"2",1932,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",80,80,2262,"1","0","0","0"
"2013","SE",22741,756.393054459353,"3",1986,"1","1","4","3","13","3","NA","NA","NA","0","0","0",26,26,2274,"0.9142857143","0","0","100"
"2013","SE",22971,756.393054459353,"3",1957,"2","1","1","2","NA","3","NA","NA","20","NA","NA","NA",55,55,2297,"99","2","0","0"
"2013","SE",23161,756.393054459353,"2",1948,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",64,64,2316,"0","2","0","0"
"2013","SE",23251,756.393054459353,"1",1932,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",80,80,2325,"1","1","0","0"
"2013","SE",23331,756.393054459353,"4",1953,"1","1","4","3","13","3","NA","NA","15","NA","0","0",59,59,2333,"99","0","0","0"
"2013","SE",23501,756.393054459353,"1",1950,"1","1","4","3","13","3","NA","NA","NA","25","NA","0",62,62,2350,"1","0","0","0"
"2013","SE",23651,756.393054459353,"3",1989,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",23,23,2365,"0.9583333333","0","0","0"
"2013","SE",23931,756.393054459353,"2",1985,"2","1","1","3","13","3","NA","NA","5","NA","NA","NA",27,27,2393,"0.8571428571","0","0","0"
"2013","SE",24071,756.393054459353,"4",1982,"1","1","4","3","13","3","NA","NA","NA","40","NA","NA",30,30,2407,"0","2","0","0"
"2013","SE",24211,756.393054459353,"1",1990,"2","1","4","2","13","5","NA","NA","NA","NA","0","0",22,22,2421,"1","0","0","0"
"2013","SE",24271,756.393054459353,"4",1932,"2","1","4","2","13","3","NA","NA","13","NA","0","NA",80,80,2427,"1","0","0","101"
"2013","SE",24331,756.393054459353,"2",1965,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",47,47,2433,"1","0","0","0"
"2013","SE",24451,756.393054459353,"4",1953,"2","1","4","2","13","NA","NA","NA","NA","0","NA","NA",59,59,2445,"0.3333333333","0","0","100"
"2013","SE",24461,756.393054459353,"3",1948,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",65,64,2446,"0.4583333333","2","0","0"
"2013","SE",24691,756.393054459353,"1",1932,"2","1","1","2","NA","3","NA","NA","0","NA","NA","NA",80,80,2469,"99","2","0","0"
"2013","SE",25041,756.393054459353,"1",1932,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",80,80,2504,"0.8971556279","0","0","0"
"2013","SE",25091,756.393054459353,"2",1955,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",58,57,2509,"99","0","0","0"
"2013","SE",25261,756.393054459353,"2",1933,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",80,79,2526,"0.875","1","0","0"
"2013","SE",25521,756.393054459353,"1",1951,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",62,61,2552,"1","2","0","0"
"2013","SE",25701,756.393054459353,"2",1932,"2","1","2","3","13","3","NA","NA","NA","NA","NA","0",80,80,2570,"1","0","0","0"
"2013","SE",25761,756.393054459353,"2",1932,"2","1","4","3","13","3","NA","30","NA","NA","0","NA",80,80,2576,"99","0","0","0"
"2013","SE",25841,756.393054459353,"1",1938,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",75,74,2584,"0.6615958154","0","0","0"
"2013","SE",25931,756.393054459353,"2",1957,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",55,55,2593,"0.9285714286","0","0","0"
"2013","SE",26041,756.393054459353,"1",1936,"2","1","1","3","13","NA","15","NA","NA","NA","NA","0",77,76,2604,"1","1","0","0"
"2013","SE",26061,756.393054459353,"4",1939,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",74,73,2606,"1","1","0","0"
"2013","SE",26371,756.393054459353,"1",1932,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",80,80,2637,"0.9400074496","0","0","0"
"2013","SE",26381,756.393054459353,"3",1976,"2","1","1","3","NA","NA","NA","NA","NA","NA","0","NA",36,36,2638,"0.5416666667","0","0","0"
"2013","SE",26451,756.393054459353,"2",1935,"2","1","1","2","13","3","NA","NA","NA","0","0","0",78,77,2645,"0.75","2","0","0"
"2013","SE",26561,756.393054459353,"4",1960,"1","1","4","3","13","NA","NA","NA","0","NA","NA","NA",53,52,2656,"0.8408121778","2","0","0"
"2013","SE",26941,756.393054459353,"3",1948,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",64,64,2694,"1","0","0","0"
"2013","SE",27011,756.393054459353,"2",1951,"2","1","1","2","NA","3","NA","NA","NA","NA","NA","0",62,61,2701,"1","1","0","0"
"2013","SE",27201,756.393054459353,"2",1980,"2","1","1","3","13","NA","NA","30","NA","0","0","NA",33,32,2720,"99","0","0","100"
"2013","SE",27291,756.393054459353,"3",1981,"1","1","3","4","13","3","NA","NA","NA","15","NA","NA",32,31,2729,"1","0","0","100"
"2013","SE",27431,756.393054459353,"1",1934,"2","1","1","3","13","3","NA","NA","10","NA","NA","NA",79,78,2743,"99","0","0","0"
"2013","SE",27461,756.393054459353,"3",1950,"1","1","4","2","13","NA","NA","30","NA","NA","NA","0",63,62,2746,"0.9285714286","2","0","0"
"2013","SE",27611,756.393054459353,"4",1944,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",69,68,2761,"1","0","0","0"
"2013","SE",27711,756.393054459353,"3",1987,"2","1","1","4","13","3","NA","NA","NA","NA","0","NA",26,25,2771,"99","0","0","0"
"2013","SE",27771,756.393054459353,"1",1946,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",66,66,2777,"99","0","0","0"
"2013","SE",27951,756.393054459353,"1",1990,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",23,22,2795,"1","0","0","100"
"2013","SE",27961,756.393054459353,"3",1951,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",61,61,2796,"0.125","0","0","0"
"2013","SE",28001,756.393054459353,"4",1951,"2","1","4","3","NA","NA","NA","NA","NA","NA","NA","NA",62,61,2800,"99","2","0","100"
"2013","SE",28311,756.393054459353,"2",1932,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",80,80,2831,"0.9","2","0","0"
"2013","SE",28481,756.393054459353,"2",1960,"1","1","4","2","13","3","NA","NA","20","NA","NA","NA",53,52,2848,"1","2","0","0"
"2013","SE",28771,756.393054459353,"4",1983,"2","1","1","3","13","5","NA","NA","NA","NA","0","0",29,29,2877,"99","0","0","0"
"2013","SE",29291,756.393054459353,"1",1963,"1","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",49,49,2929,"1","1","0","0"
"2013","SE",29901,756.393054459353,"3",1932,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",80,80,2990,"0","0","0","0"
"2013","SE",30141,756.393054459353,"2",1933,"1","1","3","3","13","3","NA","NA","16","0","30","0",79,79,3014,"1","2","0","1"
"2013","SE",30421,756.393054459353,"4",1937,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",75,75,3042,"1","0","0","0"
"2013","SE",30431,756.393054459353,"3",1982,"1","1","1","3","13","NA","NA","NA","NA","20","NA","NA",31,30,3043,"0.5","0","0","0"
"2013","SE",30451,756.393054459353,"4",1962,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",51,50,3045,"0.5","0","0","0"
"2013","SE",30591,756.393054459353,"3",1948,"2","1","3","4","13","3","NA","NA","NA","18","NA","NA",64,64,3059,"0.9285714286","2","0","0"
"2013","SE",30671,756.393054459353,"4",1984,"2","1","1","4","13","NA","NA","NA","0","NA","0","NA",28,28,3067,"1","2","0","0"
"2013","SE",30901,756.393054459353,"1",1987,"2","1","3","3","13","3","NA","NA","NA","NA","NA","0",25,25,3090,"99","2","0","0"
"2013","SE",30991,756.393054459353,"1",1955,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",58,57,3099,"1","0","0","0"
"2013","SE",31221,756.393054459353,"2",1953,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",60,59,3122,"1","2","0","0"
"2013","SE",31281,756.393054459353,"2",1962,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",50,50,3128,"1","0","0","0"
"2013","SE",31301,756.393054459353,"3",1949,"1","1","1","3","13","3","NA","NA","0","NA","NA","NA",63,63,3130,"99","2","0","100"
"2013","SE",31331,756.393054459353,"4",1932,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",80,80,3133,"0.785014227","2","0","0"
"2013","SE",31461,756.393054459353,"1",1932,"2","1","3","2","13","3","NA","NA","NA","NA","0","0",80,80,3146,"0.8333333333","0","0","0"
"2013","SE",31561,756.393054459353,"4",1965,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",48,47,3156,"99","0","0","0"
"2013","SE",31751,756.393054459353,"2",1981,"1","1","1","3","13","3","NA","NA","NA","0","NA","NA",32,31,3175,"0.9166666667","0","0","0"
"2013","SE",32081,756.393054459353,"1",1990,"2","1","4","4","13","3","NA","NA","NA","0","0","NA",23,22,3208,"0.8284722839","0","0","0"
"2013","SE",32191,756.393054459353,"1",1944,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",69,68,3219,"1","0","0","1"
