"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2007","SE",4741,633.998493975904,"3",1927,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",474,79,80
"2007","SE",4831,633.998493975904,"4",1926,"2","1","1","2","NA","3","NA","NA","NA","0","0","NA",483,80,80
"2007","SE",4931,633.998493975904,"3",1947,"2","1","4","3","13","NA","15","NA","NA","0","NA","NA",493,59,60
"2007","SE",4951,633.998493975904,"4",1965,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",495,41,42
"2007","SE",5411,633.998493975904,"3",1981,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",541,25,26
"2007","SE",5481,633.998493975904,"1",1926,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",548,80,80
"2007","SE",5531,633.998493975904,"2",1926,"2","1","1","4","13","3","NA","NA","20","NA","NA","NA",553,80,80
"2007","SE",5691,633.998493975904,"1",1951,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",569,55,56
"2007","SE",5791,633.998493975904,"2",1932,"1","1","3","2","13","NA","NA","NA","NA","0","NA","NA",579,74,74
"2007","SE",5861,633.998493975904,"3",1972,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",586,34,35
"2007","SE",5961,633.998493975904,"1",1977,"1","1","1","3","NA","5","NA","NA","NA","NA","NA","NA",596,29,30
"2007","SE",6281,633.998493975904,"3",1977,"2","1","3","3","NA","NA","NA","NA","0","NA","0","0",628,29,30
"2007","SE",6381,633.998493975904,"3",1979,"1","1","1","3","13","3","NA","NA","13","NA","NA","NA",638,27,28
"2007","SE",6411,633.998493975904,"3",1945,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",641,61,62
"2007","SE",6481,633.998493975904,"3",1926,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",648,80,80
"2007","SE",6501,633.998493975904,"3",1961,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",650,45,46
"2007","SE",6881,633.998493975904,"4",1956,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",688,50,51
"2007","SE",7081,633.998493975904,"3",1929,"2","1","1","3","13","NA","NA","NA","NA","NA","0","NA",708,77,78
"2007","SE",7951,633.998493975904,"4",1973,"1","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",795,33,34
"2007","SE",8131,633.998493975904,"1",1960,"1","1","4","4","13","3","NA","NA","7","NA","NA","0",813,46,47
"2007","SE",8171,633.998493975904,"2",1926,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",817,80,80
"2007","SE",8251,633.998493975904,"4",1937,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","0",825,69,70
"2007","SE",8271,633.998493975904,"2",1980,"1","1","3","2","13","3","NA","NA","NA","35","0","NA",827,26,27
"2007","SE",8441,633.998493975904,"3",1972,"1","1","1","2","13","3","NA","NA","0","NA","NA","NA",844,34,35
"2007","SE",8461,633.998493975904,"1",1987,"1","1","3","2","13","3","NA","NA","NA","NA","0","NA",846,19,20
"2007","SE",8851,633.998493975904,"4",1929,"2","1","3","3","NA","3","NA","NA","0","NA","NA","NA",885,77,78
"2007","SE",9081,633.998493975904,"2",1947,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",908,59,60
"2007","SE",9251,633.998493975904,"1",1927,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",925,79,80
"2007","SE",9291,633.998493975904,"4",1960,"2","1","4","2","13","3","NA","NA","NA","NA","0","NA",929,46,47
"2007","SE",9341,633.998493975904,"1",1926,"2","1","3","3","13","5","NA","NA","NA","NA","NA","NA",934,80,80
"2007","SE",9711,633.998493975904,"1",1976,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",971,30,31
"2007","SE",9971,633.998493975904,"4",1977,"1","1","1","2","13","3","NA","NA","NA","NA","0","0",997,29,30
"2007","SE",9991,633.998493975904,"1",1974,"2","1","2","2","13","NA","NA","NA","0","NA","NA","0",999,32,33
"2007","SE",10331,633.998493975904,"1",1947,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","0",1033,59,60
"2007","SE",10391,633.998493975904,"4",1971,"1","1","4","3","NA","3","NA","NA","0","NA","0","NA",1039,35,36
"2007","SE",10451,633.998493975904,"2",1953,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",1045,53,54
"2007","SE",10591,633.998493975904,"2",1965,"2","1","2","2","13","3","NA","NA","NA","NA","NA","0",1059,41,42
"2007","SE",10981,633.998493975904,"2",1959,"1","1","1","2","NA","NA","NA","NA","NA","0","NA","0",1098,47,48
"2007","SE",11201,633.998493975904,"3",1935,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1120,71,72
"2007","SE",11211,633.998493975904,"1",1981,"2","1","4","3","13","NA","NA","NA","NA","NA","0","NA",1121,25,25
"2007","SE",11651,633.998493975904,"1",1926,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1165,80,80
"2007","SE",11751,633.998493975904,"2",1943,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",1175,63,64
"2007","SE",11781,633.998493975904,"3",1984,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1178,22,23
"2007","SE",12091,633.998493975904,"3",1926,"2","1","4","4","13","NA","15","NA","NA","NA","NA","NA",1209,80,80
"2007","SE",12401,633.998493975904,"1",1926,"2","1","3","2","13","3","NA","NA","NA","35","NA","NA",1240,80,80
"2007","SE",12761,633.998493975904,"3",1926,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1276,80,80
"2007","SE",12861,633.998493975904,"3",1938,"1","1","1","2","NA","3","NA","NA","NA","0","NA","NA",1286,68,69
"2007","SE",12881,633.998493975904,"4",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1288,37,38
"2007","SE",12901,633.998493975904,"4",1980,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",1290,26,27
"2007","SE",12951,633.998493975904,"4",1975,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",1295,31,32
"2007","SE",13031,633.998493975904,"1",1973,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1303,33,34
"2007","SE",13371,633.998493975904,"1",1926,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","0",1337,80,80
"2007","SE",13421,633.998493975904,"1",1929,"2","1","4","4","13","3","NA","NA","15","NA","NA","NA",1342,77,78
"2007","SE",13441,633.998493975904,"4",1945,"2","1","3","4","13","5","NA","NA","NA","NA","NA","NA",1344,61,62
"2007","SE",13451,633.998493975904,"3",1984,"2","1","4","2","13","3","NA","30","0","38","NA","NA",1345,22,23
"2007","SE",13501,633.998493975904,"1",1983,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1350,23,24
"2007","SE",14011,633.998493975904,"4",1944,"2","1","4","2","13","3","NA","NA","0","NA","NA","0",1401,62,63
"2007","SE",14101,633.998493975904,"2",1981,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",1410,25,26
"2007","SE",14131,633.998493975904,"1",1977,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",1413,29,30
"2007","SE",14311,633.998493975904,"4",1926,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",1431,80,80
"2007","SE",14361,633.998493975904,"4",1946,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",1436,60,61
"2007","SE",14391,633.998493975904,"4",1987,"1","1","3","4","NA","NA","NA","NA","NA","NA","NA","NA",1439,19,20
"2007","SE",14561,633.998493975904,"2",1988,"2","1","4","2","NA","3","NA","NA","NA","NA","0","NA",1456,18,19
"2007","SE",14591,633.998493975904,"1",1926,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1459,80,80
"2007","SE",14701,633.998493975904,"3",1952,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1470,54,55
"2007","SE",14781,633.998493975904,"3",1961,"2","1","1","3","13","5","NA","NA","0","NA","NA","NA",1478,45,46
"2007","SE",14791,633.998493975904,"3",1926,"2","1","1","3","13","NA","NA","NA","0","NA","NA","NA",1479,80,80
"2007","SE",14821,633.998493975904,"4",1939,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1482,67,68
"2007","SE",15141,633.998493975904,"1",1957,"1","1","3","3","13","3","NA","NA","NA","0","NA","NA",1514,49,50
"2007","SE",15361,633.998493975904,"1",1951,"2","1","1","2","NA","3","NA","NA","NA","NA","25","NA",1536,55,56
"2007","SE",15391,633.998493975904,"3",1985,"1","1","3","4","NA","NA","NA","NA","NA","NA","0","NA",1539,21,22
"2007","SE",15461,633.998493975904,"3",1939,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1546,67,68
"2007","SE",15501,633.998493975904,"3",1928,"1","1","3","2","13","3","NA","NA","NA","NA","NA","0",1550,78,79
"2007","SE",15831,633.998493975904,"4",1926,"2","1","4","3","13","3","NA","NA","NA","NA","NA","0",1583,80,80
"2007","SE",16061,633.998493975904,"2",1964,"1","1","1","2","13","NA","NA","NA","NA","0","NA","0",1606,42,43
"2007","SE",16111,633.998493975904,"3",1952,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1611,54,55
"2007","SE",16121,633.998493975904,"3",1962,"1","1","4","3","13","3","NA","NA","NA","NA","NA","0",1612,44,45
"2007","SE",16241,633.998493975904,"3",1940,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1624,66,67
"2007","SE",16301,633.998493975904,"4",1928,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",1630,78,79
"2007","SE",16701,633.998493975904,"2",1979,"1","1","4","4","13","NA","NA","NA","NA","0","0","NA",1670,27,28
"2007","SE",16821,633.998493975904,"2",1927,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1682,79,80
"2007","SE",16951,633.998493975904,"4",1979,"1","1","4","2","13","3","NA","NA","NA","0","0","0",1695,27,27
"2007","SE",16981,633.998493975904,"1",1926,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1698,80,80
"2007","SE",17391,633.998493975904,"3",1973,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",1739,33,34
"2007","SE",17481,633.998493975904,"4",1939,"1","1","1","2","13","3","NA","NA","0","NA","NA","0",1748,67,68
"2007","SE",17891,633.998493975904,"4",1934,"1","1","4","3","13","3","NA","NA","NA","0","NA","NA",1789,72,73
"2007","SE",18051,633.998493975904,"2",1971,"1","1","4","2","13","3","NA","NA","NA","35","NA","NA",1805,35,36
"2007","SE",18101,633.998493975904,"2",1966,"1","1","1","4","NA","3","NA","NA","NA","NA","0","NA",1810,40,41
"2007","SE",18221,633.998493975904,"2",1944,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1822,62,63
"2007","SE",18311,633.998493975904,"1",1962,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",1831,44,44
"2007","SE",18931,633.998493975904,"4",1977,"2","1","1","2","13","3","15","NA","NA","NA","NA","NA",1893,29,30
"2007","SE",19151,633.998493975904,"3",1980,"1","1","3","2","13","3","NA","NA","NA","NA","NA","0",1915,26,26
"2007","SE",19241,633.998493975904,"2",1952,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1924,54,55
"2007","SE",19431,633.998493975904,"2",1980,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1943,26,27
"2007","SE",19511,633.998493975904,"2",1926,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","0",1951,80,80
"2007","SE",19611,633.998493975904,"2",1963,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1961,43,43
"2007","SE",19761,633.998493975904,"2",1947,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",1976,59,60
"2007","SE",19781,633.998493975904,"2",1983,"2","1","4","4","13","NA","NA","NA","NA","30","NA","NA",1978,23,24
"2007","SE",19821,633.998493975904,"3",1973,"1","1","3","3","13","NA","15","NA","NA","NA","0","0",1982,33,33
"2007","SE",19911,633.998493975904,"3",1933,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",1991,73,74
"2007","SE",19991,633.998493975904,"1",1926,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",1999,80,80
"2007","SE",20201,633.998493975904,"1",1956,"1","1","1","2","13","3","NA","30","NA","NA","NA","NA",2020,50,51
"2007","SE",20251,633.998493975904,"3",1939,"1","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",2025,67,68
"2007","SE",20441,633.998493975904,"1",1981,"1","1","1","2","13","3","15","NA","NA","NA","NA","0",2044,25,26
"2007","SE",20601,633.998493975904,"4",1980,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2060,26,27
"2007","SE",20611,633.998493975904,"4",1978,"1","1","1","2","13","NA","NA","30","NA","0","NA","NA",2061,28,29
"2007","SE",20831,633.998493975904,"2",1930,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2083,76,77
"2007","SE",20951,633.998493975904,"4",1951,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2095,55,56
"2007","SE",21151,633.998493975904,"3",1955,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2115,51,52
"2007","SE",21251,633.998493975904,"2",1984,"2","1","4","2","13","NA","NA","NA","NA","0","NA","0",2125,22,22
"2007","SE",21281,633.998493975904,"2",1985,"2","1","1","2","13","3","NA","NA","0","NA","NA","0",2128,21,22
"2007","SE",21321,633.998493975904,"1",1929,"2","1","1","3","13","3","NA","NA","NA","0","0","NA",2132,77,78
"2007","SE",21461,633.998493975904,"1",1968,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",2146,38,39
"2007","SE",21631,633.998493975904,"1",1981,"2","1","1","4","NA","3","NA","NA","0","30","NA","NA",2163,25,26
"2007","SE",21791,633.998493975904,"1",1926,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",2179,80,80
"2007","SE",22021,633.998493975904,"4",1956,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",2202,50,51
"2007","SE",22181,633.998493975904,"3",1985,"1","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",2218,21,22
"2007","SE",22371,633.998493975904,"2",1971,"2","1","4","2","13","3","NA","30","NA","0","NA","NA",2237,35,36
"2007","SE",22421,633.998493975904,"3",1926,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2242,80,80
"2007","SE",22541,633.998493975904,"2",1951,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","0",2254,55,56
"2007","SE",22621,633.998493975904,"2",1960,"1","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",2262,46,47
"2007","SE",22661,633.998493975904,"2",1926,"1","1","4","2","13","NA","NA","NA","NA","30","0","NA",2266,80,80
"2007","SE",22731,633.998493975904,"4",1966,"2","1","NA","3","13","3","NA","NA","10","NA","NA","NA",2273,40,41
"2007","SE",22831,633.998493975904,"3",1929,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",2283,77,78
"2007","SE",23061,633.998493975904,"4",1926,"2","1","4","3","13","NA","NA","NA","NA","0","NA","NA",2306,80,80
"2007","SE",23131,633.998493975904,"2",1937,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",2313,69,70
"2007","SE",23161,633.998493975904,"2",1950,"2","1","1","4","NA","3","NA","NA","NA","NA","0","NA",2316,56,57
"2007","SE",23171,633.998493975904,"3",1939,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",2317,67,68
"2007","SE",23561,633.998493975904,"3",1926,"2","1","4","4","13","3","NA","NA","NA","30","NA","NA",2356,80,80
"2007","SE",23661,633.998493975904,"3",1945,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","0",2366,61,61
"2007","SE",23691,633.998493975904,"3",1926,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2369,80,80
"2007","SE",23901,633.998493975904,"1",1926,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",2390,80,80
"2007","SE",23971,633.998493975904,"1",1926,"2","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",2397,80,80
"2007","SE",23991,633.998493975904,"2",1939,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",2399,67,68
"2007","SE",24031,633.998493975904,"4",1945,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2403,61,62
"2007","SE",24141,633.998493975904,"4",1983,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",2414,23,23
"2007","SE",24191,633.998493975904,"4",1928,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",2419,78,79
"2007","SE",24261,633.998493975904,"2",1968,"1","1","1","2","13","3","NA","NA","NA","18","40","0",2426,38,39
"2007","SE",24321,633.998493975904,"4",1933,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",2432,73,74
"2007","SE",24511,633.998493975904,"1",1957,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2451,49,49
"2007","SE",24561,633.998493975904,"2",1977,"2","1","1","3","13","NA","NA","30","NA","NA","NA","NA",2456,29,30
"2007","SE",24711,633.998493975904,"2",1929,"2","1","4","3","13","3","NA","NA","NA","35","NA","NA",2471,77,77
"2007","SE",24901,633.998493975904,"3",1926,"1","1","1","3","13","3","NA","NA","NA","NA","NA","0",2490,80,80
"2007","SE",25081,633.998493975904,"1",1973,"1","1","3","4","13","3","NA","NA","NA","NA","NA","0",2508,33,33
"2007","SE",25251,633.998493975904,"2",1926,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",2525,80,80
"2007","SE",25541,633.998493975904,"3",1930,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2554,76,77
"2007","SE",25551,633.998493975904,"2",1979,"2","1","2","2","13","NA","NA","NA","NA","NA","NA","NA",2555,27,28
"2007","SE",26261,633.998493975904,"4",1969,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2626,37,38
"2007","SE",26431,633.998493975904,"3",1933,"2","1","1","3","13","NA","NA","30","NA","NA","0","NA",2643,73,74
"2007","SE",26551,633.998493975904,"3",1970,"2","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",2655,36,37
"2007","SE",26661,633.998493975904,"1",1935,"2","1","1","3","NA","3","NA","NA","NA","0","NA","NA",2666,71,72
"2007","SE",26671,633.998493975904,"4",1931,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",2667,75,76
"2007","SE",26691,633.998493975904,"4",1939,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2669,67,68
"2007","SE",26731,633.998493975904,"3",1966,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2673,40,41
"2007","SE",26891,633.998493975904,"4",1979,"2","1","1","2","13","NA","NA","NA","13","NA","NA","NA",2689,27,28
"2007","SE",26921,633.998493975904,"1",1929,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2692,77,78
"2007","SE",27011,633.998493975904,"1",1985,"1","1","1","2","13","NA","NA","NA","0","NA","NA","NA",2701,21,22
"2007","SE",27231,633.998493975904,"3",1980,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2723,26,27
"2007","SE",27331,633.998493975904,"2",1965,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",2733,41,42
"2007","SE",27371,633.998493975904,"3",1987,"1","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",2737,19,20
"2007","SE",27401,633.998493975904,"2",1969,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2740,37,38
"2007","SE",27441,633.998493975904,"4",1953,"1","1","4","2","13","3","NA","NA","NA","20","NA","NA",2744,53,54
"2007","SE",27471,633.998493975904,"1",1926,"2","1","2","2","13","3","NA","NA","NA","50","NA","NA",2747,80,80
"2007","SE",27481,633.998493975904,"2",1968,"1","1","1","2","13","5","NA","NA","NA","31","NA","NA",2748,38,39
"2007","SE",27701,633.998493975904,"3",1973,"1","1","4","2","13","NA","NA","NA","14","NA","NA","NA",2770,33,34
"2007","SE",27961,633.998493975904,"2",1966,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2796,40,41
"2007","SE",28061,633.998493975904,"1",1952,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",2806,54,55
"2007","SE",28141,633.998493975904,"1",1975,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",2814,31,32
"2007","SE",28181,633.998493975904,"1",1928,"1","1","1","2","13","3","NA","NA","NA","NA","0","0",2818,78,79
"2007","SE",28451,633.998493975904,"1",1959,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2845,47,48
"2007","SE",28461,633.998493975904,"4",1967,"2","1","4","4","13","3","NA","NA","0","0","NA","NA",2846,39,39
"2007","SE",28581,633.998493975904,"4",1980,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",2858,26,27
"2007","SE",28661,633.998493975904,"4",1966,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",2866,40,40
"2007","SE",28751,633.998493975904,"1",1952,"1","1","1","4","NA","3","NA","NA","NA","0","0","NA",2875,54,55
"2007","SE",28861,633.998493975904,"2",1926,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",2886,80,80
"2007","SE",28871,633.998493975904,"1",1933,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2887,73,74
"2007","SE",28951,633.998493975904,"3",1966,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",2895,40,41
"2007","SE",29021,633.998493975904,"3",1954,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",2902,52,53
"2007","SE",29301,633.998493975904,"1",1926,"2","1","1","3","13","3","NA","30","NA","NA","NA","NA",2930,80,80
"2007","SE",29331,633.998493975904,"4",1926,"2","1","3","3","13","5","NA","NA","NA","0","NA","0",2933,80,80
"2007","SE",29421,633.998493975904,"1",1931,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2942,75,76
"2007","SE",29431,633.998493975904,"4",1947,"1","1","3","3","13","NA","15","NA","NA","0","NA","NA",2943,59,60
"2007","SE",29441,633.998493975904,"1",1958,"1","1","4","4","13","NA","NA","NA","NA","0","NA","NA",2944,48,49
"2007","SE",29561,633.998493975904,"1",1979,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",2956,27,28
"2007","SE",29581,633.998493975904,"2",1980,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2958,26,27
"2007","SE",29611,633.998493975904,"2",1975,"1","1","3","2","NA","3","NA","NA","NA","NA","0","NA",2961,31,32
"2007","SE",29741,633.998493975904,"1",1926,"2","1","4","2","13","3","NA","NA","NA","0","NA","NA",2974,80,80
"2007","SE",29951,633.998493975904,"1",1926,"1","1","3","4","13","3","NA","NA","NA","0","0","0",2995,80,80
"2007","SE",30011,633.998493975904,"1",1926,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",3001,80,80
"2007","SE",30051,633.998493975904,"1",1983,"1","1","1","3","13","NA","NA","NA","20","NA","0","NA",3005,23,23
"2007","SE",30291,633.998493975904,"2",1958,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",3029,48,48
"2007","SE",30371,633.998493975904,"4",1967,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",3037,39,39
"2007","SE",30561,633.998493975904,"2",1931,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",3056,75,75
"2007","SE",30651,633.998493975904,"2",1935,"1","1","4","3","13","3","NA","NA","NA","NA","0","NA",3065,71,72
